SEBI REPORT AS ON Reporting date 14-NOV-2025,,,
,,,
,,,
Sr.No.,Particulars,Rs. In Lakhs ,
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,32489,20.74
ADVENTHTL,ADVENT HOTELS INTERNATI L,2018,6.59
ADVENZYMES,ADVANCED ENZYME TECH LTD,683916,2409.48
AEGISLOG,AEGIS LOGISTICS LIMITED,1098118,8809.81
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,349868,936.13
AEROENTER,AEROFLEX ENTERPRISES LTD,904422,912.41
AEROFLEX,AEROFLEX INDUSTRIES LTD,2441960,4674.24
AETHER,AETHER INDUSTRIES LIMITED,344743,2662.37
AFCONS,AFCONS INFRASTRUCTURE LTD,1437889,6452.44
AFFLE,AFFLE 3I LIMITED,279771,5265.86
AFFORDABLE,AFFORD ROBO & AUTO LTD,13490,35.24
AFIL,AKME FINTRADE (INDIA) LTD,12452082,963.07
AFSL,ABANS FINANCIAL SRVCS LTD,27207,64.60
AGARIND,AGARWAL INDS CORP LTD.,49530,486.14
AGARWALEYE,DR AGARWALS HEALTH CARE L,116575,569.20
AGI,AGI GREENPAC LIMITED,512663,4439.33
AGIIL,AGI INFRA LIMITED,2015225,4222.74
AGRITECH,AGRI-TECH (INDIA) LIMITED,2549,4.82
AGSTRA,AGS TRANSACT TECH LTD,497,0.37
AHLADA,AHLADA ENGINEERS LIMITED,5737,5.37
AHLEAST,ASIAN HOTELS (EAST) LTD,1401,2.12
AHLUCONT,AHLUWALIA CONT IND LTD,290423,2916.67
AIAENG,AIA ENGINEERING LIMITED,47820,1656.85
AIIL,AUTHUM INVEST & INFRA LTD,91841,2653.61
AIRAN,AIRAN LIMITED,80529,22.60
AJANTPHARM,AJANTA PHARMA LIMITED,63661,1715.41
AJAXENGG,AJAX ENGINEERING LIMITED,150851,986.38
AJMERA,AJMERA REALTY & INF I LTD,179898,1739.06
AJOONI,AJOONI BIOTECH LIMITED,7049,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,1052,0.08
AKUMS,AKUMS DRUGS AND PHARMA L,452584,2276.41
AKZOINDIA,AKZO NOBEL INDIA LIMITED,26686,944.74
ALANKIT,ALANKIT LIMITED,205213,29.62
ALBERTDAVD,ALBERT DAVID LIMITED,3752,30.61
ALEMBICLTD,ALEMBIC LIMITED,2160130,2506.01
ALICON,ALICON CASTALLOY LIMITED,13165,133.01
ALIVUS,ALIVUS LIFE SCIENCES LTD,226090,2300.66
ALKALI,ALKALI METALS LTD,690,0.66
ALKEM,ALKEM LABORATORIES LTD.,23285,1305.26
ALKYLAMINE,ALKYL AMINES CHEM. LTD,173177,3557.54
ALLCARGO,ALLCARGO LOGISTICS LTD,786154,325.19
ALLDIGI,ALLDIGI TECH LIMITED,27810,205.85
ALLTIME,ALL TIME PLASTICS LIMITED,162736,471.46
ALMONDZ,ALMONDZ GLOBAL SEC LTD,13833,2.94
ALOKINDS,ALOK INDUSTRIES LIMITED,15656428,2965.02
ALPA,ALPA LABORATORIES LTD,3698,3.81
ALPHA,KOTAKMAMC - KOTAKALPHA,4111182,2037.73
ALPHAETF,MIRAEAMC - ALPHAETF,1689470,428.33
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14673,38.98
ALPL30IETF,ICICIPRAMC - ICICIALPLV,805271,229.31
AMANTA,AMANTA HEALTHCARE LIMITED,15497,19.46
AMBER,AMBER ENTERPRISES (I) LTD,212994,16553.64
AMBIKCO,AMBIKA COTTON MILL LTD.,14126,208.80
AMBUJACEM,AMBUJA CEMENTS LTD,2601566,15079.53
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,2375,6.97
AMRUTANJAN,AMRUTAJAN HEALTH LTD,42426,318.04
ANANDRATHI,ANAND RATHI WEALTH LTD,125328,3650.77
ANANTRAJ,ANANT RAJ LIMITED,10600254,69241.11
ANDHRAPAP,ANDHRA PAPER LIMITED,610719,510.33
ANDHRSUGAR,ANDHRA SUGARS LTD,476392,503.47
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,647148,17917.61
ANMOL,ANMOL INDIA LIMITED,300,0.05
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,121185,771.77
ANTHEM,ANTHEM BIOSCIENCES LTD,379033,2837.27
ANUHPHR,ANUH PHARMA LIMITED,19565,17.50
ANUP,THE ANUP ENGINEERING LTD,74493,1944.77
ANURAS,ANUPAM RASAYAN INDIA LTD,4360097,43250.76
AONEGOLD,AONEAMC - AONEGOLD,767836,91.34
AONELIQUID,AONEAMC - AONELIQUID,9,0.09
AONENIFTY,AONEAMC - AONENIFTY,46331,4.77
AONETOTAL,AONEAMC - AONETOTAL,79761,9.37
APARINDS,APAR INDUSTRIES LTD.,72668,6082.93
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,29481,123.76
APEX,APEX FROZEN FOODS LIMITED,184968,466.94
APLAPOLLO,APL APOLLO TUBES LTD,261504,4565.39
APLLTD,ALEMBIC PHARMA LTD,235660,2353.77
APOLLO,APOLLO MICRO SYSTEMS LTD,3467880,9012.92
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,162616,12365.29
APOLLOPIPE,APOLLO PIPES LIMITED,516798,1977.46
APOLLOTYRE,APOLLO TYRES LTD,745359,3768.84
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,319816,377.01
APTUS,APTUS VALUE HSG FIN I LTD,2677666,8460.54
ARCHIDPLY,ARCHIDPLY IND. LTD,710,0.72
ARE&M,AMARA RAJA ENERGY MOB LTD,1534323,16229.70
ARIES,ARIES AGRO LTD.,104574,413.49
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,707534,752.41
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,136822,581.94
ARISINFRA,ARISINFRA SOLUTIONS LTD,504033,814.50
ARKADE,ARKADE DEVELOPERS LIMITED,2908017,5197.56
ARMANFIN,ARMAN FIN SERV LTD,81252,1310.47
ARROWGREEN,ARROW GREENTECH LIMITED,12425,78.51
ARSSBL,ANAND RATHI SH N STK BR L,399166,2525.65
ARTEMISMED,ARTEMIS MED SERVICE LTD,167192,438.64
ARVIND,ARVIND LIMITED,1072652,3636.71
ARVINDFASN,ARVIND FASHIONS LIMITED,552358,2897.26
ARVSMART,ARVIND SMARTSPACES LTD,165962,1100.68
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,95097,841.20
ASAHISONG,ASAHI SONGWON COLOR LTD,542,1.59
ASAL,AUTOMOTIVE STAMPINGS & AS,35095,205.44
ASALCBR,ASSO ALCOHOLS & BREW LTD,159099,1617.55
ASHAPURMIN,ASHAPURA MINECHEM LTD,1457837,7069.71
ASHIANA,ASHIANA HOUSING LTD,83780,265.23
ASHIMASYN,ASHIMA LTD,18563,3.87
ASHOKA,ASHOKA BUILDCON LTD,4339848,9187.70
ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07
ASHOKLEY,ASHOK LEYLAND LTD,4538199,6148.50
ASIANENE,ASIAN ENERGY SERVICES LTD,586175,2013.11
ASIANPAINT,ASIAN PAINTS LIMITED,373049,9611.88
ASIANTILES,ASIAN GRANITO IND. LTD.,1240487,827.47
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,440349,2195.46
ASMS,BARTRONICS INDIA LIMITED,3669,0.54
ASPINWALL,ASPINWALL & CO LTD,200,0.56
ASTEC,ASTEC LIFESCIENCES LTD,351924,3417.17
ASTERDM,ASTER DM HEALTHCARE LTD.,404014,2581.99
ASTRAL,ASTRAL LIMITED,588797,9175.79
ASTRAMICRO,ASTRA MICROWAVE LTD,2154179,19828.68
ASTRAZEN,ASTRAZENECA PHARMA IND LT,29412,2421.74
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1722879,11729.21
ATHERENERG,ATHER ENERGY LIMITED,730699,4553.20
ATL,ALLCARGO TERMINALS LTD,919334,391.50
ATLANTAELE,ATLANTA ELECTRICALS LTD,56531,564.94
ATUL,ATUL LTD,265750,15586.66
ATULAUTO,ATUL AUTO LIMITED,276869,1393.68
AUBANK,AU SMALL FINANCE BANK LTD,545363,4200.14
AURIONPRO,AURIONPRO SOLN LTD,440556,5466.58
AUROPHARMA,AUROBINDO PHARMA LTD,529665,6267.24
AURUM,AURUM PROPTECH LIMITED,225743,408.19
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,24323,439.59
AUTOBEES,NIPPONAMC - NETFAUTO,259004,706.10
AUTOIETF,ICICIPRAMC - ICICIAUTO,831519,226.96
AUTOIND,AUTOLINE INDUSTRIES LTD,65875,52.45
AVADHSUGAR,AVADH SUG & ENERGY LTD,156665,795.06
AVALON,AVALON TECHNOLOGIES LTD,314333,3244.91
AVANTEL,AVANTEL LIMITED,7033825,12566.64
AVANTIFEED,AVANTI FEEDS LIMITED,1188008,8845.71
AVG,AVG LOGISTICS LIMITED,1906,5.18
AVL,ADITYA VISION LIMITED,127023,669.04
AVONMORE,AVONMORE CAP&MGT SERV LTD,12210,2.31
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,73287,62.62
AWFIS,AWFIS SPACE SOLUTIONS LTD,778288,4747.26
AWHCL,ANTONY WASTE HDG CELL LTD,275797,1629.10
AWL,AWL AGRI BUSINESS LIMITED,2985817,8462.73
AXISBANK,AXIS BANK LIMITED,1047055,12319.44
AXISBNKETF,AXISAMC - AXISBNKETF,712,4.23
AXISBPSETF,AXISAMC - AXISBPSETF,3066,0.40
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,12061,15.29
AXISGOLD,AXIS MF - AXIS GOLD ETF,2788215,2796.03
AXISHCETF,AXISAMC - AXISHCETF,6280,9.03
AXISILVER,AXISAMC - AXISILVER,890171,1449.10
AXISNIFTY,AXISAMC - AXISNIFTY,23337,66.09
AXISTECETF,AXISAMC - AXISTECETF,5031,20.51
AXISVALUE,AXISAMC - AXISVALUE,2781,0.84
AXITA,AXITA COTTON LIMITED,55822,6.96
AXSENSEX,AXISAMC - AXSENSEX,1842,1.57
AYMSYNTEX,AYM SYNTEX LIMITED,22138,42.54
AZAD,AZAD ENGINEERING LIMITED,577388,9685.36
BAIDFIN,BAID FINSERV LIMITED,31629,3.93
BAJAJ-AUTO,BAJAJ AUTO LIMITED,413949,36729.49
BAJAJCON,BAJAJ CONSUMER CARE LTD,2135544,5578.04
BAJAJELEC,BAJAJ ELECT.LTD,455425,2636.19
BAJAJFINSV,BAJAJ FINSERV LTD.,813142,16419.20
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,939840,4651.99
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,23514878,27897.07
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,25226346,6228.92
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,71172,9149.94
BAJAJINDEF,INDEF MANUFACTURING LTD,11870,45.49
BAJEL,BAJEL PROJECTS LIMITED,221103,451.05
BAJFINANCE,BAJAJ FINANCE LIMITED,3852794,37867.97
BALAJEE,SHREE TIRUPATI BALAJEE L,125369,64.38
BALAJITELE,BALAJI TELEFILMS LIMITED.,96686,119.52
BALAMINES,BALAJI AMINES LIMITED,285119,4586.42
BALAXI,BALAXI PHARMA LTD,71154,42.57
BALKRISIND,BALKRISHNA IND. LTD,144862,3649.27
BALMLAWRIE,BALMER LAWRIE & CO LTD,1746037,3879.83
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1037012,5277.79
BALUFORGE,BALU FORGE INDUSTRIES LTD,318671,2046.60
BANARBEADS,BANARAS BEADS LTD,350,0.48
BANARISUG,BANNARI AMMAN SUGARS LTD,573,20.96
BANCOINDIA,BANCO PRODUCTS (I) LTD,523548,4000.92
BANDHANBNK,BANDHAN BANK LIMITED,17325165,29263.87
BANKBARODA,BANK OF BARODA,5329241,13846.47
BANKBEES,NIP IND ETF BANK BEES,375506,2172.42
BANKBETF,BFAM - BANKBETF,27391,15.99
BANKETF,MIRAEAMC - BANKETF,14195,83.40
BANKETFADD,DSPAMC - DSPBANKETF,3826,2.22
BANKIETF,ICICIPRAMC - IPRU5008,208678,120.43
BANKINDIA,BANK OF INDIA,15137468,18773.59
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,11143,63.65
BANKPSU,MIRAEAMC - BANKPSU,17298,13.21
BANSALWIRE,BANSAL WIRE INDUSTRIES L,215087,832.88
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,169982,8734.80
BASML,BANNARI AM SPIN MILL LTD.,76521,22.69
BATAINDIA,BATA INDIA LTD,471226,5604.61
BAYERCROP,BAYER CROPSCIENCE LTD,104945,5259.90
BBETF0432,EDELAMC - BBETF0432,151,1.95
BBL,BHARAT BIJLEE LTD,104627,3062.59
BBNPNBETF,BARODABNP - BBNPNBETF,11,0.01
BBNPPGOLD,BARODABNP - BBNPPGOLD,24025,28.90
BBOX,BLACK BOX LIMITED,953641,5267.06
BBTC,BOMBAY BURMAH TRADING COR,226335,4405.85
BCLIND,BCL INDUSTRIES LIMITED,1616349,706.58
BCONCEPTS,BRAND CONCEPTS LIMITED,24,0.10
BDL,BHARAT DYNAMICS LIMITED,3372620,57378.94
BEARDSELL,BEARDSELL LIMITED,9551,3.37
BECTORFOOD,MRS BECTORS FOOD SPE LTD,214126,3014.16
BEDMUTHA,BEDMUTHA INDUST LTD,6986,9.89
BEL,BHARAT ELECTRONICS LTD,20755653,81044.55
BELLACASA,BELLA CASA FASH AND RET L,6171,24.51
BELRISE,BELRISE INDUSTRIES LTD,11774581,17420.43
BEML,BEML LIMITED,1453153,31315.76
BEPL,BHANSALI ENG. POLYMERS LT,2948912,3407.74
BERGEPAINT,BERGER PAINTS (I) LTD,230466,1296.69
BESTAGRO,BEST AGROLIFE LIMITED,77682,334.22
BFINVEST,BF INVESTMENT LIMITED,99123,523.84
BFSI,MIRAEAMC - MAFSETF,1038017,283.33
BFUTILITIE,BF UTILITIES LIMITED,87061,619.76
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,616616,1790.94
BHAGERIA,BHAGERIA INDUSTRIES LTD,153005,327.90
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,2081,2.44
BHANDARI,BHANDARI HOSIERY EXP LTD,907045,46.86
BHARATFORG,BHARAT FORGE LTD,623960,8249.83
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,18970,2065.59
BHARATSE,BHARAT SEATS LIMITED,39445,76.00
BHARATWIRE,BHARAT WIRE ROPES LTD.,919816,2046.99
BHARTIARTL,BHARTI AIRTEL LIMITED,697166,13749.22
BHARTIHEXA,BHARTI HEXACOM LIMITED,136266,2498.25
BHEL,BHEL,8476982,21421.32
BIGBLOC,BIGBLOC CONSTRUCTION LTD,68162,65.78
BIKAJI,BIKAJI FOODS INTERN LTD,608441,4641.85
BIOCON,BIOCON LIMITED.,2334036,8864.43
BIRLACABLE,BIRLA CABLE LIMITED,20917,36.59
BIRLACORPN,BIRLA CORPORATION LTD,302531,3927.79
BIRLAMONEY,ADITYA BIRLA MONEY LTD,40919,71.68
BIRLANU,BIRLANU LIMITED,43948,926.59
BLACKBUCK,BLACKBUCK LIMITED,1454354,9684.05
BLAL,BEML LAND ASSETS LIMITED,97396,221.76
BLISSGVS,BLISS GVS PHARMA LTD,728516,1174.97
BLKASHYAP,B.L.KASHYAP & SON LTD,787609,532.22
BLS,BLS INTL SERVS LTD,7275142,26858.05
BLSE,BLS E-SERVICES LIMITED,299318,605.84
BLUEDART,BLUE DART EXPRESS LTD,83351,5405.86
BLUEJET,BLUE JET HEALTHCARE LTD,2638843,19014.07
BLUESTARCO,BLUE STAR LIMITED,264485,5042.83
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,237752,1594.66
BLUSPRING,BLUSPRING ENTERPRISES LTD,253785,211.43
BMWVENTLTD,BMW VENTURES LIMITED,55523,38.17
BODALCHEM,BODAL CHEMICALS LTD,734572,529.12
BOMDYEING,BOMBAY DYEING & MFG. CO L,6565983,11061.27
BORANA,BORANA WEAVES LIMITED,73846,180.49
BOROLTD,BOROSIL LIMITED,391107,1436.37
BORORENEW,BOROSIL RENEWABLES LTD,1843225,11663.83
BOROSCI,BOROSIL SCIENTIFIC LTD,87932,126.41
BOSCHLTD,BOSCH LIMITED,18628,7178.56
BPCL,BHARAT PETROLEUM CORP  LT,2806398,9747.01
BPL,BPL LTD,62044,50.82
BRIGADE,BRIGADE ENTER. LTD,450151,4841.86
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,177447,150.76
BRITANNIA,BRITANNIA INDUSTRIES LTD,88743,5214.88
BRNL,BHARAT ROAD NETWORK LTD,1300,0.33
BSE,BSE LIMITED,2770610,70230.98
BSE500IETF,ICICIPRAMC - ICICI500,576512,227.28
BSHSL,BOMBAY SUPER HYBRID SEEDS,2897,4.87
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,383948,412.28
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,255992,75.47
BSLSENETFG,BIRLASLAMC - BSLSENETFG,859,0.72
BSOFT,BIRLASOFT LIMITED,4676630,20408.21
BUTTERFLY,BTRFLY GANDHI APPL LTD,19352,149.67
BYKE,THE BYKE HOSPITALITY LTD,15299,10.38
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2054138,4146.04
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,967706,2782.71
CAMS,COMPUTER AGE MNGT SER LTD,891740,36215.67
CANBK,CANARA BANK,22658228,26488.54
CANFINHOME,CAN FIN HOMES LTD,356474,2893.02
CANTABIL,CANTABIL RETAIL LTD,1313171,3393.96
CAPACITE,CAPACITE INFRAPROJECT LTD,1635032,5494.70
CAPITALSFB,CAPITAL SMALL FIN BANK L,118752,338.00
CAPLIPOINT,CAPLIN POINT LAB LTD.,125202,2619.16
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,353354,3488.37
CARERATING,CARE RATINGS LIMITED,166903,2900.52
CARRARO,CARRARO INDIA LIMITED,211254,1074.00
CARTRADE,CARTRADE TECH LIMITED,1000498,24604.97
CARYSIL,CARYSIL LIMITED,152638,1428.67
CASHIETF,ICICIPRAMC - CASHIETF,17,0.18
CASTROLIND,CASTROL INDIA LIMITED,8198571,17544.16
CCCL,CONS. CONST. CONSORT LTD,9969,2.35
CCL,CCL PRODUCTS (I) LTD,231188,2172.52
CDSL,CENTRAL DEPO SER (I) LTD,5063142,81623.23
CEATLTD,CEAT LIMITED,157123,6220.16
CEIGALL,CEIGALL INDIA LIMITED,670755,1809.73
CELLO,CELLO WORLD LIMITED,686009,4420.31
CEMPRO,CEMINDIA PROJECTS LIMITED,775285,5620.20
CENTENKA,CENTURY ENKA LTD,51924,286.79
CENTRALBK,CENTRAL BANK OF INDIA,40625155,16836.06
CENTRUM,CENTRUM CAPITAL LIMITED,97962,32.90
CENTUM,CENTUM ELECTRONICS LTD,65216,1666.76
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,90086,736.37
CERA,CERA SANITARYWARE LTD,55576,3604.68
CESC,CESC LTD,4190775,7223.86
CEWATER,CONCORD ENVIRO SYSTEMS L,79267,428.26
CGCL,CAPRI GLOBAL CAPITAL LTD,5268669,9876.83
CGPOWER,CG POWER AND IND SOL LTD,4166582,29435.11
CHALET,CHALET HOTELS LIMITED,276932,2617.44
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,4975275,26647.77
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,261142,681.45
CHEMFAB,CHEMFAB ALKALIS LIMITED,6084,42.13
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,225904,964.17
CHENNPETRO,CHENNAI PETROLEUM CORP LT,1085682,9265.35
CHEVIOT,CHEVIOT COMPANY LIMITED,1668,21.62
CHOICEIN,CHOICE INTERNATIONAL LTD,1506970,11516.34
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,219078,3600.66
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,86147,1676.70
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,492130,2232.67
CIFL,CAPITAL INDIA FINANCE LTD,26460,9.95
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,66356,1031.39
CIPLA,CIPLA LTD,746723,11672.30
CLEAN,CLEAN SCIENCE & TECH LTD,1290821,15741.76
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,248793,751.97
CMSINFO,CMS INFO SYSTEMS LIMITED,953185,3813.88
COALINDIA,COAL INDIA LTD,12193395,47937.53
COASTCORP,COASTAL CORPORATION LTD,20090,8.00
COCHINSHIP,COCHIN SHIPYARD LIMITED,3095404,60847.66
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,921421,16307.17
COHANCE,COHANCE LIFESCIENCES LTD,1317394,10644.50
COLPAL,COLGATE PALMOLIVE LTD.,734189,17265.07
COMMOIETF,ICICIPRAMC - ICICICOMMO,60584,55.51
COMPUSOFT,COMPUCOM SOFTWARE LTD,34581,7.46
COMSYN,COMMERCIAL SYN BAGS LTD,830,1.32
CONCOR,CONTAINER CORP OF IND LTD,3744618,21928.18
CONCORDBIO,CONCORD BIOTECH LIMITED,221843,3742.30
CONFIPET,CONFIDENCE PETRO IND LTD.,3687483,2205.27
CONS,KOTAKMAMC - KOTAKCONS,121,0.16
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1648,3.65
CONSUMBEES,NIP IND ETF CONSUMPTION,253745,342.72
CONSUMER,MIRAEAMC - CONSUMER,57667,7.05
CONSUMIETF,ICICIPRAMC - ICICICONSU,67542,83.61
CONTROLPR,CONTROL PRINT LIMITED,56805,446.31
CORALFINAC,CORAL INDIA FIN & HOUS LT,2000,0.88
CORDSCABLE,CORDS CABLE INDUS LTD.,8249,15.46
COROMANDEL,COROMANDEL INTERNTL. LTD,248127,5658.23
COSMOFIRST,COSMO FIRST LIMITED,454142,4496.70
CPCAP,CP CAPITAL LIMITED,25,0.10
CPPLUS,ADITYA INFOTECH LIMITED,37870,592.49
CPSEETF,CPSE ETF,2924653,2733.07
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,31322,2024.40
CREATIVE,CREATIVE NEWTECH LIMITED,323179,2196.66
CREDITACC,CREDITACCESS GRAMEEN LTD,439086,5700.42
CREST,CREST VENTURES LIMITED,27886,117.65
CRISIL,CRISIL LTD,77510,4037.09
CRIZAC,CRIZAC LIMITED,976198,3053.01
CROMPTON,CROMPT GREA CON ELEC LTD,6336056,20087.34
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,617756,2383.77
CSLFINANCE,CSL FINANCE LIMITED,8871,27.96
CUB,CITY UNION BANK LTD,1255311,3017.60
CUMMINSIND,CUMMINS INDIA LTD,128249,5212.88
CUPID,CUPID LIMITED,18295146,27791.62
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,2302,5.27
CYIENT,CYIENT LIMITED,820402,10551.90
CYIENTDLM,CYIENT DLM LIMITED,743324,3767.66
DABUR,DABUR INDIA LTD,1290554,6845.72
DALBHARAT,DALMIA BHARAT LIMITED,159704,3430.54
DALMIASUG,DALMIA BHARAT SUG IN LTD,11259,42.82
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1763041,4492.78
DATAMATICS,DATAMATICS GLOBAL SER LTD,410331,3589.37
DATAPATTNS,DATA PATTERNS INDIA LTD,431297,12104.09
DAVANGERE,DAVANGERE SUGAR COMPANY L,3527765,134.75
DBCORP,D.B.CORP LTD,170011,451.44
DBEIL,DEEPAK BUILDERS & ENG I L,229160,388.21
DBL,DILIP BUILDCON LIMITED,890972,4372.84
DBOL,DHAMPUR BIO ORGANICS LTD,37377,33.40
DBREALTY,VALOR ESTATE LIMITED,5030455,8814.01
