SEBI REPORT AS ON Reporting date 13-NOV-2025,,,
,,,
,,,
Sr.No.,Particulars,Rs. In Lakhs ,
AGRITECH,AGRI-TECH (INDIA) LIMITED,2549,4.82
AGSTRA,AGS TRANSACT TECH LTD,497,0.37
AHLADA,AHLADA ENGINEERS LIMITED,5737,5.37
AHLEAST,ASIAN HOTELS (EAST) LTD,1401,2.12
AHLUCONT,AHLUWALIA CONT IND LTD,288610,2900.54
AIAENG,AIA ENGINEERING LIMITED,47433,1623.06
AIIL,AUTHUM INVEST & INFRA LTD,91286,2637.72
AIRAN,AIRAN LIMITED,80174,22.52
AJANTPHARM,AJANTA PHARMA LIMITED,64051,1725.31
AJAXENGG,AJAX ENGINEERING LIMITED,163898,1062.45
AJMERA,AJMERA REALTY & INF I LTD,180955,1750.79
AJOONI,AJOONI BIOTECH LIMITED,7049,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,1052,0.08
AKUMS,AKUMS DRUGS AND PHARMA L,434858,2204.30
AKZOINDIA,AKZO NOBEL INDIA LIMITED,26431,936.31
ALANKIT,ALANKIT LIMITED,205201,29.61
ALBERTDAVD,ALBERT DAVID LIMITED,3751,30.60
ALEMBICLTD,ALEMBIC LIMITED,2141173,2491.73
ALICON,ALICON CASTALLOY LIMITED,13969,140.89
ALIVUS,ALIVUS LIFE SCIENCES LTD,225531,2296.27
ALKALI,ALKALI METALS LTD,640,0.61
ALKEM,ALKEM LABORATORIES LTD.,22525,1261.49
ALKYLAMINE,ALKYL AMINES CHEM. LTD,172784,3551.00
ALLCARGO,ALLCARGO LOGISTICS LTD,1004998,408.09
ALLDIGI,ALLDIGI TECH LIMITED,27583,203.88
ALLTIME,ALL TIME PLASTICS LIMITED,158628,458.89
ALMONDZ,ALMONDZ GLOBAL SEC LTD,13852,2.95
ALOKINDS,ALOK INDUSTRIES LIMITED,15582736,2952.41
ALPA,ALPA LABORATORIES LTD,3698,3.81
ALPHA,KOTAKMAMC - KOTAKALPHA,4147010,2055.12
ALPHAETF,MIRAEAMC - ALPHAETF,1691727,428.92
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14659,38.95
ALPL30IETF,ICICIPRAMC - ICICIALPLV,798106,227.32
AMANTA,AMANTA HEALTHCARE LIMITED,15786,19.85
AMBER,AMBER ENTERPRISES (I) LTD,234083,18102.40
AMBIKCO,AMBIKA COTTON MILL LTD.,14136,209.44
AMBUJACEM,AMBUJA CEMENTS LTD,2693045,15597.68
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,2375,6.97
AMRUTANJAN,AMRUTAJAN HEALTH LTD,42828,321.04
ANANDRATHI,ANAND RATHI WEALTH LTD,115488,3350.87
ANANTRAJ,ANANT RAJ LIMITED,10652815,69610.65
ANDHRAPAP,ANDHRA PAPER LIMITED,607967,508.47
ANDHRSUGAR,ANDHRA SUGARS LTD,476448,503.55
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,668059,18476.49
ANMOL,ANMOL INDIA LIMITED,300,0.05
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,122054,776.64
ANTHEM,ANTHEM BIOSCIENCES LTD,357724,2693.09
ANUHPHR,ANUH PHARMA LIMITED,27012,25.42
ANUP,THE ANUP ENGINEERING LTD,74624,1947.97
ANURAS,ANUPAM RASAYAN INDIA LTD,4326982,42894.95
AONEGOLD,AONEAMC - AONEGOLD,758429,90.24
AONELIQUID,AONEAMC - AONELIQUID,9,0.09
AONENIFTY,AONEAMC - AONENIFTY,45934,4.72
AONETOTAL,AONEAMC - AONETOTAL,79760,9.37
APARINDS,APAR INDUSTRIES LTD.,78784,6619.15
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,29159,122.44
APEX,APEX FROZEN FOODS LIMITED,178857,448.87
APLAPOLLO,APL APOLLO TUBES LTD,267332,4667.73
APLLTD,ALEMBIC PHARMA LTD,231809,2319.28
APOLLO,APOLLO MICRO SYSTEMS LTD,3501748,9108.08
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,150410,11467.03
APOLLOPIPE,APOLLO PIPES LIMITED,520106,1995.94
APOLLOTYRE,APOLLO TYRES LTD,720171,3633.26
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,318832,376.03
APTUS,APTUS VALUE HSG FIN I LTD,2626708,8316.73
ARCHIDPLY,ARCHIDPLY IND. LTD,710,0.72
ARE&M,AMARA RAJA ENERGY MOB LTD,1541038,16302.06
ARIES,ARIES AGRO LTD.,104614,413.63
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,683281,727.72
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,143974,613.86
ARISINFRA,ARISINFRA SOLUTIONS LTD,518483,836.83
ARKADE,ARKADE DEVELOPERS LIMITED,2887120,5163.68
ARMANFIN,ARMAN FIN SERV LTD,83348,1343.44
ARROWGREEN,ARROW GREENTECH LIMITED,12284,77.85
ARSSBL,ANAND RATHI SH N STK BR L,328719,1994.24
ARTEMISMED,ARTEMIS MED SERVICE LTD,175121,460.75
ARVIND,ARVIND LIMITED,1040469,3527.56
ARVINDFASN,ARVIND FASHIONS LIMITED,542198,2848.69
ARVSMART,ARVIND SMARTSPACES LTD,166129,1101.75
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,96603,855.39
ASAHISONG,ASAHI SONGWON COLOR LTD,542,1.59
ASAL,AUTOMOTIVE STAMPINGS & AS,34648,203.05
ASALCBR,ASSO ALCOHOLS & BREW LTD,158227,1615.80
ASHAPURMIN,ASHAPURA MINECHEM LTD,1607393,7974.25
ASHIANA,ASHIANA HOUSING LTD,84638,267.70
ASHIMASYN,ASHIMA LTD,18335,3.83
ASHOKA,ASHOKA BUILDCON LTD,4420888,9351.31
ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07
ASHOKLEY,ASHOK LEYLAND LTD,4170057,5590.52
ASIANENE,ASIAN ENERGY SERVICES LTD,586148,2013.31
ASIANPAINT,ASIAN PAINTS LIMITED,386829,9963.66
ASIANTILES,ASIAN GRANITO IND. LTD.,933415,618.06
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,453303,2258.10
ASMS,BARTRONICS INDIA LIMITED,3682,0.54
ASPINWALL,ASPINWALL & CO LTD,200,0.56
ASTEC,ASTEC LIFESCIENCES LTD,349409,3401.12
ASTERDM,ASTER DM HEALTHCARE LTD.,404129,2581.57
ASTRAL,ASTRAL LIMITED,567658,8859.54
ASTRAMICRO,ASTRA MICROWAVE LTD,2142323,19749.65
ASTRAZEN,ASTRAZENECA PHARMA IND LT,29702,2450.07
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1740202,11845.37
ATHERENERG,ATHER ENERGY LIMITED,835424,5246.75
ATL,ALLCARGO TERMINALS LTD,890074,383.15
ATLANTAELE,ATLANTA ELECTRICALS LTD,50201,503.52
ATUL,ATUL LTD,266442,15626.31
ATULAUTO,ATUL AUTO LIMITED,278883,1404.75
AUBANK,AU SMALL FINANCE BANK LTD,543518,4181.92
AURIONPRO,AURIONPRO SOLN LTD,431406,5371.81
AUROPHARMA,AUROBINDO PHARMA LTD,556559,6572.74
AURUM,AURUM PROPTECH LIMITED,225743,408.19
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,24262,438.65
AUTOBEES,NIPPONAMC - NETFAUTO,259266,706.51
AUTOIETF,ICICIPRAMC - ICICIAUTO,821339,224.11
AUTOIND,AUTOLINE INDUSTRIES LTD,66175,52.65
AVADHSUGAR,AVADH SUG & ENERGY LTD,160558,812.69
AVALON,AVALON TECHNOLOGIES LTD,292561,3008.31
AVANTEL,AVANTEL LIMITED,7015069,12537.49
AVANTIFEED,AVANTI FEEDS LIMITED,1231765,9162.37
AVG,AVG LOGISTICS LIMITED,1906,5.18
AVL,ADITYA VISION LIMITED,126164,664.51
AVONMORE,AVONMORE CAP&MGT SERV LTD,12476,2.36
AVROIND,AVRO INDIA LIMITED,2258,3.07
AVTNPL,AVT NATURAL PRODUCTS LTD,74012,63.14
AWFIS,AWFIS SPACE SOLUTIONS LTD,778117,4749.55
AWHCL,ANTONY WASTE HDG CELL LTD,271537,1611.01
AWL,AWL AGRI BUSINESS LIMITED,3157675,8926.62
AXISBANK,AXIS BANK LIMITED,1110038,13096.68
AXISBNKETF,AXISAMC - AXISBNKETF,723,4.29
AXISBPSETF,AXISAMC - AXISBPSETF,3065,0.40
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,12054,15.28
AXISGOLD,AXIS MF - AXIS GOLD ETF,2720140,2724.37
AXISHCETF,AXISAMC - AXISHCETF,5673,8.11
AXISILVER,AXISAMC - AXISILVER,872983,1421.97
AXISNIFTY,AXISAMC - AXISNIFTY,24001,67.89
AXISTECETF,AXISAMC - AXISTECETF,4691,19.16
AXISVALUE,AXISAMC - AXISVALUE,1204,0.35
AXITA,AXITA COTTON LIMITED,50772,6.55
AXSENSEX,AXISAMC - AXSENSEX,1842,1.57
AYMSYNTEX,AYM SYNTEX LIMITED,22317,42.87
AZAD,AZAD ENGINEERING LIMITED,585217,9830.28
BAIDFIN,BAID FINSERV LIMITED,31128,3.88
BAJAJ-AUTO,BAJAJ AUTO LIMITED,414013,36742.79
BAJAJCON,BAJAJ CONSUMER CARE LTD,2105431,5497.18
BAJAJELEC,BAJAJ ELECT.LTD,459653,2658.89
BAJAJFINSV,BAJAJ FINSERV LTD.,818530,16527.76
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,938537,4647.11
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,23613659,28030.27
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,25145759,6213.63
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,85553,10920.57
BAJAJINDEF,INDEF MANUFACTURING LTD,11945,45.78
BAJEL,BAJEL PROJECTS LIMITED,221987,452.83
BAJFINANCE,BAJAJ FINANCE LIMITED,4076871,40144.69
BALAJEE,SHREE TIRUPATI BALAJEE L,131431,67.68
BALAJITELE,BALAJI TELEFILMS LIMITED.,96286,119.04
BALAMINES,BALAJI AMINES LIMITED,283362,4570.58
BALAXI,BALAXI PHARMA LTD,71154,42.57
BALKRISIND,BALKRISHNA IND. LTD,144411,3640.59
BALMLAWRIE,BALMER LAWRIE & CO LTD,1752717,3909.87
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1087223,5510.04
BALUFORGE,BALU FORGE INDUSTRIES LTD,302806,1947.64
BANARBEADS,BANARAS BEADS LTD,350,0.48
BANARISUG,BANNARI AMMAN SUGARS LTD,572,20.92
BANCOINDIA,BANCO PRODUCTS (I) LTD,549749,4185.00
BANDHANBNK,BANDHAN BANK LIMITED,17151579,29010.94
BANKBARODA,BANK OF BARODA,5443690,14165.51
BANKBEES,NIP IND ETF BANK BEES,391672,2268.71
BANKBETF,BFAM - BANKBETF,7251,4.09
BANKETF,MIRAEAMC - BANKETF,14095,82.81
BANKETFADD,DSPAMC - DSPBANKETF,3986,2.32
BANKIETF,ICICIPRAMC - IPRU5008,215532,124.50
BANKINDIA,BANK OF INDIA,15205646,18854.25
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,12489,71.71
BANKPSU,MIRAEAMC - BANKPSU,17093,13.04
BANSALWIRE,BANSAL WIRE INDUSTRIES L,215941,836.58
BANSWRAS,BANSWARA SYNTEX LIMITED,3427,5.40
BASF,BASF INDIA LTD,168429,8668.21
BASML,BANNARI AM SPIN MILL LTD.,76197,22.60
BATAINDIA,BATA INDIA LTD,453468,5429.89
BAYERCROP,BAYER CROPSCIENCE LTD,107938,5403.41
BBETF0432,EDELAMC - BBETF0432,151,1.95
BBL,BHARAT BIJLEE LTD,103911,3041.87
BBNPNBETF,BARODABNP - BBNPNBETF,11,0.01
BBNPPGOLD,BARODABNP - BBNPPGOLD,24027,28.90
BBOX,BLACK BOX LIMITED,950500,5249.12
BBTC,BOMBAY BURMAH TRADING COR,208180,4070.46
BCLIND,BCL INDUSTRIES LIMITED,1602333,701.26
BCONCEPTS,BRAND CONCEPTS LIMITED,24,0.10
BDL,BHARAT DYNAMICS LIMITED,4176666,69829.18
BEARDSELL,BEARDSELL LIMITED,9501,3.36
BECTORFOOD,MRS BECTORS FOOD SPE LTD,213953,3015.10
BEDMUTHA,BEDMUTHA INDUST LTD,6411,9.21
BEL,BHARAT ELECTRONICS LTD,21481925,84017.12
BELLACASA,BELLA CASA FASH AND RET L,6071,24.10
BELRISE,BELRISE INDUSTRIES LTD,11737975,17328.81
BEML,BEML LIMITED,1461549,31506.66
BEPL,BHANSALI ENG. POLYMERS LT,2944499,3406.72
BERGEPAINT,BERGER PAINTS (I) LTD,231856,1301.88
BESTAGRO,BEST AGROLIFE LIMITED,77953,335.23
BFINVEST,BF INVESTMENT LIMITED,99189,524.26
BFSI,MIRAEAMC - MAFSETF,1038096,283.35
BFUTILITIE,BF UTILITIES LIMITED,88228,628.90
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,615777,1789.04
BHAGERIA,BHAGERIA INDUSTRIES LTD,165205,357.41
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,18998,26.65
BHANDARI,BHANDARI HOSIERY EXP LTD,907045,46.86
BHARATFORG,BHARAT FORGE LTD,626744,8283.90
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,18611,2033.55
BHARATSE,BHARAT SEATS LIMITED,39415,76.35
BHARATWIRE,BHARAT WIRE ROPES LTD.,918720,2045.08
BHARTIARTL,BHARTI AIRTEL LIMITED,699033,13776.39
BHARTIHEXA,BHARTI HEXACOM LIMITED,135266,2481.55
BHEL,BHEL,8308793,20922.99
BIGBLOC,BIGBLOC CONSTRUCTION LTD,70162,66.80
BIKAJI,BIKAJI FOODS INTERN LTD,613181,4676.97
BIOCON,BIOCON LIMITED.,2262313,8553.80
BIRLACABLE,BIRLA CABLE LIMITED,21406,37.37
BIRLACORPN,BIRLA CORPORATION LTD,302251,3925.96
BIRLAMONEY,ADITYA BIRLA MONEY LTD,41561,72.83
BIRLANU,BIRLANU LIMITED,43842,925.31
BLACKBUCK,BLACKBUCK LIMITED,1450869,9656.92
BLAL,BEML LAND ASSETS LIMITED,95451,217.90
BLISSGVS,BLISS GVS PHARMA LTD,752431,1205.34
BLKASHYAP,B.L.KASHYAP & SON LTD,764166,523.29
BLS,BLS INTL SERVS LTD,7380047,27210.44
BLSE,BLS E-SERVICES LIMITED,304429,616.08
BLUEDART,BLUE DART EXPRESS LTD,82341,5346.93
BLUEJET,BLUE JET HEALTHCARE LTD,2669056,19218.29
BLUESTARCO,BLUE STAR LIMITED,262515,5009.04
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,242358,1627.70
BLUSPRING,BLUSPRING ENTERPRISES LTD,248596,207.55
BMWVENTLTD,BMW VENTURES LIMITED,52867,36.29
BODALCHEM,BODAL CHEMICALS LTD,735825,530.12
BOMDYEING,BOMBAY DYEING & MFG. CO L,6554826,11049.05
BORANA,BORANA WEAVES LIMITED,71617,174.16
BOROLTD,BOROSIL LIMITED,386679,1421.61
BORORENEW,BOROSIL RENEWABLES LTD,1853051,11725.51
BOROSCI,BOROSIL SCIENTIFIC LTD,85302,123.20
BOSCHLTD,BOSCH LIMITED,17468,6752.14
BPCL,BHARAT PETROLEUM CORP  LT,2896762,10066.44
BPL,BPL LTD,62037,50.81
BRIGADE,BRIGADE ENTER. LTD,449428,4836.96
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,185924,157.85
BRITANNIA,BRITANNIA INDUSTRIES LTD,81278,4791.33
BRNL,BHARAT ROAD NETWORK LTD,11300,2.66
BSE,BSE LIMITED,2966279,75360.79
BSE500IETF,ICICIPRAMC - ICICI500,585725,230.97
BSHSL,BOMBAY SUPER HYBRID SEEDS,2897,4.87
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,379471,407.25
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,263805,77.67
BSLSENETFG,BIRLASLAMC - BSLSENETFG,957,0.80
BSOFT,BIRLASOFT LIMITED,4581790,20042.22
BUTTERFLY,BTRFLY GANDHI APPL LTD,21016,161.95
BYKE,THE BYKE HOSPITALITY LTD,14499,9.89
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2007857,4068.14
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,986016,2834.26
CAMS,COMPUTER AGE MNGT SER LTD,873146,35480.98
CANBK,CANARA BANK,23196765,27180.73
CANFINHOME,CAN FIN HOMES LTD,356031,2886.26
CANTABIL,CANTABIL RETAIL LTD,1299141,3357.65
CAPACITE,CAPACITE INFRAPROJECT LTD,1626311,5472.80
CAPITALSFB,CAPITAL SMALL FIN BANK L,118822,338.19
CAPLIPOINT,CAPLIN POINT LAB LTD.,123240,2584.48
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,352377,3482.08
CARERATING,CARE RATINGS LIMITED,167499,2900.76
CARRARO,CARRARO INDIA LIMITED,201744,1019.33
CARTRADE,CARTRADE TECH LIMITED,996332,24444.42
CARYSIL,CARYSIL LIMITED,161043,1510.42
CASHIETF,ICICIPRAMC - CASHIETF,1615,16.74
CASTROLIND,CASTROL INDIA LIMITED,8208501,17568.96
CCCL,CONS. CONST. CONSORT LTD,9988,2.35
CCL,CCL PRODUCTS (I) LTD,191571,1752.24
CDSL,CENTRAL DEPO SER (I) LTD,4936723,79560.64
CEATLTD,CEAT LIMITED,143117,5658.87
CEIGALL,CEIGALL INDIA LIMITED,667937,1803.76
CELLO,CELLO WORLD LIMITED,668288,4308.85
CEMPRO,CEMINDIA PROJECTS LIMITED,778524,5648.55
CENTENKA,CENTURY ENKA LTD,52378,288.96
CENTRALBK,CENTRAL BANK OF INDIA,40587680,16827.73
CENTRUM,CENTRUM CAPITAL LIMITED,86722,29.52
CENTUM,CENTUM ELECTRONICS LTD,65569,1675.33
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,90326,738.94
CERA,CERA SANITARYWARE LTD,55104,3593.13
CESC,CESC LTD,4091259,7052.40
CEWATER,CONCORD ENVIRO SYSTEMS L,81033,437.77
CGCL,CAPRI GLOBAL CAPITAL LTD,5287280,9915.08
CGPOWER,CG POWER AND IND SOL LTD,4139061,29232.70
CHALET,CHALET HOTELS LIMITED,267859,2540.20
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,4969684,26679.36
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,261788,683.59
CHEMFAB,CHEMFAB ALKALIS LIMITED,6064,42.03
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,227187,972.09
CHENNPETRO,CHENNAI PETROLEUM CORP LT,1058162,8944.89
CHEVIOT,CHEVIOT COMPANY LIMITED,1615,21.02
CHOICEIN,CHOICE INTERNATIONAL LTD,1504579,11501.11
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,212592,3487.28
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,75512,1468.97
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,491574,2230.95
CIFL,CAPITAL INDIA FINANCE LTD,26461,9.95
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,65260,1011.95
CIPLA,CIPLA LTD,765868,11966.47
CLEAN,CLEAN SCIENCE & TECH LTD,1259826,15471.50
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,248988,752.65
CMSINFO,CMS INFO SYSTEMS LIMITED,959726,3843.85
COALINDIA,COAL INDIA LTD,12573695,49421.65
COASTCORP,COASTAL CORPORATION LTD,20090,8.00
COCHINSHIP,COCHIN SHIPYARD LIMITED,3091359,60803.29
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,893044,15810.27
COHANCE,COHANCE LIFESCIENCES LTD,1245124,10228.30
COLPAL,COLGATE PALMOLIVE LTD.,735998,17312.69
COMMOIETF,ICICIPRAMC - ICICICOMMO,54670,49.88
COMPUSOFT,COMPUCOM SOFTWARE LTD,34701,7.48
COMSYN,COMMERCIAL SYN BAGS LTD,1245,1.96
CONCOR,CONTAINER CORP OF IND LTD,3671257,21560.22
CONCORDBIO,CONCORD BIOTECH LIMITED,237707,3978.58
CONFIPET,CONFIDENCE PETRO IND LTD.,3666602,2197.40
CONS,KOTAKMAMC - KOTAKCONS,121,0.16
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1648,3.65
CONSUMBEES,NIP IND ETF CONSUMPTION,245313,331.06
CONSUMER,MIRAEAMC - CONSUMER,67896,8.33
CONSUMIETF,ICICIPRAMC - ICICICONSU,66502,82.29
CONTROLPR,CONTROL PRINT LIMITED,59037,461.81
CORALFINAC,CORAL INDIA FIN & HOUS LT,2000,0.88
CORDSCABLE,CORDS CABLE INDUS LTD.,8242,15.45
COROMANDEL,COROMANDEL INTERNTL. LTD,248975,5678.52
COSMOFIRST,COSMO FIRST LIMITED,453586,4496.09
CPCAP,CP CAPITAL LIMITED,25,0.10
CPPLUS,ADITYA INFOTECH LIMITED,30140,449.40
CPSEETF,CPSE ETF,2920758,2729.30
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,31703,2055.04
CREATIVE,CREATIVE NEWTECH LIMITED,330121,2249.28
CREDITACC,CREDITACCESS GRAMEEN LTD,442495,5747.88
CREST,CREST VENTURES LIMITED,28071,118.51
CRISIL,CRISIL LTD,77201,4022.60
CRIZAC,CRIZAC LIMITED,973854,3046.99
CROMPTON,CROMPT GREA CON ELEC LTD,6270066,19915.71
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,652182,2511.11
CSLFINANCE,CSL FINANCE LIMITED,8467,26.62
CUB,CITY UNION BANK LTD,1295612,3092.14
CUMMINSIND,CUMMINS INDIA LTD,114571,4623.69
CUPID,CUPID LIMITED,18300627,27785.05
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,2302,5.27
CYIENT,CYIENT LIMITED,801663,10347.03
CYIENTDLM,CYIENT DLM LIMITED,724739,3689.08
DABUR,DABUR INDIA LTD,1315834,6976.75
DALBHARAT,DALMIA BHARAT LIMITED,158599,3410.26
DALMIASUG,DALMIA BHARAT SUG IN LTD,11309,43.01
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1733831,4427.60
DATAMATICS,DATAMATICS GLOBAL SER LTD,406541,3557.83
DATAPATTNS,DATA PATTERNS INDIA LTD,468421,13129.09
DAVANGERE,DAVANGERE SUGAR COMPANY L,3529192,134.80
DBCORP,D.B.CORP LTD,169275,449.56
DBEIL,DEEPAK BUILDERS & ENG I L,229475,388.88
DBL,DILIP BUILDCON LIMITED,875270,4309.12
DBOL,DHAMPUR BIO ORGANICS LTD,37883,33.90
DBREALTY,VALOR ESTATE LIMITED,4867799,8575.41
DCAL,DISHMAN CARBO AMCIS LTD,605357,1683.11
