sebi_report_as_on_reporting_date_09dec2025,unnamed_1,unnamed_2,unnamed_3
AGI,AGI GREENPAC LIMITED,458070,3885.18
AGIIL,AGI INFRA LIMITED,1816396,4031.49
AGRITECH,AGRI-TECH (INDIA) LIMITED,4613,7.71
AHLADA,AHLADA ENGINEERS LIMITED,5517,5.23
AHLEAST,ASIAN HOTELS (EAST) LTD,1399,2.12
AHLUCONT,AHLUWALIA CONT IND LTD,253009,2558.90
AIAENG,AIA ENGINEERING LIMITED,37164,1357.04
AIIL,AUTHUM INVEST & INFRA LTD,89007,2544.19
AIRAN,AIRAN LIMITED,82232,22.89
AJANTPHARM,AJANTA PHARMA LIMITED,54795,1486.52
AJAXENGG,AJAX ENGINEERING LIMITED,132379,870.48
AJMERA,AJMERA REALTY & INF I LTD,181711,1762.83
AJOONI,AJOONI BIOTECH LIMITED,7000,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,13369,0.94
AKUMS,AKUMS DRUGS AND PHARMA L,434286,2157.73
AKZOINDIA,AKZO NOBEL INDIA LIMITED,32174,1151.78
ALANKIT,ALANKIT LIMITED,199095,28.73
ALBERTDAVD,ALBERT DAVID LIMITED,4254,34.52
ALEMBICLTD,ALEMBIC LIMITED,1999973,2316.91
ALICON,ALICON CASTALLOY LIMITED,13779,136.30
ALIVUS,ALIVUS LIFE SCIENCES LTD,215926,2179.11
ALKALI,ALKALI METALS LTD,690,0.65
ALKEM,ALKEM LABORATORIES LTD.,19778,1109.85
ALKYLAMINE,ALKYL AMINES CHEM. LTD,165132,3371.30
ALLCARGO,ALLCARGO LOGISTICS LTD,913495,299.11
ALLDIGI,ALLDIGI TECH LIMITED,27182,198.61
ALLTIME,ALL TIME PLASTICS LIMITED,166171,478.16
ALMONDZ,ALMONDZ GLOBAL SEC LTD,13517,2.86
ALOKINDS,ALOK INDUSTRIES LIMITED,15216966,2906.84
ALPA,ALPA LABORATORIES LTD,4270,4.29
ALPHA,KOTAKMAMC - KOTAKALPHA,4024850,2002.81
ALPHAETF,MIRAEAMC - ALPHAETF,1723395,443.19
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,13091,34.87
ALPL30IETF,ICICIPRAMC - ICICIALPLV,733201,209.42
AMANTA,AMANTA HEALTHCARE LIMITED,20497,23.75
AMBER,AMBER ENTERPRISES (I) LTD,259659,19481.06
AMBIKCO,AMBIKA COTTON MILL LTD.,13658,198.74
AMBUJACEM,AMBUJA CEMENTS LTD,2957785,16896.02
AMDIND,AMD INDUSTRIES LIMITED,411,0.20
AMJLAND,AMJ LAND HOLDINGS LIMITED,100,0.06
AMNPLST,AMINES & PLASTICIZERS LTD,4573,11.17
AMRUTANJAN,AMRUTAJAN HEALTH LTD,38706,287.04
ANANDRATHI,ANAND RATHI WEALTH LTD,359382,10234.02
ANANTRAJ,ANANT RAJ LIMITED,10917883,68194.50
ANDHRAPAP,ANDHRA PAPER LIMITED,527968,444.19
ANDHRSUGAR,ANDHRA SUGARS LTD,478007,500.29
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,630540,17491.75
ANMOL,ANMOL INDIA LIMITED,0,0.00
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,88085,512.19
ANTHEM,ANTHEM BIOSCIENCES LTD,368163,2692.93
ANUHPHR,ANUH PHARMA LIMITED,19366,16.97
ANUP,THE ANUP ENGINEERING LTD,67274,1735.74
ANURAS,ANUPAM RASAYAN INDIA LTD,4251246,42699.29
AONEGOLD,AONEAMC - AONEGOLD,655435,78.25
AONELIQUID,AONEAMC - AONELIQUID,3,0.03
AONENIFTY,AONEAMC - AONENIFTY,51010,5.30
AONETOTAL,AONEAMC - AONETOTAL,138020,16.36
APARINDS,APAR INDUSTRIES LTD.,67100,5676.36
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,28822,120.30
APEX,APEX FROZEN FOODS LIMITED,285457,810.89
APLAPOLLO,APL APOLLO TUBES LTD,277897,4841.38
APLLTD,ALEMBIC PHARMA LTD,220605,2186.85
APOLLO,APOLLO MICRO SYSTEMS LTD,3236029,8312.51
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,258643,19280.43
APOLLOPIPE,APOLLO PIPES LIMITED,366218,1400.97
APOLLOTYRE,APOLLO TYRES LTD,521753,2591.08
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,228,3.80
APTECHT,APTECH LIMITED,336444,390.49
APTUS,APTUS VALUE HSG FIN I LTD,2477545,7740.05
ARCHIDPLY,ARCHIDPLY IND. LTD,600,0.61
ARE&M,AMARA RAJA ENERGY MOB LTD,1507786,15832.01
ARIES,ARIES AGRO LTD.,106685,417.85
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,907608,940.71
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,177919,713.44
ARISINFRA,ARISINFRA SOLUTIONS LTD,443100,694.75
ARKADE,ARKADE DEVELOPERS LIMITED,2912239,5149.69
ARMANFIN,ARMAN FIN SERV LTD,104643,1704.01
ARROWGREEN,ARROW GREENTECH LIMITED,9893,62.58
ARSSBL,ANAND RATHI SH N STK BR L,716704,4915.00
ARTEMISMED,ARTEMIS MED SERVICE LTD,213178,577.69
ARVIND,ARVIND LIMITED,979826,3343.79
ARVINDFASN,ARVIND FASHIONS LIMITED,534756,2793.08
ARVSMART,ARVIND SMARTSPACES LTD,144369,939.86
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,93433,861.17
ASAHISONG,ASAHI SONGWON COLOR LTD,259,0.77
ASAL,AUTOMOTIVE STAMPINGS & AS,31502,184.84
ASALCBR,ASSO ALCOHOLS & BREW LTD,158858,1599.82
ASHAPURMIN,ASHAPURA MINECHEM LTD,1399588,6960.78
ASHIANA,ASHIANA HOUSING LTD,74637,237.27
ASHIMASYN,ASHIMA LTD,33366,6.70
ASHOKA,ASHOKA BUILDCON LTD,4524979,9297.04
ASHOKAMET,ASHOKA METCAST LIMITED,18186,3.09
ASHOKLEY,ASHOK LEYLAND LTD,3870571,5592.42
ASIANENE,ASIAN ENERGY SERVICES LTD,569099,1931.29
ASIANPAINT,ASIAN PAINTS LIMITED,380162,10128.75
ASIANTILES,ASIAN GRANITO IND. LTD.,2495348,1669.19
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,371316,1854.11
ASMS,BARTRONICS INDIA LIMITED,8367,1.07
ASPINWALL,ASPINWALL & CO LTD,126,0.36
ASTEC,ASTEC LIFESCIENCES LTD,340713,3375.76
ASTERDM,ASTER DM HEALTHCARE LTD.,559581,3610.35
ASTRAL,ASTRAL LIMITED,662450,10189.98
ASTRAMICRO,ASTRA MICROWAVE LTD,2104943,19089.76
ASTRAZEN,ASTRAZENECA PHARMA IND LT,26272,2128.28
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1639890,10932.61
ATHERENERG,ATHER ENERGY LIMITED,610012,3849.33
ATL,ALLCARGO TERMINALS LTD,827593,351.94
ATLANTAELE,ATLANTA ELECTRICALS LTD,36970,350.41
ATUL,ATUL LTD,246113,15142.76
ATULAUTO,ATUL AUTO LIMITED,284861,1410.58
AUBANK,AU SMALL FINANCE BANK LTD,477655,3813.14
AURIONPRO,AURIONPRO SOLN LTD,484988,5855.19
AUROPHARMA,AUROBINDO PHARMA LTD,509655,6086.31
AURUM,AURUM PROPTECH LIMITED,221630,400.00
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,18583,337.04
AUTOBEES,NIPPONAMC - NETFAUTO,405214,1136.04
AUTOIETF,ICICIPRAMC - ICICIAUTO,796304,219.81
AUTOIND,AUTOLINE INDUSTRIES LTD,67352,53.51
AVADHSUGAR,AVADH SUG & ENERGY LTD,122312,612.31
AVALON,AVALON TECHNOLOGIES LTD,358496,3555.20
AVANTEL,AVANTEL LIMITED,6894076,12040.66
AVANTIFEED,AVANTI FEEDS LIMITED,784359,6050.74
AVG,AVG LOGISTICS LIMITED,1582,4.42
AVL,ADITYA VISION LIMITED,119109,619.23
AVONMORE,AVONMORE CAP&MGT SERV LTD,27730,5.22
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,44654,41.05
AWFIS,AWFIS SPACE SOLUTIONS LTD,792333,4720.66
AWHCL,ANTONY WASTE HDG CELL LTD,267726,1521.31
AWL,AWL AGRI BUSINESS LIMITED,3627140,10064.50
AXISBANK,AXIS BANK LIMITED,742195,8891.70
AXISBNKETF,AXISAMC - AXISBNKETF,229,1.37
AXISBPSETF,AXISAMC - AXISBPSETF,21979,2.89
AXISCADES,AXISCADES TECH LTD,410,6.92
AXISCETF,AXISAMC - AXISCETF,11396,14.44
AXISGOLD,AXIS MF - AXIS GOLD ETF,2962525,2987.18
AXISHCETF,AXISAMC - AXISHCETF,6296,9.11
AXISILVER,AXISAMC - AXISILVER,732951,1202.71
AXISNIFTY,AXISAMC - AXISNIFTY,25347,72.71
AXISTECETF,AXISAMC - AXISTECETF,2875,11.89
AXISVALUE,AXISAMC - AXISVALUE,2933,0.89
AXITA,AXITA COTTON LIMITED,53498,6.84
AXSENSEX,AXISAMC - AXSENSEX,1919,1.67
AYMSYNTEX,AYM SYNTEX LIMITED,23698,44.94
AZAD,AZAD ENGINEERING LIMITED,487402,8180.79
BAIDFIN,BAID FINSERV LIMITED,32313,4.00
BAJAJ-AUTO,BAJAJ AUTO LIMITED,396280,35613.19
BAJAJCON,BAJAJ CONSUMER CARE LTD,2388309,6283.03
BAJAJELEC,BAJAJ ELECT.LTD,460456,2608.54
BAJAJFINSV,BAJAJ FINSERV LTD.,764647,15537.50
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,906336,4454.33
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,32207731,35624.56
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,24370005,5930.87
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,117001,14401.64
BAJAJINDEF,INDEF MANUFACTURING LTD,11337,42.14
BAJEL,BAJEL PROJECTS LIMITED,222615,451.47
BAJFINANCE,BAJAJ FINANCE LIMITED,3190299,31286.97
BALAJEE,SHREE TIRUPATI BALAJEE L,121267,61.55
BALAJITELE,BALAJI TELEFILMS LIMITED.,243240,302.01
BALAMINES,BALAJI AMINES LIMITED,357118,5335.70
BALAXI,BALAXI PHARMA LTD,64362,38.12
BALKRISIND,BALKRISHNA IND. LTD,139544,3531.11
BALMLAWRIE,BALMER LAWRIE & CO LTD,1567305,3468.67
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1069789,5349.87
BALUFORGE,BALU FORGE INDUSTRIES LTD,432313,2727.63
BANARBEADS,BANARAS BEADS LTD,500,0.68
BANARISUG,BANNARI AMMAN SUGARS LTD,438,15.95
BANCOINDIA,BANCO PRODUCTS (I) LTD,650451,4851.71
BANDHANBNK,BANDHAN BANK LIMITED,18691660,30692.27
BANKBARODA,BANK OF BARODA,5396158,14314.83
BANKBEES,NIP IND ETF BANK BEES,454991,2701.04
BANKBETF,BFAM - BANKBETF,27132,16.00
BANKETF,MIRAEAMC - BANKETF,3554,20.55
BANKETFADD,DSPAMC - DSPBANKETF,3394,2.01
BANKIETF,ICICIPRAMC - IPRU5008,185751,109.19
BANKINDIA,BANK OF INDIA,14788823,18855.72
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,8754,50.45
BANKPSU,MIRAEAMC - BANKPSU,19425,15.06
BANSALWIRE,BANSAL WIRE INDUSTRIES L,446507,1502.10
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,167752,8459.58
BASML,BANNARI AM SPIN MILL LTD.,48780,15.92
BATAINDIA,BATA INDIA LTD,513919,5925.85
BAYERCROP,BAYER CROPSCIENCE LTD,93486,4612.93
BBETF0432,EDELAMC - BBETF0432,23,0.30
BBL,BHARAT BIJLEE LTD,112376,3265.29
BBNPPGOLD,BARODABNP - BBNPPGOLD,24138,29.08
BBOX,BLACK BOX LIMITED,957657,5278.45
BBTC,BOMBAY BURMAH TRADING COR,276518,5316.81
BCLIND,BCL INDUSTRIES LIMITED,1631079,680.32
BCONCEPTS,BRAND CONCEPTS LIMITED,22,0.09
BDL,BHARAT DYNAMICS LIMITED,4069041,67256.26
BEARDSELL,BEARDSELL LIMITED,5851,1.97
BECTORFOOD,MRS BECTORS FOOD SPE LTD,152022,2162.59
BEDMUTHA,BEDMUTHA INDUST LTD,10655,13.35
BEL,BHARAT ELECTRONICS LTD,27452526,108266.51
BELLACASA,BELLA CASA FASH AND RET L,6433,25.41
BELRISE,BELRISE INDUSTRIES LTD,12093347,18269.30
BEML,BEML LIMITED,1398673,29272.39
BEPL,BHANSALI ENG. POLYMERS LT,2767978,3169.68
BERGEPAINT,BERGER PAINTS (I) LTD,199530,1127.35
BESTAGRO,BEST AGROLIFE LIMITED,140322,602.94
BFINVEST,BF INVESTMENT LIMITED,90712,473.31
BFSI,MIRAEAMC - MAFSETF,870799,240.62
BFUTILITIE,BF UTILITIES LIMITED,7304,59.23
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,755422,2134.20
BHAGERIA,BHAGERIA INDUSTRIES LTD,182189,373.42
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,500,0.49
BHANDARI,BHANDARI HOSIERY EXP LTD,908045,46.90
BHARATFORG,BHARAT FORGE LTD,540954,7379.91
BHARATRAS,BHARAT RASAYAN LTD,17553,1888.92
BHARATSE,BHARAT SEATS LIMITED,39937,76.70
BHARATWIRE,BHARAT WIRE ROPES LTD.,929533,2001.55
BHARTIARTL,BHARTI AIRTEL LIMITED,1046184,21603.74
BHARTIHEXA,BHARTI HEXACOM LIMITED,153051,2775.25
BHEL,BHEL,8243648,21328.05
BIGBLOC,BIGBLOC CONSTRUCTION LTD,52389,57.50
BIKAJI,BIKAJI FOODS INTERN LTD,512348,3909.27
BIOCON,BIOCON LIMITED.,3537092,13750.72
BIRLACABLE,BIRLA CABLE LIMITED,16274,28.24
BIRLACORPN,BIRLA CORPORATION LTD,316690,4035.66
BIRLAMONEY,ADITYA BIRLA MONEY LTD,44016,75.63
BIRLANU,BIRLANU LIMITED,40605,842.56
BLACKBUCK,BLACKBUCK LIMITED,1142811,7600.43
BLAL,BEML LAND ASSETS LIMITED,87073,198.18
BLISSGVS,BLISS GVS PHARMA LTD,659226,1077.63
BLKASHYAP,B.L.KASHYAP & SON LTD,753693,498.95
BLS,BLS INTL SERVS LTD,6969806,25593.23
BLSE,BLS E-SERVICES LIMITED,211333,431.62
BLUEDART,BLUE DART EXPRESS LTD,86662,5491.46
BLUEJET,BLUE JET HEALTHCARE LTD,2301891,16373.09
BLUESTARCO,BLUE STAR LIMITED,228307,4243.21
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,219751,1426.02
BLUSPRING,BLUSPRING ENTERPRISES LTD,203587,167.21
BMWVENTLTD,BMW VENTURES LIMITED,74585,47.83
BODALCHEM,BODAL CHEMICALS LTD,691421,485.31
BOMDYEING,BOMBAY DYEING & MFG. CO L,6468450,10761.23
BORANA,BORANA WEAVES LIMITED,2477,6.41
BOROLTD,BOROSIL LIMITED,393749,1429.44
BORORENEW,BOROSIL RENEWABLES LTD,2048045,12502.12
BOROSCI,BOROSIL SCIENTIFIC LTD,203631,279.70
BOSCHLTD,BOSCH LIMITED,16833,6455.79
BPCL,BHARAT PETROLEUM CORP  LT,2941520,10294.55
BPL,BPL LTD,24321,18.04
BRIGADE,BRIGADE ENTER. LTD,603924,6131.46
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,183756,155.06
BRITANNIA,BRITANNIA INDUSTRIES LTD,62111,3643.66
BRNL,BHARAT ROAD NETWORK LTD,1900,0.48
BSE,BSE LIMITED,2618800,68721.65
BSE500IETF,ICICIPRAMC - ICICI500,571059,225.51
BSHSL,BOMBAY SUPER HYBRID SEEDS,2873,4.82
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,342091,372.73
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,148569,44.15
BSLSENETFG,BIRLASLAMC - BSLSENETFG,591,0.50
BSOFT,BIRLASOFT LIMITED,3272693,14766.02
BTML,BODHI TREE MULTIMEDIA LTD,80,0.01
BUTTERFLY,BTRFLY GANDHI APPL LTD,16802,127.78
BYKE,THE BYKE HOSPITALITY LTD,6536,4.19
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2143735,4273.29
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,845631,2435.33
CAMS,COMPUTER AGE MNGT SER LTD,4047330,33763.30
CANBK,CANARA BANK,22567305,28381.94
CANFINHOME,CAN FIN HOMES LTD,297603,2463.77
CANHLIFE,CANARA HSBC LIFE INS CO L,41509,50.84
CANTABIL,CANTABIL RETAIL LTD,957513,2500.57
CAPACITE,CAPACITE INFRAPROJECT LTD,1658441,5428.64
CAPITALSFB,CAPITAL SMALL FIN BANK L,129437,366.60
CAPLIPOINT,CAPLIN POINT LAB LTD.,126775,2620.61
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,346679,3382.15
CARERATING,CARE RATINGS LIMITED,123790,2185.35
CARRARO,CARRARO INDIA LIMITED,125453,646.64
CARTRADE,CARTRADE TECH LIMITED,1085229,27109.21
CARYSIL,CARYSIL LIMITED,154000,1475.31
CASHIETF,ICICIPRAMC - CASHIETF,7,0.07
CASTROLIND,CASTROL INDIA LIMITED,8084373,17177.97
CCCL,CONS. CONST. CONSORT LTD,3356,0.79
CCL,CCL PRODUCTS (I) LTD,242153,2268.06
CDSL,CENTRAL DEPO SER (I) LTD,5660631,90799.53
CEATLTD,CEAT LIMITED,166859,6548.03
CEIGALL,CEIGALL INDIA LIMITED,717183,1888.13
CELLO,CELLO WORLD LIMITED,726061,4583.18
CEMPRO,CEMINDIA PROJECTS LIMITED,679133,4839.54
CENTENKA,CENTURY ENKA LTD,48270,266.46
CENTRALBK,CENTRAL BANK OF INDIA,36095123,14883.75
CENTRUM,CENTRUM CAPITAL LIMITED,107016,34.96
CENTUM,CENTUM ELECTRONICS LTD,68360,1737.11
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,118295,969.22
CERA,CERA SANITARYWARE LTD,57469,3643.46
CESC,CESC LTD,3920515,6732.39
CEWATER,CONCORD ENVIRO SYSTEMS L,101676,482.58
CGCL,CAPRI GLOBAL CAPITAL LTD,5079910,9430.65
CGPOWER,CG POWER AND IND SOL LTD,4372858,30557.50
CHALET,CHALET HOTELS LIMITED,263618,2471.22
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,4938840,25705.27
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,211842,537.74
CHEMFAB,CHEMFAB ALKALIS LIMITED,6348,42.92
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,252725,974.57
CHENNPETRO,CHENNAI PETROLEUM CORP LT,884380,7873.11
CHEVIOT,CHEVIOT COMPANY LIMITED,1190,15.62
CHOICEGOLD,CHOICEAMC - CHOICEGOLD,16,0.02
CHOICEIN,CHOICE INTERNATIONAL LTD,2133345,16260.00
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,282720,4734.40
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,69447,1362.84
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,422167,1882.37
CIFL,CAPITAL INDIA FINANCE LTD,29174,10.92
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,60130,948.73
CIPLA,CIPLA LTD,725044,11284.67
CLEAN,CLEAN SCIENCE & TECH LTD,1259308,15156.20
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,241967,724.39
CMSINFO,CMS INFO SYSTEMS LIMITED,878763,3501.11
COALINDIA,COAL INDIA LTD,11185539,44288.63
COASTCORP,COASTAL CORPORATION LTD,200,0.09
COCHINSHIP,COCHIN SHIPYARD LIMITED,3143809,60907.53
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,578525,10475.81
COHANCE,COHANCE LIFESCIENCES LTD,1268808,9990.72
COLPAL,COLGATE PALMOLIVE LTD.,699962,16411.02
COMMOIETF,ICICIPRAMC - ICICICOMMO,66931,61.94
COMPUSOFT,COMPUCOM SOFTWARE LTD,34611,7.47
COMSYN,COMMERCIAL SYN BAGS LTD,200,0.32
CONCOR,CONTAINER CORP OF IND LTD,4103779,23541.10
CONCORDBIO,CONCORD BIOTECH LIMITED,222364,3695.99
CONFIPET,CONFIDENCE PETRO IND LTD.,3526913,2093.23
CONS,KOTAKMAMC - KOTAKCONS,1203,1.52
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1343,3.03
CONSUMBEES,NIP IND ETF CONSUMPTION,180582,245.81
CONSUMER,MIRAEAMC - CONSUMER,113183,13.75
CONSUMIETF,ICICIPRAMC - ICICICONSU,60447,75.87
CONTROLPR,CONTROL PRINT LIMITED,48076,379.32
CORALFINAC,CORAL INDIA FIN & HOUS LT,3168,1.35
CORDSCABLE,CORDS CABLE INDUS LTD.,8334,15.67
COROMANDEL,COROMANDEL INTERNTL. LTD,104155,2431.10
COSMOFIRST,COSMO FIRST LIMITED,427736,4153.99
CPPLUS,ADITYA INFOTECH LIMITED,48193,751.64
CPSEETF,CPSE ETF,3129820,2910.76
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,25333,1687.52
CRAMC,CANARA ROBECO AMC LIMITED,179475,506.76
CREATIVE,CREATIVE NEWTECH LIMITED,262102,1749.04
CREDITACC,CREDITACCESS GRAMEEN LTD,454592,5864.71
CREST,CREST VENTURES LIMITED,28350,119.42
CRISIL,CRISIL LTD,85603,4337.63
CRIZAC,CRIZAC LIMITED,808499,2489.05
CROMPTON,CROMPT GREA CON ELEC LTD,6963777,21373.63
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,688844,2670.86
CSLFINANCE,CSL FINANCE LIMITED,7135,22.59
CUB,CITY UNION BANK LTD,1263853,3210.66
CUMMINSIND,CUMMINS INDIA LTD,117001,4819.94
CUPID,CUPID LIMITED,17929670,28172.95
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,135,0.31
CYIENT,CYIENT LIMITED,802638,10245.88
CYIENTDLM,CYIENT DLM LIMITED,825092,4081.38
DABUR,DABUR INDIA LTD,1269205,6732.29
DALBHARAT,DALMIA BHARAT LIMITED,149057,3181.74
DALMIASUG,DALMIA BHARAT SUG IN LTD,20534,71.07
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1897001,4668.24
DATAMATICS,DATAMATICS GLOBAL SER LTD,374873,3253.65
DATAPATTNS,DATA PATTERNS INDIA LTD,508792,14403.10
DAVANGERE,DAVANGERE SUGAR COMPANY L,6024603,244.03
DBCORP,D.B.CORP LTD,150343,397.60
DBEIL,DEEPAK BUILDERS & ENG I L,191330,311.48
DBL,DILIP BUILDCON LIMITED,878410,4266.29
DBOL,DHAMPUR BIO ORGANICS LTD,35176,31.20
DBREALTY,VALOR ESTATE LIMITED,5220516,8736.19
