sebi_report_as_on_reporting_date_04dec2025,unnamed_1,unnamed_2,unnamed_3
Sr.No.,Particulars,Rs. In Lakhs,
ALPHA,KOTAKMAMC - KOTAKALPHA,3809202,1900.65
ALPHAETF,MIRAEAMC - ALPHAETF,1733127,446.08
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,13727,36.49
ALPL30IETF,ICICIPRAMC - ICICIALPLV,755720,215.64
AMANTA,AMANTA HEALTHCARE LIMITED,19087,22.41
AMBER,AMBER ENTERPRISES (I) LTD,269578,20413.90
AMBIKCO,AMBIKA COTTON MILL LTD.,13521,198.18
AMBUJACEM,AMBUJA CEMENTS LTD,2947470,16883.08
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,4758,11.76
AMRUTANJAN,AMRUTAJAN HEALTH LTD,41604,309.07
ANANDRATHI,ANAND RATHI WEALTH LTD,134101,3869.15
ANANTRAJ,ANANT RAJ LIMITED,11113217,70390.40
ANDHRAPAP,ANDHRA PAPER LIMITED,576514,482.73
ANDHRSUGAR,ANDHRA SUGARS LTD,473355,497.77
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,641383,17895.44
ANMOL,ANMOL INDIA LIMITED,500,0.08
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,106320,591.76
ANTHEM,ANTHEM BIOSCIENCES LTD,382769,2800.32
ANUHPHR,ANUH PHARMA LIMITED,27197,23.54
ANUP,THE ANUP ENGINEERING LTD,70374,1818.22
ANURAS,ANUPAM RASAYAN INDIA LTD,4169225,41614.32
AONEGOLD,AONEAMC - AONEGOLD,691434,82.55
AONELIQUID,AONEAMC - AONELIQUID,2,0.02
AONENIFTY,AONEAMC - AONENIFTY,44335,4.58
AONETOTAL,AONEAMC - AONETOTAL,117083,13.90
APARINDS,APAR INDUSTRIES LTD.,70420,5969.59
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,27395,115.13
APEX,APEX FROZEN FOODS LIMITED,288396,832.23
APLAPOLLO,APL APOLLO TUBES LTD,294458,5131.48
APLLTD,ALEMBIC PHARMA LTD,246331,2450.59
APOLLO,APOLLO MICRO SYSTEMS LTD,3294608,8544.68
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,246977,18479.73
APOLLOPIPE,APOLLO PIPES LIMITED,380100,1454.62
APOLLOTYRE,APOLLO TYRES LTD,513504,2553.19
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,228,3.80
APTECHT,APTECH LIMITED,333134,387.99
APTUS,APTUS VALUE HSG FIN I LTD,2647113,8266.25
ARCHIDPLY,ARCHIDPLY IND. LTD,600,0.61
ARE&M,AMARA RAJA ENERGY MOB LTD,1549902,16283.60
ARIES,ARIES AGRO LTD.,108942,428.51
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,886963,926.13
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,178161,716.37
ARISINFRA,ARISINFRA SOLUTIONS LTD,458073,729.15
ARKADE,ARKADE DEVELOPERS LIMITED,2945301,5228.75
ARMANFIN,ARMAN FIN SERV LTD,101806,1665.78
ARROWGREEN,ARROW GREENTECH LIMITED,12260,77.07
ARSSBL,ANAND RATHI SH N STK BR L,695556,4808.83
ARTEMISMED,ARTEMIS MED SERVICE LTD,232865,635.20
ARVIND,ARVIND LIMITED,980376,3350.39
ARVINDFASN,ARVIND FASHIONS LIMITED,515556,2707.68
ARVSMART,ARVIND SMARTSPACES LTD,144486,941.70
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,93653,860.79
ASAHISONG,ASAHI SONGWON COLOR LTD,270,0.80
ASAL,AUTOMOTIVE STAMPINGS & AS,33442,196.17
ASALCBR,ASSO ALCOHOLS & BREW LTD,157132,1586.27
ASHAPURMIN,ASHAPURA MINECHEM LTD,1476454,7473.02
ASHIANA,ASHIANA HOUSING LTD,74630,237.43
ASHIMASYN,ASHIMA LTD,33366,6.70
ASHOKA,ASHOKA BUILDCON LTD,4532077,9367.69
ASHOKAMET,ASHOKA METCAST LIMITED,18186,3.09
ASHOKLEY,ASHOK LEYLAND LTD,3785762,5431.45
ASIANENE,ASIAN ENERGY SERVICES LTD,578134,1973.10
ASIANPAINT,ASIAN PAINTS LIMITED,370550,9877.74
ASIANTILES,ASIAN GRANITO IND. LTD.,2502594,1677.02
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,379908,1901.20
ASMS,BARTRONICS INDIA LIMITED,8367,1.07
ASPINWALL,ASPINWALL & CO LTD,126,0.36
ASTEC,ASTEC LIFESCIENCES LTD,359220,3549.11
ASTERDM,ASTER DM HEALTHCARE LTD.,561967,3659.63
ASTRAL,ASTRAL LIMITED,677609,10425.02
ASTRAMICRO,ASTRA MICROWAVE LTD,2136471,19434.67
ASTRAZEN,ASTRAZENECA PHARMA IND LT,27165,2211.31
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1695262,11348.87
ATHERENERG,ATHER ENERGY LIMITED,638265,4022.91
ATL,ALLCARGO TERMINALS LTD,846894,358.50
ATLANTAELE,ATLANTA ELECTRICALS LTD,42091,401.18
ATUL,ATUL LTD,254515,15641.86
ATULAUTO,ATUL AUTO LIMITED,286004,1424.79
AUBANK,AU SMALL FINANCE BANK LTD,515861,4134.10
AURIONPRO,AURIONPRO SOLN LTD,510496,6179.79
AUROPHARMA,AUROBINDO PHARMA LTD,521956,6232.94
AURUM,AURUM PROPTECH LIMITED,224379,405.63
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,19793,358.51
AUTOBEES,NIPPONAMC - NETFAUTO,357814,999.19
AUTOIETF,ICICIPRAMC - ICICIAUTO,806790,222.52
AUTOIND,AUTOLINE INDUSTRIES LTD,68430,54.30
AVADHSUGAR,AVADH SUG & ENERGY LTD,122805,617.64
AVALON,AVALON TECHNOLOGIES LTD,353089,3543.62
AVANTEL,AVANTEL LIMITED,7084372,12438.08
AVANTIFEED,AVANTI FEEDS LIMITED,804202,6194.04
AVG,AVG LOGISTICS LIMITED,1742,4.81
AVL,ADITYA VISION LIMITED,125777,658.30
AVONMORE,AVONMORE CAP&MGT SERV LTD,27730,5.22
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,52124,46.63
AWFIS,AWFIS SPACE SOLUTIONS LTD,815944,4865.17
AWHCL,ANTONY WASTE HDG CELL LTD,266732,1536.20
AWL,AWL AGRI BUSINESS LIMITED,3714726,10303.05
AXISBANK,AXIS BANK LIMITED,817334,9789.93
AXISBNKETF,AXISAMC - AXISBNKETF,213,1.27
AXISBPSETF,AXISAMC - AXISBPSETF,9687,1.27
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,11396,14.44
AXISGOLD,AXIS MF - AXIS GOLD ETF,2886219,2904.01
AXISHCETF,AXISAMC - AXISHCETF,6779,9.81
AXISILVER,AXISAMC - AXISILVER,710832,1159.94
AXISNIFTY,AXISAMC - AXISNIFTY,4458,12.43
AXISTECETF,AXISAMC - AXISTECETF,3344,13.53
AXISVALUE,AXISAMC - AXISVALUE,2360,0.72
AXITA,AXITA COTTON LIMITED,284798,30.05
AXSENSEX,AXISAMC - AXSENSEX,2110,1.83
AYMSYNTEX,AYM SYNTEX LIMITED,22576,43.22
AZAD,AZAD ENGINEERING LIMITED,487884,8209.67
BAIDFIN,BAID FINSERV LIMITED,31629,3.93
BAJAJ-AUTO,BAJAJ AUTO LIMITED,400022,35908.10
BAJAJCON,BAJAJ CONSUMER CARE LTD,2401506,6320.60
BAJAJELEC,BAJAJ ELECT.LTD,489183,2771.26
BAJAJFINSV,BAJAJ FINSERV LTD.,783911,15922.07
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,919382,4524.62
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,33909611,37574.37
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,25685276,6281.16
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,118020,14556.85
BAJAJINDEF,INDEF MANUFACTURING LTD,10854,40.51
BAJEL,BAJEL PROJECTS LIMITED,229485,466.94
BAJFINANCE,BAJAJ FINANCE LIMITED,3495224,34342.03
BALAJEE,SHREE TIRUPATI BALAJEE L,120195,61.21
BALAJITELE,BALAJI TELEFILMS LIMITED.,295430,368.33
BALAMINES,BALAJI AMINES LIMITED,354179,5327.31
BALAXI,BALAXI PHARMA LTD,64986,38.39
BALKRISIND,BALKRISHNA IND. LTD,134420,3417.03
BALMLAWRIE,BALMER LAWRIE & CO LTD,1580791,3501.18
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1068971,5383.57
BALUFORGE,BALU FORGE INDUSTRIES LTD,309309,1989.72
BANARBEADS,BANARAS BEADS LTD,500,0.68
BANARISUG,BANNARI AMMAN SUGARS LTD,430,15.66
BANCOINDIA,BANCO PRODUCTS (I) LTD,676451,5054.58
BANDHANBNK,BANDHAN BANK LIMITED,18210238,30334.32
BANKBARODA,BANK OF BARODA,5390510,14280.74
BANKBEES,NIP IND ETF BANK BEES,405467,2390.57
BANKBETF,BFAM - BANKBETF,25341,14.92
BANKETF,MIRAEAMC - BANKETF,3730,21.57
BANKETFADD,DSPAMC - DSPBANKETF,3364,1.99
BANKIETF,ICICIPRAMC - IPRU5008,174763,102.40
BANKINDIA,BANK OF INDIA,15130580,19249.52
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,12972,75.99
BANKPSU,MIRAEAMC - BANKPSU,18448,14.26
BANSALWIRE,BANSAL WIRE INDUSTRIES L,486433,1706.37
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,168536,8511.22
BASML,BANNARI AM SPIN MILL LTD.,50390,16.44
BATAINDIA,BATA INDIA LTD,527279,6087.35
BAYERCROP,BAYER CROPSCIENCE LTD,96370,4759.78
BBETF0432,EDELAMC - BBETF0432,23,0.30
BBL,BHARAT BIJLEE LTD,112353,3272.75
BBNPNBETF,BARODABNP - BBNPNBETF,0,0.00
BBNPPGOLD,BARODABNP - BBNPPGOLD,24127,29.04
BBOX,BLACK BOX LIMITED,952289,5252.41
BBTC,BOMBAY BURMAH TRADING COR,297305,5731.59
BCLIND,BCL INDUSTRIES LIMITED,1718758,714.53
BCONCEPTS,BRAND CONCEPTS LIMITED,22,0.09
BDL,BHARAT DYNAMICS LIMITED,3960090,66086.01
BEARDSELL,BEARDSELL LIMITED,5851,1.97
BECTORFOOD,MRS BECTORS FOOD SPE LTD,174216,2471.30
BEDMUTHA,BEDMUTHA INDUST LTD,10655,13.35
BEL,BHARAT ELECTRONICS LTD,26128523,103387.98
BELLACASA,BELLA CASA FASH AND RET L,11164,45.76
BELRISE,BELRISE INDUSTRIES LTD,11821539,17835.87
BEML,BEML LIMITED,1530528,32321.90
BEPL,BHANSALI ENG. POLYMERS LT,2867781,3286.43
BERGEPAINT,BERGER PAINTS (I) LTD,198731,1125.08
BESTAGRO,BEST AGROLIFE LIMITED,157073,663.34
BFINVEST,BF INVESTMENT LIMITED,95616,499.68
BFSI,MIRAEAMC - MAFSETF,938619,259.15
BFUTILITIE,BF UTILITIES LIMITED,7452,60.41
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,756853,2139.44
BHAGERIA,BHAGERIA INDUSTRIES LTD,182369,375.57
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,3500,5.42
BHANDARI,BHANDARI HOSIERY EXP LTD,908045,46.90
BHARATFORG,BHARAT FORGE LTD,546924,7442.81
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,17404,1882.84
BHARATSE,BHARAT SEATS LIMITED,40059,77.03
BHARATWIRE,BHARAT WIRE ROPES LTD.,887165,1950.92
BHARTIARTL,BHARTI AIRTEL LIMITED,1105075,22829.14
BHARTIHEXA,BHARTI HEXACOM LIMITED,151276,2750.31
BHEL,BHEL,8350109,21618.48
BIGBLOC,BIGBLOC CONSTRUCTION LTD,50147,56.06
BIKAJI,BIKAJI FOODS INTERN LTD,523004,3993.30
BIOCON,BIOCON LIMITED.,3794115,14798.58
BIRLACABLE,BIRLA CABLE LIMITED,19088,32.59
BIRLACORPN,BIRLA CORPORATION LTD,326427,4161.18
BIRLAMONEY,ADITYA BIRLA MONEY LTD,44116,75.78
BIRLANU,BIRLANU LIMITED,42349,878.78
BLACKBUCK,BLACKBUCK LIMITED,1260334,8358.72
BLAL,BEML LAND ASSETS LIMITED,89481,203.54
BLISSGVS,BLISS GVS PHARMA LTD,623932,1020.98
BLKASHYAP,B.L.KASHYAP & SON LTD,739715,493.18
BLS,BLS INTL SERVS LTD,7044871,25968.52
BLSE,BLS E-SERVICES LIMITED,205594,420.74
BLUEDART,BLUE DART EXPRESS LTD,87096,5550.64
BLUEJET,BLUE JET HEALTHCARE LTD,2276705,16355.14
BLUESTARCO,BLUE STAR LIMITED,225390,4205.92
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,227159,1475.07
BLUSPRING,BLUSPRING ENTERPRISES LTD,229721,191.19
BMWVENTLTD,BMW VENTURES LIMITED,67360,43.54
BODALCHEM,BODAL CHEMICALS LTD,695391,490.28
BOMDYEING,BOMBAY DYEING & MFG. CO L,6554704,10948.80
BORANA,BORANA WEAVES LIMITED,11730,30.70
BOROLTD,BOROSIL LIMITED,396802,1441.87
BORORENEW,BOROSIL RENEWABLES LTD,1994737,12327.35
BOROSCI,BOROSIL SCIENTIFIC LTD,198516,273.75
BOSCHLTD,BOSCH LIMITED,17856,6859.52
BPCL,BHARAT PETROLEUM CORP  LT,3011106,10545.62
BPL,BPL LTD,47785,38.38
BRIGADE,BRIGADE ENTER. LTD,565940,5831.24
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,187232,157.92
BRITANNIA,BRITANNIA INDUSTRIES LTD,88026,5169.32
BRNL,BHARAT ROAD NETWORK LTD,1900,0.48
BSE,BSE LIMITED,2408614,62908.51
BSE500IETF,ICICIPRAMC - ICICI500,530359,209.12
BSHSL,BOMBAY SUPER HYBRID SEEDS,2938,4.91
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,323416,351.55
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,150018,44.56
BSLSENETFG,BIRLASLAMC - BSLSENETFG,426,0.35
BSOFT,BIRLASOFT LIMITED,3484550,15593.19
BUTTERFLY,BTRFLY GANDHI APPL LTD,16389,126.09
BYKE,THE BYKE HOSPITALITY LTD,6199,4.02
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2155165,4296.69
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,889068,2556.44
CAMS,COMPUTER AGE MNGT SER LTD,1564138,32797.24
CANBK,CANARA BANK,24380024,30581.10
CANFINHOME,CAN FIN HOMES LTD,345290,2881.67
CANHLIFE,CANARA HSBC LIFE INS CO L,16548,20.43
CANTABIL,CANTABIL RETAIL LTD,1309090,3401.40
CAPACITE,CAPACITE INFRAPROJECT LTD,1668138,5495.53
CAPITALSFB,CAPITAL SMALL FIN BANK L,130623,369.94
CAPLIPOINT,CAPLIN POINT LAB LTD.,125236,2596.89
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,354580,3463.70
CARERATING,CARE RATINGS LIMITED,136265,2401.52
CARRARO,CARRARO INDIA LIMITED,133081,692.15
CARTRADE,CARTRADE TECH LIMITED,1015472,25195.11
CARYSIL,CARYSIL LIMITED,156646,1511.65
CASHIETF,ICICIPRAMC - CASHIETF,1297,13.48
CASTROLIND,CASTROL INDIA LIMITED,8084834,17225.71
CCCL,CONS. CONST. CONSORT LTD,3356,0.79
CCL,CCL PRODUCTS (I) LTD,213419,2001.69
CDSL,CENTRAL DEPO SER (I) LTD,5594057,90013.71
CEATLTD,CEAT LIMITED,172974,6793.38
CEIGALL,CEIGALL INDIA LIMITED,660627,1767.21
CELLO,CELLO WORLD LIMITED,730502,4650.60
CEMPRO,CEMINDIA PROJECTS LIMITED,719832,5177.49
CENTENKA,CENTURY ENKA LTD,49270,272.59
CENTRALBK,CENTRAL BANK OF INDIA,37119628,15374.62
CENTRUM,CENTRUM CAPITAL LIMITED,112436,36.78
CENTUM,CENTUM ELECTRONICS LTD,69838,1779.65
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,124801,1022.69
CERA,CERA SANITARYWARE LTD,57070,3637.51
CESC,CESC LTD,3900659,6709.73
CEWATER,CONCORD ENVIRO SYSTEMS L,74534,393.73
CGCL,CAPRI GLOBAL CAPITAL LTD,5031655,9366.49
CGPOWER,CG POWER AND IND SOL LTD,4576225,32052.33
CHALET,CHALET HOTELS LIMITED,264393,2484.39
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,5150808,26920.29
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,215158,550.02
CHEMFAB,CHEMFAB ALKALIS LIMITED,6228,42.32
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,246846,973.95
CHENNPETRO,CHENNAI PETROLEUM CORP LT,951866,8520.89
CHEVIOT,CHEVIOT COMPANY LIMITED,1313,17.13
CHOICEIN,CHOICE INTERNATIONAL LTD,1753824,13462.68
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,312749,5214.59
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,86016,1674.53
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,431134,1926.55
CIFL,CAPITAL INDIA FINANCE LTD,180142,66.53
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,66531,1064.58
CIPLA,CIPLA LTD,706766,11027.46
CLEAN,CLEAN SCIENCE & TECH LTD,1280124,15394.74
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,245334,735.65
CMSINFO,CMS INFO SYSTEMS LIMITED,906562,3613.55
COALINDIA,COAL INDIA LTD,11747457,46431.55
COASTCORP,COASTAL CORPORATION LTD,7172,2.87
COCHINSHIP,COCHIN SHIPYARD LIMITED,3181660,61805.59
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,508534,9113.38
COHANCE,COHANCE LIFESCIENCES LTD,1334469,10450.06
COLPAL,COLGATE PALMOLIVE LTD.,739558,17286.70
COMMOIETF,ICICIPRAMC - ICICICOMMO,59091,54.54
COMPUSOFT,COMPUCOM SOFTWARE LTD,34581,7.46
COMSYN,COMMERCIAL SYN BAGS LTD,200,0.32
CONCOR,CONTAINER CORP OF IND LTD,4215798,24170.27
CONCORDBIO,CONCORD BIOTECH LIMITED,228777,3808.77
CONFIPET,CONFIDENCE PETRO IND LTD.,3651278,2167.26
CONS,KOTAKMAMC - KOTAKCONS,302,0.39
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1508,3.36
CONSUMBEES,NIP IND ETF CONSUMPTION,171046,232.64
CONSUMER,MIRAEAMC - CONSUMER,113161,13.76
CONSUMIETF,ICICIPRAMC - ICICICONSU,64756,80.96
CONTROLPR,CONTROL PRINT LIMITED,51631,406.69
CORALFINAC,CORAL INDIA FIN & HOUS LT,3153,1.34
CORDSCABLE,CORDS CABLE INDUS LTD.,7461,13.99
COROMANDEL,COROMANDEL INTERNTL. LTD,115137,2684.12
COSMOFIRST,COSMO FIRST LIMITED,438638,4278.60
CPPLUS,ADITYA INFOTECH LIMITED,50258,793.95
CPSEETF,CPSE ETF,2959487,2759.27
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,27456,1834.71
CRAMC,CANARA ROBECO AMC LIMITED,65982,190.82
CREATIVE,CREATIVE NEWTECH LIMITED,276220,1839.88
CREDITACC,CREDITACCESS GRAMEEN LTD,429447,5555.13
CREST,CREST VENTURES LIMITED,28148,118.69
CRISIL,CRISIL LTD,85522,4356.23
CRIZAC,CRIZAC LIMITED,825046,2549.55
CROMPTON,CROMPT GREA CON ELEC LTD,6933087,21392.74
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,669444,2613.99
CSLFINANCE,CSL FINANCE LIMITED,7185,22.80
CUB,CITY UNION BANK LTD,1358829,3458.60
CUMMINSIND,CUMMINS INDIA LTD,126449,5225.26
CUPID,CUPID LIMITED,17984797,28134.17
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,135,0.31
CYIENT,CYIENT LIMITED,766289,9843.55
CYIENTDLM,CYIENT DLM LIMITED,830485,4114.68
DABUR,DABUR INDIA LTD,1283129,6808.54
DALBHARAT,DALMIA BHARAT LIMITED,156692,3339.74
DALMIASUG,DALMIA BHARAT SUG IN LTD,18585,65.62
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1915003,4742.79
DATAMATICS,DATAMATICS GLOBAL SER LTD,400974,3503.16
DATAPATTNS,DATA PATTERNS INDIA LTD,464133,13325.22
DAVANGERE,DAVANGERE SUGAR COMPANY L,6115546,247.77
DBCORP,D.B.CORP LTD,151500,402.99
DBEIL,DEEPAK BUILDERS & ENG I L,200102,332.68
DBL,DILIP BUILDCON LIMITED,869847,4234.39
DBOL,DHAMPUR BIO ORGANICS LTD,35746,31.68
