sebi_report_as_on_reporting_date_11dec2025,unnamed_1,unnamed_2,unnamed_3
ADSL,ALLIED DIGITAL SERV. LTD,329789,628.45
ADVANCE,ADVANCE AGROLIFE LIMITED,515832,703.91
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,25892,16.51
ADVENZYMES,ADVANCED ENZYME TECH LTD,677572,2362.96
AEGISLOG,AEGIS LOGISTICS LIMITED,1096687,8733.48
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,527780,1392.69
AEROENTER,AEROFLEX ENTERPRISES LTD,853513,856.85
AEROFLEX,AEROFLEX INDUSTRIES LTD,2267055,4297.62
AETHER,AETHER INDUSTRIES LIMITED,291713,2311.56
AFCONS,AFCONS INFRASTRUCTURE LTD,1126343,4983.44
AFFLE,AFFLE 3I LIMITED,321685,5868.84
AFFORDABLE,AFFORD ROBO & AUTO LTD,4974,13.93
AFIL,AKME FINTRADE (INDIA) LTD,11609727,896.81
AFSL,ABANS FINANCIAL SRVCS LTD,26634,63.23
AGARIND,AGARWAL INDS CORP LTD.,56717,524.02
AGARWALEYE,DR AGARWALS HEALTH CARE L,144392,715.45
AGI,AGI GREENPAC LIMITED,458008,3878.11
AGIIL,AGI INFRA LIMITED,1815247,4028.50
AGRITECH,AGRI-TECH (INDIA) LIMITED,4513,7.57
AHLADA,AHLADA ENGINEERS LIMITED,5517,5.23
AHLEAST,ASIAN HOTELS (EAST) LTD,1399,2.12
AHLUCONT,AHLUWALIA CONT IND LTD,249991,2526.45
AIAENG,AIA ENGINEERING LIMITED,39798,1451.84
AIIL,AUTHUM INVEST & INFRA LTD,85216,2430.85
AIRAN,AIRAN LIMITED,82294,22.91
AJANTPHARM,AJANTA PHARMA LIMITED,54846,1487.47
AJAXENGG,AJAX ENGINEERING LIMITED,132804,871.82
AJMERA,AJMERA REALTY & INF I LTD,191245,1863.61
AJOONI,AJOONI BIOTECH LIMITED,7000,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,13369,0.94
AKUMS,AKUMS DRUGS AND PHARMA L,425415,2114.68
AKZOINDIA,AKZO NOBEL INDIA LIMITED,32157,1149.42
ALANKIT,ALANKIT LIMITED,198995,28.64
ALBERTDAVD,ALBERT DAVID LIMITED,4254,34.52
ALEMBICLTD,ALEMBIC LIMITED,1969223,2282.35
ALICON,ALICON CASTALLOY LIMITED,13707,135.62
ALIVUS,ALIVUS LIFE SCIENCES LTD,211022,2135.76
ALKALI,ALKALI METALS LTD,690,0.65
ALKEM,ALKEM LABORATORIES LTD.,19781,1109.65
ALKYLAMINE,ALKYL AMINES CHEM. LTD,165347,3373.16
ALLCARGO,ALLCARGO LOGISTICS LTD,1211391,334.90
ALLDIGI,ALLDIGI TECH LIMITED,25934,187.48
ALLTIME,ALL TIME PLASTICS LIMITED,169701,487.17
ALMONDZ,ALMONDZ GLOBAL SEC LTD,13525,2.86
ALOKINDS,ALOK INDUSTRIES LIMITED,15197254,2901.91
ALPA,ALPA LABORATORIES LTD,3698,3.81
ALPHA,KOTAKMAMC - KOTAKALPHA,4083256,2030.16
ALPHAETF,MIRAEAMC - ALPHAETF,1745889,448.77
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,13091,34.87
ALPL30IETF,ICICIPRAMC - ICICIALPLV,716088,204.69
AMANTA,AMANTA HEALTHCARE LIMITED,20297,23.49
AMBER,AMBER ENTERPRISES (I) LTD,260198,19445.18
AMBIKCO,AMBIKA COTTON MILL LTD.,13255,192.86
AMBUJACEM,AMBUJA CEMENTS LTD,2962645,16912.86
AMDIND,AMD INDUSTRIES LIMITED,1001,0.50
AMJLAND,AMJ LAND HOLDINGS LIMITED,100,0.06
AMNPLST,AMINES & PLASTICIZERS LTD,4573,11.17
AMRUTANJAN,AMRUTAJAN HEALTH LTD,39478,291.81
ANANDRATHI,ANAND RATHI WEALTH LTD,426617,12158.30
ANANTRAJ,ANANT RAJ LIMITED,11215454,69453.21
ANDHRAPAP,ANDHRA PAPER LIMITED,535238,448.50
ANDHRSUGAR,ANDHRA SUGARS LTD,479037,500.97
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,623513,17269.26
ANMOL,ANMOL INDIA LIMITED,100,0.01
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,92036,526.53
ANTHEM,ANTHEM BIOSCIENCES LTD,349912,2565.58
ANUHPHR,ANUH PHARMA LIMITED,19011,16.68
ANUP,THE ANUP ENGINEERING LTD,64956,1679.19
ANURAS,ANUPAM RASAYAN INDIA LTD,4251750,42749.77
AONEGOLD,AONEAMC - AONEGOLD,172645,20.54
AONELIQUID,AONEAMC - AONELIQUID,3,0.03
AONENIFTY,AONEAMC - AONENIFTY,53714,5.58
AONETOTAL,AONEAMC - AONETOTAL,137064,16.25
APARINDS,APAR INDUSTRIES LTD.,64733,5459.96
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,29077,121.24
APEX,APEX FROZEN FOODS LIMITED,295462,835.34
APLAPOLLO,APL APOLLO TUBES LTD,276395,4812.92
APLLTD,ALEMBIC PHARMA LTD,217932,2156.50
APOLLO,APOLLO MICRO SYSTEMS LTD,3258123,8281.91
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,263475,19597.47
APOLLOPIPE,APOLLO PIPES LIMITED,359618,1379.51
APOLLOTYRE,APOLLO TYRES LTD,563320,2804.21
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,228,3.80
APTECHT,APTECH LIMITED,339440,393.41
APTUS,APTUS VALUE HSG FIN I LTD,2465115,7702.03
ARCHIDPLY,ARCHIDPLY IND. LTD,600,0.61
ARE&M,AMARA RAJA ENERGY MOB LTD,1498534,15727.83
ARIES,ARIES AGRO LTD.,106685,417.85
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,898842,930.38
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,177919,713.44
ARISINFRA,ARISINFRA SOLUTIONS LTD,437303,684.31
ARKADE,ARKADE DEVELOPERS LIMITED,3244762,5560.74
ARMANFIN,ARMAN FIN SERV LTD,104374,1696.43
ARROWGREEN,ARROW GREENTECH LIMITED,10588,66.14
ARSSBL,ANAND RATHI SH N STK BR L,728696,4974.50
ARTEMISMED,ARTEMIS MED SERVICE LTD,211409,572.78
ARVIND,ARVIND LIMITED,990592,3376.45
ARVINDFASN,ARVIND FASHIONS LIMITED,535308,2793.56
ARVSMART,ARVIND SMARTSPACES LTD,144746,941.83
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,94337,870.28
ASAHISONG,ASAHI SONGWON COLOR LTD,259,0.77
ASAL,AUTOMOTIVE STAMPINGS & AS,31270,183.39
ASALCBR,ASSO ALCOHOLS & BREW LTD,144481,1452.68
ASHAPURMIN,ASHAPURA MINECHEM LTD,1404559,7000.11
ASHIANA,ASHIANA HOUSING LTD,74855,237.89
ASHIMASYN,ASHIMA LTD,35376,7.09
ASHOKA,ASHOKA BUILDCON LTD,4550519,9313.81
ASHOKAMET,ASHOKA METCAST LIMITED,18186,3.09
ASHOKLEY,ASHOK LEYLAND LTD,3762505,5432.99
ASIANENE,ASIAN ENERGY SERVICES LTD,562273,1908.51
ASIANPAINT,ASIAN PAINTS LIMITED,371902,9893.46
ASIANTILES,ASIAN GRANITO IND. LTD.,2899668,1924.48
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,376180,1875.02
ASMS,BARTRONICS INDIA LIMITED,8367,1.07
ASPINWALL,ASPINWALL & CO LTD,126,0.36
ASTEC,ASTEC LIFESCIENCES LTD,353593,3463.46
ASTERDM,ASTER DM HEALTHCARE LTD.,569607,3665.75
ASTRAL,ASTRAL LIMITED,672929,10325.10
ASTRAMICRO,ASTRA MICROWAVE LTD,2117786,19197.03
ASTRAZEN,ASTRAZENECA PHARMA IND LT,25823,2087.10
ATALREAL,ATAL REALTECH LIMITED,1209000,258.49
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1648296,10974.25
ATHERENERG,ATHER ENERGY LIMITED,598288,3768.93
ATL,ALLCARGO TERMINALS LTD,824216,350.87
ATLANTAELE,ATLANTA ELECTRICALS LTD,32785,309.53
ATUL,ATUL LTD,244605,15050.63
ATULAUTO,ATUL AUTO LIMITED,293528,1447.22
AUBANK,AU SMALL FINANCE BANK LTD,491004,4024.12
AURIONPRO,AURIONPRO SOLN LTD,414929,5075.71
AUROPHARMA,AUROBINDO PHARMA LTD,515923,6158.40
AURUM,AURUM PROPTECH LIMITED,202236,365.86
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,18648,338.24
AUTOBEES,NIPPONAMC - NETFAUTO,447353,1255.11
AUTOIETF,ICICIPRAMC - ICICIAUTO,820109,226.58
AUTOIND,AUTOLINE INDUSTRIES LTD,70352,55.67
AVADHSUGAR,AVADH SUG & ENERGY LTD,111523,561.64
AVALON,AVALON TECHNOLOGIES LTD,374020,3684.91
AVANTEL,AVANTEL LIMITED,7047670,12247.47
AVANTIFEED,AVANTI FEEDS LIMITED,803165,6223.70
AVG,AVG LOGISTICS LIMITED,1582,4.42
AVL,ADITYA VISION LIMITED,117753,610.78
AVONMORE,AVONMORE CAP&MGT SERV LTD,27730,5.22
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,44654,41.05
AWFIS,AWFIS SPACE SOLUTIONS LTD,795211,4729.78
AWHCL,ANTONY WASTE HDG CELL LTD,265869,1511.77
AWL,AWL AGRI BUSINESS LIMITED,3615992,10026.63
AXISBANK,AXIS BANK LIMITED,736234,8822.88
AXISBNKETF,AXISAMC - AXISBNKETF,229,1.37
AXISBPSETF,AXISAMC - AXISBPSETF,19490,2.56
AXISCADES,AXISCADES TECH LTD,420,7.06
AXISCETF,AXISAMC - AXISCETF,11456,14.52
AXISGOLD,AXIS MF - AXIS GOLD ETF,2861455,2881.23
AXISHCETF,AXISAMC - AXISHCETF,6296,9.11
AXISILVER,AXISAMC - AXISILVER,724757,1193.02
AXISNIFTY,AXISAMC - AXISNIFTY,24596,70.56
AXISTECETF,AXISAMC - AXISTECETF,2448,10.16
AXISVALUE,AXISAMC - AXISVALUE,2798,0.85
AXITA,AXITA COTTON LIMITED,39289,4.57
AXSENSEX,AXISAMC - AXSENSEX,2068,1.80
AYMSYNTEX,AYM SYNTEX LIMITED,23698,44.94
AZAD,AZAD ENGINEERING LIMITED,488185,8183.72
BAIDFIN,BAID FINSERV LIMITED,32313,4.00
BAJAJ-AUTO,BAJAJ AUTO LIMITED,397379,35708.95
BAJAJCON,BAJAJ CONSUMER CARE LTD,2406620,6329.51
BAJAJELEC,BAJAJ ELECT.LTD,456803,2588.80
BAJAJFINSV,BAJAJ FINSERV LTD.,767346,15595.11
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,891802,4383.75
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,31290696,34672.55
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,24308405,5910.26
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,120687,14791.19
BAJAJINDEF,INDEF MANUFACTURING LTD,11437,42.47
BAJEL,BAJEL PROJECTS LIMITED,220984,447.79
BAJFINANCE,BAJAJ FINANCE LIMITED,3489792,34305.20
BALAJEE,SHREE TIRUPATI BALAJEE L,120878,61.31
BALAJITELE,BALAJI TELEFILMS LIMITED.,176535,216.06
BALAMINES,BALAJI AMINES LIMITED,371837,5498.82
BALAXI,BALAXI PHARMA LTD,64362,38.12
BALKRISIND,BALKRISHNA IND. LTD,141378,3571.13
BALMLAWRIE,BALMER LAWRIE & CO LTD,1586243,3497.80
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1018815,5084.76
BALUFORGE,BALU FORGE INDUSTRIES LTD,430174,2719.90
BANARBEADS,BANARAS BEADS LTD,500,0.68
BANARISUG,BANNARI AMMAN SUGARS LTD,438,15.95
BANCOINDIA,BANCO PRODUCTS (I) LTD,644959,4800.66
BANDHANBNK,BANDHAN BANK LIMITED,18302112,30088.05
BANKBARODA,BANK OF BARODA,5487666,14581.82
BANKBEES,NIP IND ETF BANK BEES,522432,3112.42
BANKBETF,BFAM - BANKBETF,26543,15.65
BANKETF,MIRAEAMC - BANKETF,669,3.97
BANKETFADD,DSPAMC - DSPBANKETF,3459,2.05
BANKIETF,ICICIPRAMC - IPRU5008,187469,110.30
BANKINDIA,BANK OF INDIA,14914028,19044.73
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,8892,51.29
BANKPSU,MIRAEAMC - BANKPSU,21324,16.63
BANSALWIRE,BANSAL WIRE INDUSTRIES L,429654,1446.11
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,168854,8496.04
BASML,BANNARI AM SPIN MILL LTD.,55280,17.72
BATAINDIA,BATA INDIA LTD,515907,5935.80
BAYERCROP,BAYER CROPSCIENCE LTD,96343,4737.76
BBETF0432,EDELAMC - BBETF0432,25,0.32
BBL,BHARAT BIJLEE LTD,111404,3236.56
BBNPPGOLD,BARODABNP - BBNPPGOLD,24144,29.08
BBOX,BLACK BOX LIMITED,962305,5302.21
BBTC,BOMBAY BURMAH TRADING COR,269949,5193.83
BCLIND,BCL INDUSTRIES LIMITED,1624166,677.19
BCONCEPTS,BRAND CONCEPTS LIMITED,22,0.09
BDL,BHARAT DYNAMICS LIMITED,4047070,66814.53
BEARDSELL,BEARDSELL LIMITED,5851,1.97
BECTORFOOD,MRS BECTORS FOOD SPE LTD,212722,1808.99
BEDMUTHA,BEDMUTHA INDUST LTD,10661,13.35
BEL,BHARAT ELECTRONICS LTD,27702837,109193.85
BELLACASA,BELLA CASA FASH AND RET L,6433,25.41
BELRISE,BELRISE INDUSTRIES LTD,13387416,20317.19
BEML,BEML LIMITED,1401006,29238.63
BEPL,BHANSALI ENG. POLYMERS LT,2734147,3125.57
BERGEPAINT,BERGER PAINTS (I) LTD,207138,1165.82
BESTAGRO,BEST AGROLIFE LIMITED,141302,604.95
BFINVEST,BF INVESTMENT LIMITED,87794,458.30
BFSI,MIRAEAMC - MAFSETF,772449,213.48
BFUTILITIE,BF UTILITIES LIMITED,7095,57.56
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,754466,2131.24
BHAGERIA,BHAGERIA INDUSTRIES LTD,181817,372.04
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,500,0.49
BHANDARI,BHANDARI HOSIERY EXP LTD,908045,46.90
BHARATFORG,BHARAT FORGE LTD,517865,7078.81
BHARATRAS,BHARAT RASAYAN LTD,27592,1702.07
BHARATSE,BHARAT SEATS LIMITED,39867,76.55
BHARATWIRE,BHARAT WIRE ROPES LTD.,921728,1970.70
BHARTIARTL,BHARTI AIRTEL LIMITED,1096516,22630.30
BHARTIHEXA,BHARTI HEXACOM LIMITED,153699,2782.04
BHEL,BHEL,8128259,21019.39
BIGBLOC,BIGBLOC CONSTRUCTION LTD,51104,56.53
BIKAJI,BIKAJI FOODS INTERN LTD,463440,3549.08
BIOCON,BIOCON LIMITED.,3513178,13641.43
BIRLACABLE,BIRLA CABLE LIMITED,16470,28.35
BIRLACORPN,BIRLA CORPORATION LTD,319539,4039.22
BIRLAMONEY,ADITYA BIRLA MONEY LTD,44290,75.98
BIRLANU,BIRLANU LIMITED,39479,819.07
BLACKBUCK,BLACKBUCK LIMITED,1121739,7458.93
BLAL,BEML LAND ASSETS LIMITED,87546,199.15
BLISSGVS,BLISS GVS PHARMA LTD,735095,1179.67
BLKASHYAP,B.L.KASHYAP & SON LTD,755643,499.89
BLS,BLS INTL SERVS LTD,6855429,25088.27
BLSE,BLS E-SERVICES LIMITED,1110712,2381.68
BLUEDART,BLUE DART EXPRESS LTD,87123,5510.14
BLUEJET,BLUE JET HEALTHCARE LTD,2313146,16390.78
BLUESTARCO,BLUE STAR LIMITED,220122,4098.09
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,216499,1395.47
BLUSPRING,BLUSPRING ENTERPRISES LTD,203511,167.10
BMWVENTLTD,BMW VENTURES LIMITED,75781,48.52
BODALCHEM,BODAL CHEMICALS LTD,647188,452.59
BOMDYEING,BOMBAY DYEING & MFG. CO L,6589435,10902.53
BORANA,BORANA WEAVES LIMITED,2450,6.33
BOROLTD,BOROSIL LIMITED,397625,1440.79
BORORENEW,BOROSIL RENEWABLES LTD,2034683,12406.00
BOROSCI,BOROSIL SCIENTIFIC LTD,205509,281.90
BOSCHLTD,BOSCH LIMITED,16457,6316.40
BPCL,BHARAT PETROLEUM CORP  LT,2972154,10399.88
BPL,BPL LTD,23360,17.30
BRIGADE,BRIGADE ENTER. LTD,594954,6044.78
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,179241,151.24
BRITANNIA,BRITANNIA INDUSTRIES LTD,62732,3679.79
BRNL,BHARAT ROAD NETWORK LTD,1900,0.48
BSE,BSE LIMITED,2851807,74873.44
BSE500IETF,ICICIPRAMC - ICICI500,577182,227.95
BSHSL,BOMBAY SUPER HYBRID SEEDS,2908,4.86
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,337552,367.69
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,149213,44.37
BSLSENETFG,BIRLASLAMC - BSLSENETFG,529,0.44
BSOFT,BIRLASOFT LIMITED,3262894,14726.75
BTML,BODHI TREE MULTIMEDIA LTD,80,0.01
BUTTERFLY,BTRFLY GANDHI APPL LTD,16339,124.55
BYKE,THE BYKE HOSPITALITY LTD,6536,4.19
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2131265,4244.37
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,843961,2422.42
CAMS,COMPUTER AGE MNGT SER LTD,4027494,33599.17
CANBK,CANARA BANK,22261966,27945.39
CANFINHOME,CAN FIN HOMES LTD,303449,2518.33
CANHLIFE,CANARA HSBC LIFE INS CO L,54118,65.91
CANTABIL,CANTABIL RETAIL LTD,936433,2448.10
CAPACITE,CAPACITE INFRAPROJECT LTD,1650459,5391.69
CAPITALSFB,CAPITAL SMALL FIN BANK L,131460,371.69
CAPLIPOINT,CAPLIN POINT LAB LTD.,123882,2562.30
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,346834,3381.14
CARERATING,CARE RATINGS LIMITED,123809,2184.53
CARRARO,CARRARO INDIA LIMITED,125975,649.22
CARTRADE,CARTRADE TECH LIMITED,1080432,26974.06
CARYSIL,CARYSIL LIMITED,155089,1484.67
CASHIETF,ICICIPRAMC - CASHIETF,179,1.86
CASTROLIND,CASTROL INDIA LIMITED,8219269,17393.71
CCCL,CONS. CONST. CONSORT LTD,3356,0.79
CCL,CCL PRODUCTS (I) LTD,240360,2249.73
CDSL,CENTRAL DEPO SER (I) LTD,5730399,91739.94
CEATLTD,CEAT LIMITED,166615,6531.20
CEIGALL,CEIGALL INDIA LIMITED,712668,1875.88
CELLO,CELLO WORLD LIMITED,759829,4764.31
CEMPRO,CEMINDIA PROJECTS LIMITED,655046,4645.66
CENTENKA,CENTURY ENKA LTD,47006,260.46
CENTRALBK,CENTRAL BANK OF INDIA,36246516,14905.11
CENTRUM,CENTRUM CAPITAL LIMITED,108009,35.26
CENTUM,CENTUM ELECTRONICS LTD,72604,1835.34
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,118280,973.76
CERA,CERA SANITARYWARE LTD,57410,3632.50
CESC,CESC LTD,3821919,6564.89
CEWATER,CONCORD ENVIRO SYSTEMS L,100243,475.52
CGCL,CAPRI GLOBAL CAPITAL LTD,5132351,9518.52
CGPOWER,CG POWER AND IND SOL LTD,4342105,30304.01
CHALET,CHALET HOTELS LIMITED,262908,2463.61
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,4997974,25919.00
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,210766,534.96
CHEMFAB,CHEMFAB ALKALIS LIMITED,6348,42.92
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,250887,966.81
CHENNPETRO,CHENNAI PETROLEUM CORP LT,886463,7896.91
CHEVIOT,CHEVIOT COMPANY LIMITED,1190,15.62
CHOICEGOLD,CHOICEAMC - CHOICEGOLD,16,0.02
CHOICEIN,CHOICE INTERNATIONAL LTD,2432161,18427.47
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,297598,4999.06
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,69039,1356.48
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,420953,1874.05
CIFL,CAPITAL INDIA FINANCE LTD,27879,10.44
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,60278,950.70
CIPLA,CIPLA LTD,691296,10774.93
CLEAN,CLEAN SCIENCE & TECH LTD,1248668,15025.01
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,241884,723.07
CMSINFO,CMS INFO SYSTEMS LIMITED,888542,3532.59
CNL,CREATIVE NEWTECH LIMITED,261868,1747.59
COALINDIA,COAL INDIA LTD,10458555,41496.85
COASTCORP,COASTAL CORPORATION LTD,200,0.09
COCHINSHIP,COCHIN SHIPYARD LIMITED,3147455,60869.14
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,623827,11297.89
COHANCE,COHANCE LIFESCIENCES LTD,1203740,9425.14
COLPAL,COLGATE PALMOLIVE LTD.,691457,16175.91
COMMOIETF,ICICIPRAMC - ICICICOMMO,60599,56.03
COMPUSOFT,COMPUCOM SOFTWARE LTD,34581,7.46
COMSYN,COMMERCIAL SYN BAGS LTD,200,0.32
CONCOR,CONTAINER CORP OF IND LTD,4057687,23260.89
CONCORDBIO,CONCORD BIOTECH LIMITED,235360,3871.58
CONFIPET,CONFIDENCE PETRO IND LTD.,3366169,1992.54
CONS,KOTAKMAMC - KOTAKCONS,1203,1.52
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1343,3.03
CONSUMBEES,NIP IND ETF CONSUMPTION,184282,250.78
CONSUMER,MIRAEAMC - CONSUMER,113961,13.84
CONSUMIETF,ICICIPRAMC - ICICICONSU,60408,75.82
CONTROLPR,CONTROL PRINT LIMITED,48398,381.39
CORALFINAC,CORAL INDIA FIN & HOUS LT,4845,2.00
CORDSCABLE,CORDS CABLE INDUS LTD.,7278,13.64
COROMANDEL,COROMANDEL INTERNTL. LTD,126219,2935.38
COSMOFIRST,COSMO FIRST LIMITED,428300,4155.45
CPPLUS,ADITYA INFOTECH LIMITED,50156,780.53
CPSEETF,CPSE ETF,3118120,2898.25
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,25484,1698.67
CRAMC,CANARA ROBECO AMC LIMITED,244101,689.00
CREDITACC,CREDITACCESS GRAMEEN LTD,455276,5870.62
CREST,CREST VENTURES LIMITED,28148,118.69
CRISIL,CRISIL LTD,85437,4324.29
CRIZAC,CRIZAC LIMITED,800343,2463.36
CROMPTON,CROMPT GREA CON ELEC LTD,6917063,21199.57
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,690577,2678.56
CSLFINANCE,CSL FINANCE LIMITED,6935,22.01
CUB,CITY UNION BANK LTD,1352158,3443.73
CUMMINSIND,CUMMINS INDIA LTD,113998,4703.92
CUPID,CUPID LIMITED,17919580,28164.48
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,135,0.31
CYIENT,CYIENT LIMITED,778922,9969.78
CYIENTDLM,CYIENT DLM LIMITED,822484,4066.20
DABUR,DABUR INDIA LTD,1283750,6801.61
DALBHARAT,DALMIA BHARAT LIMITED,148973,3176.52
DALMIASUG,DALMIA BHARAT SUG IN LTD,23362,79.65
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1885243,4627.41
DATAMATICS,DATAMATICS GLOBAL SER LTD,367877,3194.89
DATAPATTNS,DATA PATTERNS INDIA LTD,513459,14469.47
DAVANGERE,DAVANGERE SUGAR COMPANY L,6031599,244.30
DBCORP,D.B.CORP LTD,150572,398.06
DBEIL,DEEPAK BUILDERS & ENG I L,183081,295.79
DBL,DILIP BUILDCON LIMITED,885804,4288.80
DBOL,DHAMPUR BIO ORGANICS LTD,35228,31.24
DBREALTY,VALOR ESTATE LIMITED,5614836,9200.64
