sebi_report_as_on_reporting_date_21nov2025,unnamed_1,unnamed_2,unnamed_3
ANANDRATHI,ANAND RATHI WEALTH LTD,141443,4099.58
ANANTRAJ,ANANT RAJ LIMITED,10551529,68887.70
ANDHRAPAP,ANDHRA PAPER LIMITED,607168,507.31
ANDHRSUGAR,ANDHRA SUGARS LTD,479085,504.67
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,595738,16679.74
ANMOL,ANMOL INDIA LIMITED,600,0.09
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,121135,766.13
ANTHEM,ANTHEM BIOSCIENCES LTD,399275,2939.55
ANUHPHR,ANUH PHARMA LIMITED,18535,16.65
ANUP,THE ANUP ENGINEERING LTD,71551,1870.11
ANURAS,ANUPAM RASAYAN INDIA LTD,4241602,42035.14
AONEGOLD,AONEAMC - AONEGOLD,772098,91.84
AONELIQUID,AONEAMC - AONELIQUID,3,0.03
AONENIFTY,AONEAMC - AONENIFTY,44468,4.58
AONETOTAL,AONEAMC - AONETOTAL,74686,8.77
APARINDS,APAR INDUSTRIES LTD.,69121,5821.03
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,28621,120.00
APEX,APEX FROZEN FOODS LIMITED,317336,953.10
APLAPOLLO,APL APOLLO TUBES LTD,290517,5063.30
APLLTD,ALEMBIC PHARMA LTD,266483,2643.21
APOLLO,APOLLO MICRO SYSTEMS LTD,3395515,8822.99
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,199978,15135.47
APOLLOPIPE,APOLLO PIPES LIMITED,523329,1987.77
APOLLOTYRE,APOLLO TYRES LTD,678750,3437.69
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,327970,384.81
APTUS,APTUS VALUE HSG FIN I LTD,2773416,8701.28
ARCHIDPLY,ARCHIDPLY IND. LTD,622,0.64
ARE&M,AMARA RAJA ENERGY MOB LTD,1564499,16483.03
ARIES,ARIES AGRO LTD.,107924,425.82
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,777690,818.49
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,139260,589.92
ARISINFRA,ARISINFRA SOLUTIONS LTD,494036,797.64
ARKADE,ARKADE DEVELOPERS LIMITED,2909199,5193.77
ARMANFIN,ARMAN FIN SERV LTD,93966,1543.03
ARROWGREEN,ARROW GREENTECH LIMITED,12495,78.53
ARSSBL,ANAND RATHI SH N STK BR L,624225,4284.50
ARTEMISMED,ARTEMIS MED SERVICE LTD,208803,565.50
ARVIND,ARVIND LIMITED,1047695,3582.61
ARVINDFASN,ARVIND FASHIONS LIMITED,545401,2864.10
ARVSMART,ARVIND SMARTSPACES LTD,147186,961.68
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,85666,760.09
ASAHISONG,ASAHI SONGWON COLOR LTD,542,1.59
ASAL,AUTOMOTIVE STAMPINGS & AS,34479,201.95
ASALCBR,ASSO ALCOHOLS & BREW LTD,161451,1634.04
ASHAPURMIN,ASHAPURA MINECHEM LTD,1488194,7397.77
ASHIANA,ASHIANA HOUSING LTD,81833,259.27
ASHIMASYN,ASHIMA LTD,18563,3.87
ASHOKA,ASHOKA BUILDCON LTD,4464667,9363.69
ASHOKAMET,ASHOKA METCAST LIMITED,18186,3.09
ASHOKLEY,ASHOK LEYLAND LTD,5054329,6942.58
ASIANENE,ASIAN ENERGY SERVICES LTD,561057,1919.12
ASIANPAINT,ASIAN PAINTS LIMITED,354814,9237.08
ASIANTILES,ASIAN GRANITO IND. LTD.,1860332,1251.74
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,425755,2124.02
ASMS,BARTRONICS INDIA LIMITED,3630,0.53
ASPINWALL,ASPINWALL & CO LTD,126,0.36
ASTEC,ASTEC LIFESCIENCES LTD,356395,3487.50
ASTERDM,ASTER DM HEALTHCARE LTD.,588574,3843.16
ASTRAL,ASTRAL LIMITED,720909,11095.78
ASTRAMICRO,ASTRA MICROWAVE LTD,2216344,20397.98
ASTRAZEN,ASTRAZENECA PHARMA IND LT,28852,2366.71
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1751684,11857.85
ATHERENERG,ATHER ENERGY LIMITED,628622,3937.08
ATL,ALLCARGO TERMINALS LTD,897247,379.47
ATLANTAELE,ATLANTA ELECTRICALS LTD,72641,718.61
ATUL,ATUL LTD,254553,15724.78
ATULAUTO,ATUL AUTO LIMITED,280585,1404.01
AUBANK,AU SMALL FINANCE BANK LTD,472121,3640.01
AURIONPRO,AURIONPRO SOLN LTD,474217,5816.19
AUROPHARMA,AUROBINDO PHARMA LTD,470475,5587.17
AURUM,AURUM PROPTECH LIMITED,225655,408.00
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,23907,429.89
AUTOBEES,NIPPONAMC - NETFAUTO,241034,658.93
AUTOIETF,ICICIPRAMC - ICICIAUTO,826871,226.28
AUTOIND,AUTOLINE INDUSTRIES LTD,66176,52.65
AVADHSUGAR,AVADH SUG & ENERGY LTD,135037,680.17
AVALON,AVALON TECHNOLOGIES LTD,358218,3660.81
AVANTEL,AVANTEL LIMITED,7155566,12701.87
AVANTIFEED,AVANTI FEEDS LIMITED,858348,6540.34
AVG,AVG LOGISTICS LIMITED,1906,5.18
AVL,ADITYA VISION LIMITED,119733,630.83
AVONMORE,AVONMORE CAP&MGT SERV LTD,11580,2.18
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,69768,60.07
AWFIS,AWFIS SPACE SOLUTIONS LTD,782787,4730.71
AWHCL,ANTONY WASTE HDG CELL LTD,265938,1555.68
AWL,AWL AGRI BUSINESS LIMITED,3256647,9223.66
AXISBANK,AXIS BANK LIMITED,773640,9131.03
AXISBNKETF,AXISAMC - AXISBNKETF,663,3.95
AXISBPSETF,AXISAMC - AXISBPSETF,4210,0.55
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,11569,14.66
AXISGOLD,AXIS MF - AXIS GOLD ETF,2921857,2931.18
AXISHCETF,AXISAMC - AXISHCETF,7252,10.51
AXISILVER,AXISAMC - AXISILVER,944036,1528.37
AXISNIFTY,AXISAMC - AXISNIFTY,19300,54.72
AXISTECETF,AXISAMC - AXISTECETF,3711,15.01
AXISVALUE,AXISAMC - AXISVALUE,1836,0.55
AXITA,AXITA COTTON LIMITED,50946,6.56
AXSENSEX,AXISAMC - AXSENSEX,2143,1.84
AYMSYNTEX,AYM SYNTEX LIMITED,22138,42.54
AZAD,AZAD ENGINEERING LIMITED,476130,8029.16
BAIDFIN,BAID FINSERV LIMITED,31629,3.93
BAJAJ-AUTO,BAJAJ AUTO LIMITED,408978,36550.40
BAJAJCON,BAJAJ CONSUMER CARE LTD,2349300,6169.52
BAJAJELEC,BAJAJ ELECT.LTD,472534,2712.76
BAJAJFINSV,BAJAJ FINSERV LTD.,798459,16189.45
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,925204,4566.05
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,23542112,27809.99
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,25348467,6247.35
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,100758,12730.92
BAJAJINDEF,INDEF MANUFACTURING LTD,12853,48.90
BAJEL,BAJEL PROJECTS LIMITED,227602,462.63
BAJFINANCE,BAJAJ FINANCE LIMITED,3801893,37356.70
BALAJEE,SHREE TIRUPATI BALAJEE L,125166,64.19
BALAJITELE,BALAJI TELEFILMS LIMITED.,278958,350.26
BALAMINES,BALAJI AMINES LIMITED,299462,4744.06
BALAXI,BALAXI PHARMA LTD,71909,42.84
BALKRISIND,BALKRISHNA IND. LTD,144667,3641.54
BALMLAWRIE,BALMER LAWRIE & CO LTD,1657915,3684.16
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1081782,5479.71
BALUFORGE,BALU FORGE INDUSTRIES LTD,307944,1982.64
BANARBEADS,BANARAS BEADS LTD,417,0.57
BANARISUG,BANNARI AMMAN SUGARS LTD,575,21.03
BANCOINDIA,BANCO PRODUCTS (I) LTD,677093,5127.56
BANDHANBNK,BANDHAN BANK LIMITED,17897362,30078.09
BANKBARODA,BANK OF BARODA,5981287,15799.43
BANKBEES,NIP IND ETF BANK BEES,370820,2158.16
BANKBETF,BFAM - BANKBETF,24802,14.55
BANKETF,MIRAEAMC - BANKETF,13379,78.58
BANKETFADD,DSPAMC - DSPBANKETF,3626,2.11
BANKIETF,ICICIPRAMC - IPRU5008,207684,120.56
BANKINDIA,BANK OF INDIA,14633717,18202.79
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,9711,55.38
BANKPSU,MIRAEAMC - BANKPSU,21139,16.50
BANSALWIRE,BANSAL WIRE INDUSTRIES L,229719,878.72
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,168655,8662.18
BASML,BANNARI AM SPIN MILL LTD.,26462,9.01
BATAINDIA,BATA INDIA LTD,499854,5876.61
BAYERCROP,BAYER CROPSCIENCE LTD,90517,4563.60
BBETF0432,EDELAMC - BBETF0432,121,1.56
BBL,BHARAT BIJLEE LTD,108328,3168.27
BBNPNBETF,BARODABNP - BBNPNBETF,111,0.07
BBNPPGOLD,BARODABNP - BBNPPGOLD,24238,29.15
BBOX,BLACK BOX LIMITED,929566,5119.45
BBTC,BOMBAY BURMAH TRADING COR,250199,4898.85
BCLIND,BCL INDUSTRIES LIMITED,1668096,717.61
BCONCEPTS,BRAND CONCEPTS LIMITED,24,0.10
BDL,BHARAT DYNAMICS LIMITED,3801262,64016.81
BEARDSELL,BEARDSELL LIMITED,11551,4.02
BECTORFOOD,MRS BECTORS FOOD SPE LTD,182855,2604.32
BEDMUTHA,BEDMUTHA INDUST LTD,6328,8.94
BEL,BHARAT ELECTRONICS LTD,22464889,88443.01
BELLACASA,BELLA CASA FASH AND RET L,12836,53.33
BELRISE,BELRISE INDUSTRIES LTD,11653237,17375.44
BEML,BEML LIMITED,1521335,32576.78
BEPL,BHANSALI ENG. POLYMERS LT,2973110,3411.03
BERGEPAINT,BERGER PAINTS (I) LTD,202270,1147.25
BESTAGRO,BEST AGROLIFE LIMITED,77780,334.27
BFINVEST,BF INVESTMENT LIMITED,98935,521.63
BFSI,MIRAEAMC - MAFSETF,997259,272.47
BFUTILITIE,BF UTILITIES LIMITED,11055,86.84
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,714822,2040.86
BHAGERIA,BHAGERIA INDUSTRIES LTD,162527,343.22
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,5810,8.80
BHANDARI,BHANDARI HOSIERY EXP LTD,907045,46.86
BHARATFORG,BHARAT FORGE LTD,556242,7467.94
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,19315,2099.52
BHARATSE,BHARAT SEATS LIMITED,39779,76.56
BHARATWIRE,BHARAT WIRE ROPES LTD.,930010,2062.45
BHARTIARTL,BHARTI AIRTEL LIMITED,618742,12427.23
BHARTIHEXA,BHARTI HEXACOM LIMITED,137154,2510.60
BHEL,BHEL,8226820,21002.40
BIGBLOC,BIGBLOC CONSTRUCTION LTD,70515,66.92
BIKAJI,BIKAJI FOODS INTERN LTD,574564,4390.20
BIOCON,BIOCON LIMITED.,3075699,11985.80
BIRLACABLE,BIRLA CABLE LIMITED,21081,36.41
BIRLACORPN,BIRLA CORPORATION LTD,315359,4068.05
BIRLAMONEY,ADITYA BIRLA MONEY LTD,40388,70.48
BIRLANU,BIRLANU LIMITED,43789,914.73
BLACKBUCK,BLACKBUCK LIMITED,1376781,9114.66
BLAL,BEML LAND ASSETS LIMITED,100940,228.98
BLISSGVS,BLISS GVS PHARMA LTD,671919,1083.29
BLKASHYAP,B.L.KASHYAP & SON LTD,753878,507.07
BLS,BLS INTL SERVS LTD,7365959,27073.87
BLSE,BLS E-SERVICES LIMITED,201618,407.86
BLUEDART,BLUE DART EXPRESS LTD,86326,5558.69
BLUEJET,BLUE JET HEALTHCARE LTD,2512520,18061.83
BLUESTARCO,BLUE STAR LIMITED,271668,5161.52
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,243785,1612.75
BLUSPRING,BLUSPRING ENTERPRISES LTD,253945,211.45
BMWVENTLTD,BMW VENTURES LIMITED,79139,56.06
BODALCHEM,BODAL CHEMICALS LTD,726050,520.01
BOMDYEING,BOMBAY DYEING & MFG. CO L,6576003,11037.83
BORANA,BORANA WEAVES LIMITED,71487,189.99
BOROLTD,BOROSIL LIMITED,394168,1441.30
BORORENEW,BOROSIL RENEWABLES LTD,1866391,11763.43
BOROSCI,BOROSIL SCIENTIFIC LTD,198129,274.79
BOSCHLTD,BOSCH LIMITED,18989,7299.01
BPCL,BHARAT PETROLEUM CORP  LT,2842599,9930.78
BPL,BPL LTD,48653,39.34
BRIGADE,BRIGADE ENTER. LTD,504209,5323.99
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,180250,152.93
BRITANNIA,BRITANNIA INDUSTRIES LTD,98216,5771.11
BRNL,BHARAT ROAD NETWORK LTD,6600,1.63
BSE,BSE LIMITED,2443238,62763.86
BSE500IETF,ICICIPRAMC - ICICI500,552830,218.10
BSHSL,BOMBAY SUPER HYBRID SEEDS,2918,4.89
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,388017,417.85
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,147296,43.18
BSLSENETFG,BIRLASLAMC - BSLSENETFG,615,0.51
BSOFT,BIRLASOFT LIMITED,4683358,20385.81
BUTTERFLY,BTRFLY GANDHI APPL LTD,18640,143.75
BYKE,THE BYKE HOSPITALITY LTD,14505,9.89
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2101426,4218.54
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,1015365,2900.54
CAMS,COMPUTER AGE MNGT SER LTD,877540,35897.07
CANBK,CANARA BANK,23923262,29039.23
CANFINHOME,CAN FIN HOMES LTD,357301,2927.14
CANTABIL,CANTABIL RETAIL LTD,1319728,3429.26
CAPACITE,CAPACITE INFRAPROJECT LTD,1649475,5481.83
CAPITALSFB,CAPITAL SMALL FIN BANK L,127295,361.16
CAPLIPOINT,CAPLIN POINT LAB LTD.,132189,2751.46
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,404755,3898.64
CARERATING,CARE RATINGS LIMITED,168912,2907.59
CARRARO,CARRARO INDIA LIMITED,181666,936.91
CARTRADE,CARTRADE TECH LIMITED,976788,23992.43
CARYSIL,CARYSIL LIMITED,166140,1581.42
CASHIETF,ICICIPRAMC - CASHIETF,32,0.33
CASTROLIND,CASTROL INDIA LIMITED,8170214,17462.27
CCCL,CONS. CONST. CONSORT LTD,9922,2.33
CCL,CCL PRODUCTS (I) LTD,194644,1817.08
CDSL,CENTRAL DEPO SER (I) LTD,5150234,83203.27
CEATLTD,CEAT LIMITED,170425,6704.71
CEIGALL,CEIGALL INDIA LIMITED,657538,1771.91
CELLO,CELLO WORLD LIMITED,708098,4545.44
CEMPRO,CEMINDIA PROJECTS LIMITED,807161,5864.88
CENTENKA,CENTURY ENKA LTD,52869,290.64
CENTRALBK,CENTRAL BANK OF INDIA,37973004,15803.98
CENTRUM,CENTRUM CAPITAL LIMITED,118729,39.74
CENTUM,CENTUM ELECTRONICS LTD,67736,1731.65
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,91361,744.90
CERA,CERA SANITARYWARE LTD,56457,3637.97
CESC,CESC LTD,4252307,7327.31
CEWATER,CONCORD ENVIRO SYSTEMS L,74568,404.48
CGCL,CAPRI GLOBAL CAPITAL LTD,5223718,9764.64
CGPOWER,CG POWER AND IND SOL LTD,4313551,30501.57
CHALET,CHALET HOTELS LIMITED,294384,2762.03
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,4925969,26192.52
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,249260,646.66
CHEMFAB,CHEMFAB ALKALIS LIMITED,7132,47.05
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,236607,962.57
CHENNPETRO,CHENNAI PETROLEUM CORP LT,929955,8374.70
CHEVIOT,CHEVIOT COMPANY LIMITED,1553,20.27
CHOICEIN,CHOICE INTERNATIONAL LTD,1577672,12079.15
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,289304,4783.81
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,125425,2439.46
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,496954,2254.33
CIFL,CAPITAL INDIA FINANCE LTD,34831,12.60
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,60047,931.99
CIPLA,CIPLA LTD,734300,11466.49
CLEAN,CLEAN SCIENCE & TECH LTD,1288993,15671.19
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,250318,752.48
CMSINFO,CMS INFO SYSTEMS LIMITED,933171,3730.79
COALINDIA,COAL INDIA LTD,12125006,48024.45
COASTCORP,COASTAL CORPORATION LTD,19959,8.00
COCHINSHIP,COCHIN SHIPYARD LIMITED,3164382,61918.50
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,846613,15113.96
COHANCE,COHANCE LIFESCIENCES LTD,1355983,10763.04
COLPAL,COLGATE PALMOLIVE LTD.,707839,16673.02
COMMOIETF,ICICIPRAMC - ICICICOMMO,64937,59.61
COMPUSOFT,COMPUCOM SOFTWARE LTD,34611,7.47
COMSYN,COMMERCIAL SYN BAGS LTD,250,0.39
CONCOR,CONTAINER CORP OF IND LTD,4016112,23289.80
CONCORDBIO,CONCORD BIOTECH LIMITED,224953,3783.31
CONFIPET,CONFIDENCE PETRO IND LTD.,3679758,2196.49
CONS,KOTAKMAMC - KOTAKCONS,921,1.18
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1508,3.36
CONSUMBEES,NIP IND ETF CONSUMPTION,227292,306.81
CONSUMER,MIRAEAMC - CONSUMER,156860,19.13
CONSUMIETF,ICICIPRAMC - ICICICONSU,67617,84.34
CONTROLPR,CONTROL PRINT LIMITED,53241,420.10
CORALFINAC,CORAL INDIA FIN & HOUS LT,2383,1.03
CORDSCABLE,CORDS CABLE INDUS LTD.,8199,15.28
COROMANDEL,COROMANDEL INTERNTL. LTD,193164,4438.78
COSMOFIRST,COSMO FIRST LIMITED,448917,4409.38
CPCAP,CP CAPITAL LIMITED,25,0.10
CPPLUS,ADITYA INFOTECH LIMITED,33314,531.43
CPSEETF,CPSE ETF,2777030,2595.19
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,32256,2084.73
CREATIVE,CREATIVE NEWTECH LIMITED,318911,2164.24
CREDITACC,CREDITACCESS GRAMEEN LTD,444424,5761.98
CREST,CREST VENTURES LIMITED,28123,118.51
CRISIL,CRISIL LTD,80522,4163.84
CRIZAC,CRIZAC LIMITED,907325,2807.41
CROMPTON,CROMPT GREA CON ELEC LTD,6689539,20990.41
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,631341,2449.39
CSLFINANCE,CSL FINANCE LIMITED,7732,24.54
CUB,CITY UNION BANK LTD,1095007,2681.38
CUMMINSIND,CUMMINS INDIA LTD,138700,5674.74
CUPID,CUPID LIMITED,18391816,28140.61
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,1663,3.94
CYIENT,CYIENT LIMITED,843728,10790.29
CYIENTDLM,CYIENT DLM LIMITED,919796,4554.02
DABUR,DABUR INDIA LTD,1296200,6884.39
DALBHARAT,DALMIA BHARAT LIMITED,166366,3556.67
DALMIASUG,DALMIA BHARAT SUG IN LTD,13483,49.96
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1838366,4674.28
DATAMATICS,DATAMATICS GLOBAL SER LTD,416850,3651.72
DATAPATTNS,DATA PATTERNS INDIA LTD,414291,11848.04
DAVANGERE,DAVANGERE SUGAR COMPANY L,3513426,134.22
DBCORP,D.B.CORP LTD,155567,414.30
DBEIL,DEEPAK BUILDERS & ENG I L,225186,374.74
DBL,DILIP BUILDCON LIMITED,951681,4617.88
DBOL,DHAMPUR BIO ORGANICS LTD,36842,32.68
