sebi_report_as_on_reporting_date_01dec2025,unnamed_1,unnamed_2,unnamed_3
ABSLAMC,ADIT BIRL SUN LIF AMC LTD,503656,4032.97
ABSLBANETF,BIRLASLAMC - ABSLBANETF,10014,5.76
ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,11,0.11
ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,165498,126.27
ABSLPSE,BIRLASLAMC-ABSLPSE,164295,16.59
ACC,ACC LIMITED,679981,13089.43
ACCELYA,ACCELYA SOLN INDIA LTD,251381,3611.61
ACCURACY,ACCURACY SHIPPING LIMITED,250,0.02
ACE,ACTION CONST EQUIP LTD,685221,7915.12
ACI,ARCHEAN CHEMICAL IND LTD,437080,2733.36
ACL,ANDHRA CEMENTS LIMITED,62,0.04
ACLGATI,ALLCARGO GATI LIMITED,56153,36.33
ACMESOLAR,ACME SOLAR HOLDINGS LTD,2616536,7323.40
ACUTAAS,ACUTAAS CHEMICALS LIMITED,351850,5446.52
ADANIENSOL,ADANI ENERGY SOLUTION LTD,1251016,11216.46
ADANIENT,ADANI ENTERPRISES LIMITED,1638610,40853.25
ADANIGREEN,ADANI GREEN ENERGY LTD,2670045,28480.10
ADANIPORTS,ADANI PORT & SEZ LTD,1495205,21260.03
ADANIPOWER,ADANI POWER LTD,33013819,49677.62
ADFFOODS,ADF FOODS LIMITED,789881,2015.40
ADOR,ADOR WELDING LTD,45826,511.82
ADSL,ALLIED DIGITAL SERV. LTD,353016,678.71
ADVANCE,ADVANCE AGROLIFE LIMITED,543179,751.19
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,26100,16.64
ADVENTHTL,ADVENT HOTELS INTERNATI L,0,0.00
ADVENZYMES,ADVANCED ENZYME TECH LTD,687558,2414.97
AEGISLOG,AEGIS LOGISTICS LIMITED,1127907,9019.72
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,548729,1469.19
AEROENTER,AEROFLEX ENTERPRISES LTD,859832,869.02
AEROFLEX,AEROFLEX INDUSTRIES LTD,2301361,4383.79
AETHER,AETHER INDUSTRIES LIMITED,311096,2482.43
AFCONS,AFCONS INFRASTRUCTURE LTD,1344583,5972.74
AFFLE,AFFLE 3I LIMITED,304814,5643.81
AFFORDABLE,AFFORD ROBO & AUTO LTD,7158,19.09
AFIL,AKME FINTRADE (INDIA) LTD,12334498,952.57
AFSL,ABANS FINANCIAL SRVCS LTD,28438,67.10
AGARIND,AGARWAL INDS CORP LTD.,55119,526.00
AGARWALEYE,DR AGARWALS HEALTH CARE L,131443,653.53
AGI,AGI GREENPAC LIMITED,462944,3942.48
AGIIL,AGI INFRA LIMITED,1664633,3614.29
AGRITECH,AGRI-TECH (INDIA) LIMITED,4894,8.13
AGSTRA,AGS TRANSACT TECH LTD,497,0.37
AHLADA,AHLADA ENGINEERS LIMITED,5776,5.39
AHLEAST,ASIAN HOTELS (EAST) LTD,1399,2.12
AHLUCONT,AHLUWALIA CONT IND LTD,252466,2559.47
AIAENG,AIA ENGINEERING LIMITED,42157,1516.93
AIIL,AUTHUM INVEST & INFRA LTD,106397,3028.20
AIRAN,AIRAN LIMITED,82355,22.93
AJANTPHARM,AJANTA PHARMA LIMITED,60462,1630.51
AJAXENGG,AJAX ENGINEERING LIMITED,138023,907.75
AJMERA,AJMERA REALTY & INF I LTD,174956,1698.05
AJOONI,AJOONI BIOTECH LIMITED,7000,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,26264,1.84
AKUMS,AKUMS DRUGS AND PHARMA L,442401,2204.57
AKZOINDIA,AKZO NOBEL INDIA LIMITED,28303,996.31
ALANKIT,ALANKIT LIMITED,199049,28.72
ALBERTDAVD,ALBERT DAVID LIMITED,4258,34.56
ALEMBICLTD,ALEMBIC LIMITED,2113540,2442.42
ALICON,ALICON CASTALLOY LIMITED,14140,140.46
ALIVUS,ALIVUS LIFE SCIENCES LTD,196561,2012.42
ALKALI,ALKALI METALS LTD,690,0.65
ALKEM,ALKEM LABORATORIES LTD.,22216,1247.20
ALKYLAMINE,ALKYL AMINES CHEM. LTD,167848,3434.74
ALLCARGO,ALLCARGO LOGISTICS LTD,876379,302.17
ALLDIGI,ALLDIGI TECH LIMITED,27311,200.47
ALLTIME,ALL TIME PLASTICS LIMITED,181184,521.72
ALMONDZ,ALMONDZ GLOBAL SEC LTD,13457,2.85
ALOKINDS,ALOK INDUSTRIES LIMITED,15661183,3013.66
ALPA,ALPA LABORATORIES LTD,3698,3.81
ALPHA,KOTAKMAMC - KOTAKALPHA,3873078,1926.03
ALPHAETF,MIRAEAMC - ALPHAETF,1480634,380.38
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,13727,36.49
ALPL30IETF,ICICIPRAMC - ICICIALPLV,899399,255.86
AMANTA,AMANTA HEALTHCARE LIMITED,18883,22.19
AMBER,AMBER ENTERPRISES (I) LTD,258366,19743.56
AMBIKCO,AMBIKA COTTON MILL LTD.,13584,199.24
AMBUJACEM,AMBUJA CEMENTS LTD,2785174,16031.53
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,4758,11.76
AMRUTANJAN,AMRUTAJAN HEALTH LTD,41397,307.98
ANANDRATHI,ANAND RATHI WEALTH LTD,122990,3547.96
ANANTRAJ,ANANT RAJ LIMITED,11038585,70325.09
ANDHRAPAP,ANDHRA PAPER LIMITED,599632,500.82
ANDHRSUGAR,ANDHRA SUGARS LTD,479286,503.83
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,610092,17085.30
ANMOL,ANMOL INDIA LIMITED,500,0.08
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,105507,590.82
ANTHEM,ANTHEM BIOSCIENCES LTD,375134,2754.83
ANUHPHR,ANUH PHARMA LIMITED,27013,23.38
ANUP,THE ANUP ENGINEERING LTD,68310,1779.29
ANURAS,ANUPAM RASAYAN INDIA LTD,4179330,41666.16
AONEGOLD,AONEAMC - AONEGOLD,666824,79.55
AONELIQUID,AONEAMC - AONELIQUID,2,0.02
AONENIFTY,AONEAMC - AONENIFTY,50864,5.27
AONETOTAL,AONEAMC - AONETOTAL,98959,11.71
APARINDS,APAR INDUSTRIES LTD.,70631,5982.54
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,27760,116.88
APEX,APEX FROZEN FOODS LIMITED,328876,982.48
APLAPOLLO,APL APOLLO TUBES LTD,288952,5029.13
APLLTD,ALEMBIC PHARMA LTD,251362,2500.28
APOLLO,APOLLO MICRO SYSTEMS LTD,3310876,8605.42
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,230112,17294.03
APOLLOPIPE,APOLLO PIPES LIMITED,430703,1686.11
APOLLOTYRE,APOLLO TYRES LTD,649419,3282.15
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,225,3.77
APTECHT,APTECH LIMITED,335063,390.34
APTUS,APTUS VALUE HSG FIN I LTD,2705506,8462.69
ARCHIDPLY,ARCHIDPLY IND. LTD,602,0.62
ARE&M,AMARA RAJA ENERGY MOB LTD,1558582,16386.80
ARIES,ARIES AGRO LTD.,110631,435.03
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,871449,911.94
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,133373,566.52
ARISINFRA,ARISINFRA SOLUTIONS LTD,474409,755.60
ARKADE,ARKADE DEVELOPERS LIMITED,2977871,5291.96
ARMANFIN,ARMAN FIN SERV LTD,99050,1626.34
ARROWGREEN,ARROW GREENTECH LIMITED,12552,78.80
ARSSBL,ANAND RATHI SH N STK BR L,709780,4861.09
ARTEMISMED,ARTEMIS MED SERVICE LTD,246717,678.08
ARVIND,ARVIND LIMITED,989641,3389.98
ARVINDFASN,ARVIND FASHIONS LIMITED,500869,2635.74
ARVSMART,ARVIND SMARTSPACES LTD,148372,965.97
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,88423,805.15
ASAHISONG,ASAHI SONGWON COLOR LTD,232,0.70
ASAL,AUTOMOTIVE STAMPINGS & AS,34397,201.07
ASALCBR,ASSO ALCOHOLS & BREW LTD,159901,1615.55
ASHAPURMIN,ASHAPURA MINECHEM LTD,1450406,7272.79
ASHIANA,ASHIANA HOUSING LTD,77258,245.37
ASHIMASYN,ASHIMA LTD,24835,5.10
ASHOKA,ASHOKA BUILDCON LTD,4564146,9488.61
ASHOKAMET,ASHOKA METCAST LIMITED,18186,3.09
ASHOKLEY,ASHOK LEYLAND LTD,3568701,5004.35
ASIANENE,ASIAN ENERGY SERVICES LTD,574247,1962.73
ASIANPAINT,ASIAN PAINTS LIMITED,383886,10145.27
ASIANTILES,ASIAN GRANITO IND. LTD.,2478833,1662.27
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,366929,1838.99
ASMS,BARTRONICS INDIA LIMITED,3180,0.46
ASPINWALL,ASPINWALL & CO LTD,126,0.36
ASTEC,ASTEC LIFESCIENCES LTD,353192,3501.65
ASTERDM,ASTER DM HEALTHCARE LTD.,567442,3700.01
ASTRAL,ASTRAL LIMITED,681832,10504.99
ASTRAMICRO,ASTRA MICROWAVE LTD,2156953,19716.51
ASTRAZEN,ASTRAZENECA PHARMA IND LT,28280,2314.55
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1728600,11644.88
ATHERENERG,ATHER ENERGY LIMITED,592430,3706.01
ATL,ALLCARGO TERMINALS LTD,903942,378.43
ATLANTAELE,ATLANTA ELECTRICALS LTD,71784,709.13
ATUL,ATUL LTD,249833,15383.16
ATULAUTO,ATUL AUTO LIMITED,278493,1391.83
AUBANK,AU SMALL FINANCE BANK LTD,473515,3718.99
AURIONPRO,AURIONPRO SOLN LTD,512980,6215.83
AUROPHARMA,AUROBINDO PHARMA LTD,517668,6175.44
AURUM,AURUM PROPTECH LIMITED,224379,405.63
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,20127,363.83
AUTOBEES,NIPPONAMC - NETFAUTO,400830,1120.38
AUTOIETF,ICICIPRAMC - ICICIAUTO,756872,207.83
AUTOIND,AUTOLINE INDUSTRIES LTD,65842,52.42
AVADHSUGAR,AVADH SUG & ENERGY LTD,125108,628.15
AVALON,AVALON TECHNOLOGIES LTD,376700,3824.34
AVANTEL,AVANTEL LIMITED,7192513,12685.55
AVANTIFEED,AVANTI FEEDS LIMITED,854144,6567.50
AVG,AVG LOGISTICS LIMITED,1863,5.08
AVL,ADITYA VISION LIMITED,116719,612.87
AVONMORE,AVONMORE CAP&MGT SERV LTD,27230,5.13
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,59471,52.21
AWFIS,AWFIS SPACE SOLUTIONS LTD,791886,4767.11
AWHCL,ANTONY WASTE HDG CELL LTD,260688,1521.74
AWL,AWL AGRI BUSINESS LIMITED,3404510,9552.66
AXISBANK,AXIS BANK LIMITED,819056,9813.06
AXISBNKETF,AXISAMC - AXISBNKETF,563,3.37
AXISBPSETF,AXISAMC - AXISBPSETF,5160,0.67
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,11426,14.48
AXISGOLD,AXIS MF - AXIS GOLD ETF,2728336,2732.69
AXISHCETF,AXISAMC - AXISHCETF,6629,9.58
AXISILVER,AXISAMC - AXISILVER,786981,1282.89
AXISNIFTY,AXISAMC - AXISNIFTY,2770,7.56
AXISTECETF,AXISAMC - AXISTECETF,3575,14.46
AXISVALUE,AXISAMC - AXISVALUE,2862,0.86
AXITA,AXITA COTTON LIMITED,70508,8.49
AXSENSEX,AXISAMC - AXSENSEX,1660,1.43
AYMSYNTEX,AYM SYNTEX LIMITED,22051,42.39
AZAD,AZAD ENGINEERING LIMITED,491039,8262.57
BAIDFIN,BAID FINSERV LIMITED,31629,3.93
BAJAJ-AUTO,BAJAJ AUTO LIMITED,385156,34585.15
BAJAJCON,BAJAJ CONSUMER CARE LTD,2303845,6052.95
BAJAJELEC,BAJAJ ELECT.LTD,490541,2784.31
BAJAJFINSV,BAJAJ FINSERV LTD.,756596,15364.63
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,914044,4504.18
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,23966860,28143.98
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,25804876,6321.96
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,112464,13980.00
BAJAJINDEF,INDEF MANUFACTURING LTD,10953,40.85
BAJEL,BAJEL PROJECTS LIMITED,227533,463.85
BAJFINANCE,BAJAJ FINANCE LIMITED,3513806,34511.66
BALAJEE,SHREE TIRUPATI BALAJEE L,118926,60.70
BALAJITELE,BALAJI TELEFILMS LIMITED.,280729,351.68
BALAMINES,BALAJI AMINES LIMITED,355148,5345.40
BALAXI,BALAXI PHARMA LTD,64986,38.39
BALKRISIND,BALKRISHNA IND. LTD,150264,3761.80
BALMLAWRIE,BALMER LAWRIE & CO LTD,1611484,3573.91
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1070848,5402.17
BALUFORGE,BALU FORGE INDUSTRIES LTD,301605,1944.20
BANARBEADS,BANARAS BEADS LTD,450,0.61
BANARISUG,BANNARI AMMAN SUGARS LTD,431,15.71
BANCOINDIA,BANCO PRODUCTS (I) LTD,744569,5552.49
BANDHANBNK,BANDHAN BANK LIMITED,17915521,29982.58
BANKBARODA,BANK OF BARODA,5216471,13700.71
BANKBEES,NIP IND ETF BANK BEES,368273,2160.83
BANKBETF,BFAM - BANKBETF,25043,14.74
BANKETF,MIRAEAMC - BANKETF,3720,21.51
BANKETFADD,DSPAMC - DSPBANKETF,3888,2.27
BANKIETF,ICICIPRAMC - IPRU5008,219465,128.78
BANKINDIA,BANK OF INDIA,14841466,18766.36
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,8197,46.64
BANKPSU,MIRAEAMC - BANKPSU,17205,13.23
BANSALWIRE,BANSAL WIRE INDUSTRIES L,375303,1345.93
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,168671,8528.28
BASML,BANNARI AM SPIN MILL LTD.,63054,20.31
BATAINDIA,BATA INDIA LTD,529399,6132.13
BAYERCROP,BAYER CROPSCIENCE LTD,94303,4714.33
BBETF0432,EDELAMC - BBETF0432,21,0.27
BBL,BHARAT BIJLEE LTD,113141,3297.39
BBNPNBETF,BARODABNP - BBNPNBETF,1,0.00
BBNPPGOLD,BARODABNP - BBNPPGOLD,23784,28.62
BBOX,BLACK BOX LIMITED,888848,4911.91
BBTC,BOMBAY BURMAH TRADING COR,298059,5756.93
BCLIND,BCL INDUSTRIES LIMITED,1720188,720.40
BCONCEPTS,BRAND CONCEPTS LIMITED,24,0.10
BDL,BHARAT DYNAMICS LIMITED,3779647,63442.72
BEARDSELL,BEARDSELL LIMITED,10851,3.76
BECTORFOOD,MRS BECTORS FOOD SPE LTD,182477,2593.88
BEDMUTHA,BEDMUTHA INDUST LTD,8408,11.11
BEL,BHARAT ELECTRONICS LTD,23391000,92244.90
BELLACASA,BELLA CASA FASH AND RET L,10544,43.28
BELRISE,BELRISE INDUSTRIES LTD,11992328,18064.63
BEML,BEML LIMITED,1528942,32459.36
BEPL,BHANSALI ENG. POLYMERS LT,2905791,3328.12
BERGEPAINT,BERGER PAINTS (I) LTD,201150,1138.50
BESTAGRO,BEST AGROLIFE LIMITED,80746,357.83
BFINVEST,BF INVESTMENT LIMITED,97380,509.46
BFSI,MIRAEAMC - MAFSETF,888154,244.34
BFUTILITIE,BF UTILITIES LIMITED,7547,61.14
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,761012,2154.11
BHAGERIA,BHAGERIA INDUSTRIES LTD,169791,353.48
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,3500,5.42
BHANDARI,BHANDARI HOSIERY EXP LTD,908045,46.90
BHARATFORG,BHARAT FORGE LTD,569955,7734.04
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,17942,1939.66
BHARATSE,BHARAT SEATS LIMITED,39921,76.78
BHARATWIRE,BHARAT WIRE ROPES LTD.,914401,2024.80
BHARTIARTL,BHARTI AIRTEL LIMITED,1096847,22638.83
BHARTIHEXA,BHARTI HEXACOM LIMITED,149822,2728.66
BHEL,BHEL,8099886,20906.52
BIGBLOC,BIGBLOC CONSTRUCTION LTD,52792,57.51
BIKAJI,BIKAJI FOODS INTERN LTD,561226,4285.39
BIOCON,BIOCON LIMITED.,3259232,12711.60
BIRLACABLE,BIRLA CABLE LIMITED,18535,32.10
BIRLACORPN,BIRLA CORPORATION LTD,327070,4182.49
BIRLAMONEY,ADITYA BIRLA MONEY LTD,40311,69.99
BIRLANU,BIRLANU LIMITED,42486,886.35
BLACKBUCK,BLACKBUCK LIMITED,1294300,8563.13
BLAL,BEML LAND ASSETS LIMITED,91028,208.15
BLISSGVS,BLISS GVS PHARMA LTD,728024,1184.92
BLKASHYAP,B.L.KASHYAP & SON LTD,739155,493.69
BLS,BLS INTL SERVS LTD,7117257,26217.05
BLSE,BLS E-SERVICES LIMITED,199228,407.23
BLUEDART,BLUE DART EXPRESS LTD,87716,5602.35
BLUEJET,BLUE JET HEALTHCARE LTD,2300041,16544.82
BLUESTARCO,BLUE STAR LIMITED,219550,4104.58
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,233522,1526.09
BLUSPRING,BLUSPRING ENTERPRISES LTD,234766,195.47
BMWVENTLTD,BMW VENTURES LIMITED,38957,26.62
BODALCHEM,BODAL CHEMICALS LTD,696061,494.29
BOMDYEING,BOMBAY DYEING & MFG. CO L,6554600,10971.08
BORANA,BORANA WEAVES LIMITED,39127,108.33
BOROLTD,BOROSIL LIMITED,395772,1440.76
BORORENEW,BOROSIL RENEWABLES LTD,1951216,12106.04
BOROSCI,BOROSIL SCIENTIFIC LTD,199242,275.37
BOSCHLTD,BOSCH LIMITED,19328,7399.74
BPCL,BHARAT PETROLEUM CORP  LT,3049993,10687.55
BPL,BPL LTD,48284,38.68
BRIGADE,BRIGADE ENTER. LTD,564921,5838.08
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,184910,156.44
BRITANNIA,BRITANNIA INDUSTRIES LTD,98558,5786.44
BRNL,BHARAT ROAD NETWORK LTD,1400,0.36
BSE,BSE LIMITED,2321302,60323.10
BSE500IETF,ICICIPRAMC - ICICI500,534080,210.61
BSHSL,BOMBAY SUPER HYBRID SEEDS,2938,4.91
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,321107,348.77
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,132168,39.08
BSLSENETFG,BIRLASLAMC - BSLSENETFG,641,0.54
BSOFT,BIRLASOFT LIMITED,4468205,19451.22
BUTTERFLY,BTRFLY GANDHI APPL LTD,18380,141.83
BYKE,THE BYKE HOSPITALITY LTD,14499,9.89
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2201825,4377.60
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,901629,2592.59
CAMS,COMPUTER AGE MNGT SER LTD,885986,36134.92
CANBK,CANARA BANK,24272957,30204.98
CANFINHOME,CAN FIN HOMES LTD,327344,2710.33
CANHLIFE,CANARA HSBC LIFE INS CO L,15975,19.85
CANTABIL,CANTABIL RETAIL LTD,1373346,3563.12
CAPACITE,CAPACITE INFRAPROJECT LTD,1655845,5481.36
CAPITALSFB,CAPITAL SMALL FIN BANK L,131736,373.29
CAPLIPOINT,CAPLIN POINT LAB LTD.,130852,2712.38
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,366698,3574.61
CARERATING,CARE RATINGS LIMITED,139815,2460.08
CARRARO,CARRARO INDIA LIMITED,139482,719.23
CARTRADE,CARTRADE TECH LIMITED,1010387,25050.00
CARYSIL,CARYSIL LIMITED,166114,1596.13
CASHIETF,ICICIPRAMC - CASHIETF,7,0.07
CASTROLIND,CASTROL INDIA LIMITED,8034503,17149.39
CCCL,CONS. CONST. CONSORT LTD,3367,0.79
CCL,CCL PRODUCTS (I) LTD,220824,2078.98
CDSL,CENTRAL DEPO SER (I) LTD,5189845,83787.74
CEATLTD,CEAT LIMITED,171511,6723.85
CEIGALL,CEIGALL INDIA LIMITED,656751,1760.65
CELLO,CELLO WORLD LIMITED,740980,4730.68
CEMPRO,CEMINDIA PROJECTS LIMITED,731489,5278.16
CENTENKA,CENTURY ENKA LTD,49218,272.85
CENTRALBK,CENTRAL BANK OF INDIA,37189132,15441.63
CENTRUM,CENTRUM CAPITAL LIMITED,146909,48.25
CENTUM,CENTUM ELECTRONICS LTD,68748,1755.02
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,123879,1014.74
CERA,CERA SANITARYWARE LTD,58147,3715.58
CESC,CESC LTD,4137316,7118.64
CEWATER,CONCORD ENVIRO SYSTEMS L,70439,379.89
CGCL,CAPRI GLOBAL CAPITAL LTD,5053306,9418.99
CGPOWER,CG POWER AND IND SOL LTD,4540292,31900.63
CHALET,CHALET HOTELS LIMITED,298838,2795.01
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,5169327,27081.38
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,231487,593.47
CHEMFAB,CHEMFAB ALKALIS LIMITED,6776,45.16
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,245823,976.03
CHENNPETRO,CHENNAI PETROLEUM CORP LT,1032354,9290.41
CHEVIOT,CHEVIOT COMPANY LIMITED,1342,17.48
CHOICEIN,CHOICE INTERNATIONAL LTD,1623580,12445.13
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,262177,4364.37
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,94205,1824.70
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,436805,1954.81
CIFL,CAPITAL INDIA FINANCE LTD,25808,9.63
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,66583,1059.12
CIPLA,CIPLA LTD,712354,11118.63
CLEAN,CLEAN SCIENCE & TECH LTD,1279204,15510.07
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,247655,742.99
CMSINFO,CMS INFO SYSTEMS LIMITED,919980,3668.31
COALINDIA,COAL INDIA LTD,11945537,47224.89
COASTCORP,COASTAL CORPORATION LTD,18731,7.51
COCHINSHIP,COCHIN SHIPYARD LIMITED,3171590,61767.95
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,611480,10968.46
COHANCE,COHANCE LIFESCIENCES LTD,1360284,10658.30
COLPAL,COLGATE PALMOLIVE LTD.,733963,17182.28
COMMOIETF,ICICIPRAMC - ICICICOMMO,57907,53.46
COMPUSOFT,COMPUCOM SOFTWARE LTD,34581,7.46
COMSYN,COMMERCIAL SYN BAGS LTD,250,0.39
CONCOR,CONTAINER CORP OF IND LTD,4251925,24399.16
CONCORDBIO,CONCORD BIOTECH LIMITED,226986,3787.92
CONFIPET,CONFIDENCE PETRO IND LTD.,3593130,2147.31
CONS,KOTAKMAMC - KOTAKCONS,302,0.39
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1508,3.36
CONSUMBEES,NIP IND ETF CONSUMPTION,176664,240.27
CONSUMER,MIRAEAMC - CONSUMER,209887,25.55
CONSUMIETF,ICICIPRAMC - ICICICONSU,67555,84.46
CONTROLPR,CONTROL PRINT LIMITED,52321,412.39
CORALFINAC,CORAL INDIA FIN & HOUS LT,2486,1.07
CORDSCABLE,CORDS CABLE INDUS LTD.,7236,13.53
COROMANDEL,COROMANDEL INTERNTL. LTD,105405,2454.52
COSMOFIRST,COSMO FIRST LIMITED,442634,4314.61
CPPLUS,ADITYA INFOTECH LIMITED,50070,790.79
CPSEETF,CPSE ETF,2879079,2687.33
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,27048,1739.67
CRAMC,CANARA ROBECO AMC LIMITED,5816,17.75
CREATIVE,CREATIVE NEWTECH LIMITED,318064,2158.88
CREDITACC,CREDITACCESS GRAMEEN LTD,427458,5528.42
CREST,CREST VENTURES LIMITED,28248,119.08
CRISIL,CRISIL LTD,85234,4353.22
CRIZAC,CRIZAC LIMITED,822507,2546.65
CROMPTON,CROMPT GREA CON ELEC LTD,6903213,21398.67
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,654979,2562.42
CSLFINANCE,CSL FINANCE LIMITED,7200,22.84
CUB,CITY UNION BANK LTD,1165568,2924.88
CUMMINSIND,CUMMINS INDIA LTD,117526,4796.83
CUPID,CUPID LIMITED,18285792,27924.00
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,135,0.31
CYIENT,CYIENT LIMITED,805418,10314.08
CYIENTDLM,CYIENT DLM LIMITED,906091,4471.46
DABUR,DABUR INDIA LTD,1243734,6611.78
DALBHARAT,DALMIA BHARAT LIMITED,157685,3365.24
DALMIASUG,DALMIA BHARAT SUG IN LTD,17455,62.42
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1872337,4686.82
DATAMATICS,DATAMATICS GLOBAL SER LTD,414568,3613.44
DATAPATTNS,DATA PATTERNS INDIA LTD,460465,13238.84
DAVANGERE,DAVANGERE SUGAR COMPANY L,6004795,243.21
DBCORP,D.B.CORP LTD,151340,402.85
DBEIL,DEEPAK BUILDERS & ENG I L,222517,369.05
DBL,DILIP BUILDCON LIMITED,864485,4215.14
