sebi_report_as_on_reporting_date_03dec2025,unnamed_1,unnamed_2,unnamed_3
AFFLE,AFFLE 3I LIMITED,316949,5838.64
AFFORDABLE,AFFORD ROBO & AUTO LTD,7557,19.97
AFIL,AKME FINTRADE (INDIA) LTD,12332049,951.84
AFSL,ABANS FINANCIAL SRVCS LTD,28062,66.33
AGARIND,AGARWAL INDS CORP LTD.,59034,554.73
AGARWALEYE,DR AGARWALS HEALTH CARE L,145193,724.05
AGI,AGI GREENPAC LIMITED,461560,3929.60
AGIIL,AGI INFRA LIMITED,1720602,3764.93
AGRITECH,AGRI-TECH (INDIA) LIMITED,4534,7.59
AGSTRA,AGS TRANSACT TECH LTD,0,0.00
AHLADA,AHLADA ENGINEERS LIMITED,5776,5.39
AHLEAST,ASIAN HOTELS (EAST) LTD,1399,2.12
AHLUCONT,AHLUWALIA CONT IND LTD,249888,2530.57
AIAENG,AIA ENGINEERING LIMITED,39479,1422.41
AIIL,AUTHUM INVEST & INFRA LTD,101736,2906.91
AIRAN,AIRAN LIMITED,82230,22.90
AJANTPHARM,AJANTA PHARMA LIMITED,58778,1587.85
AJAXENGG,AJAX ENGINEERING LIMITED,134580,885.80
AJMERA,AJMERA REALTY & INF I LTD,176777,1716.06
AJOONI,AJOONI BIOTECH LIMITED,8101,0.45
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,26264,1.84
AKUMS,AKUMS DRUGS AND PHARMA L,441540,2198.55
AKZOINDIA,AKZO NOBEL INDIA LIMITED,36408,1300.50
ALANKIT,ALANKIT LIMITED,199086,28.72
ALBERTDAVD,ALBERT DAVID LIMITED,4254,34.52
ALEMBICLTD,ALEMBIC LIMITED,2086203,2411.94
ALICON,ALICON CASTALLOY LIMITED,14024,139.27
ALIVUS,ALIVUS LIFE SCIENCES LTD,199887,2041.48
ALKALI,ALKALI METALS LTD,690,0.65
ALKEM,ALKEM LABORATORIES LTD.,21432,1203.26
ALKYLAMINE,ALKYL AMINES CHEM. LTD,166716,3412.20
ALLCARGO,ALLCARGO LOGISTICS LTD,917659,304.82
ALLDIGI,ALLDIGI TECH LIMITED,27074,197.80
ALLTIME,ALL TIME PLASTICS LIMITED,182117,524.24
ALMONDZ,ALMONDZ GLOBAL SEC LTD,13539,2.86
ALOKINDS,ALOK INDUSTRIES LIMITED,15558908,2986.70
ALPA,ALPA LABORATORIES LTD,3698,3.81
ALPHA,KOTAKMAMC - KOTAKALPHA,3639711,1816.89
ALPHAETF,MIRAEAMC - ALPHAETF,1743541,448.77
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,13727,36.49
ALPL30IETF,ICICIPRAMC - ICICIALPLV,761382,217.21
AMANTA,AMANTA HEALTHCARE LIMITED,19083,22.41
AMBER,AMBER ENTERPRISES (I) LTD,260334,19852.06
AMBIKCO,AMBIKA COTTON MILL LTD.,13526,198.43
AMBUJACEM,AMBUJA CEMENTS LTD,2882574,16539.76
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,4758,11.76
AMRUTANJAN,AMRUTAJAN HEALTH LTD,41592,308.99
ANANDRATHI,ANAND RATHI WEALTH LTD,132993,3839.19
ANANTRAJ,ANANT RAJ LIMITED,11058514,70217.38
ANDHRAPAP,ANDHRA PAPER LIMITED,590621,494.20
ANDHRSUGAR,ANDHRA SUGARS LTD,479580,503.76
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,624012,17447.36
ANMOL,ANMOL INDIA LIMITED,500,0.08
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,106170,591.80
ANTHEM,ANTHEM BIOSCIENCES LTD,382130,2798.05
ANUHPHR,ANUH PHARMA LIMITED,26177,22.73
ANUP,THE ANUP ENGINEERING LTD,69876,1808.47
ANURAS,ANUPAM RASAYAN INDIA LTD,4171381,41603.72
AONEGOLD,AONEAMC - AONEGOLD,691855,82.60
AONELIQUID,AONEAMC - AONELIQUID,2,0.02
AONENIFTY,AONEAMC - AONENIFTY,44792,4.63
AONETOTAL,AONEAMC - AONETOTAL,116662,13.85
APARINDS,APAR INDUSTRIES LTD.,72942,6188.08
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,26941,113.35
APEX,APEX FROZEN FOODS LIMITED,282826,817.94
APLAPOLLO,APL APOLLO TUBES LTD,299938,5219.97
APLLTD,ALEMBIC PHARMA LTD,249203,2479.40
APOLLO,APOLLO MICRO SYSTEMS LTD,3271243,8492.48
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,242261,18155.47
APOLLOPIPE,APOLLO PIPES LIMITED,377352,1447.17
APOLLOTYRE,APOLLO TYRES LTD,518872,2580.03
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,228,3.80
APTECHT,APTECH LIMITED,333069,387.92
APTUS,APTUS VALUE HSG FIN I LTD,2680079,8363.99
ARCHIDPLY,ARCHIDPLY IND. LTD,600,0.61
ARE&M,AMARA RAJA ENERGY MOB LTD,1542369,16217.96
ARIES,ARIES AGRO LTD.,108849,428.29
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,874803,914.47
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,133161,565.62
ARISINFRA,ARISINFRA SOLUTIONS LTD,459746,732.07
ARKADE,ARKADE DEVELOPERS LIMITED,2946353,5230.83
ARMANFIN,ARMAN FIN SERV LTD,102870,1684.16
ARROWGREEN,ARROW GREENTECH LIMITED,12240,76.97
ARSSBL,ANAND RATHI SH N STK BR L,717250,4942.24
ARTEMISMED,ARTEMIS MED SERVICE LTD,259567,712.60
ARVIND,ARVIND LIMITED,969099,3316.48
ARVINDFASN,ARVIND FASHIONS LIMITED,516684,2712.97
ARVSMART,ARVIND SMARTSPACES LTD,146355,953.09
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,92616,849.91
ASAHISONG,ASAHI SONGWON COLOR LTD,232,0.70
ASAL,AUTOMOTIVE STAMPINGS & AS,33692,197.51
ASALCBR,ASSO ALCOHOLS & BREW LTD,157174,1587.20
ASHAPURMIN,ASHAPURA MINECHEM LTD,1448098,7279.18
ASHIANA,ASHIANA HOUSING LTD,74473,236.97
ASHIMASYN,ASHIMA LTD,33366,6.70
ASHOKA,ASHOKA BUILDCON LTD,4538609,9395.13
ASHOKAMET,ASHOKA METCAST LIMITED,18186,3.09
ASHOKLEY,ASHOK LEYLAND LTD,3662297,5215.16
ASIANENE,ASIAN ENERGY SERVICES LTD,575274,1965.25
ASIANPAINT,ASIAN PAINTS LIMITED,385142,10290.41
ASIANTILES,ASIAN GRANITO IND. LTD.,2502059,1676.72
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,361805,1813.95
ASMS,BARTRONICS INDIA LIMITED,8367,1.07
ASPINWALL,ASPINWALL & CO LTD,126,0.36
ASTEC,ASTEC LIFESCIENCES LTD,358413,3540.61
ASTERDM,ASTER DM HEALTHCARE LTD.,564755,3678.25
ASTRAL,ASTRAL LIMITED,707434,10858.23
ASTRAMICRO,ASTRA MICROWAVE LTD,2134746,19442.69
ASTRAZEN,ASTRAZENECA PHARMA IND LT,27417,2234.69
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1697854,11376.48
ATHERENERG,ATHER ENERGY LIMITED,633358,3989.74
ATL,ALLCARGO TERMINALS LTD,860045,362.42
ATLANTAELE,ATLANTA ELECTRICALS LTD,78827,772.17
ATUL,ATUL LTD,248531,15296.83
ATULAUTO,ATUL AUTO LIMITED,285416,1422.67
AUBANK,AU SMALL FINANCE BANK LTD,504030,4020.36
AURIONPRO,AURIONPRO SOLN LTD,516591,6252.51
AUROPHARMA,AUROBINDO PHARMA LTD,517563,6176.06
AURUM,AURUM PROPTECH LIMITED,224379,405.63
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,19804,358.72
AUTOBEES,NIPPONAMC - NETFAUTO,341858,953.17
AUTOIETF,ICICIPRAMC - ICICIAUTO,799861,220.42
AUTOIND,AUTOLINE INDUSTRIES LTD,67353,53.51
AVADHSUGAR,AVADH SUG & ENERGY LTD,124920,626.75
AVALON,AVALON TECHNOLOGIES LTD,354701,3571.85
AVANTEL,AVANTEL LIMITED,7246201,12754.92
AVANTIFEED,AVANTI FEEDS LIMITED,831227,6403.31
AVG,AVG LOGISTICS LIMITED,1863,5.08
AVL,ADITYA VISION LIMITED,125094,655.10
AVONMORE,AVONMORE CAP&MGT SERV LTD,27730,5.22
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,52124,46.63
AWFIS,AWFIS SPACE SOLUTIONS LTD,800948,4805.86
AWHCL,ANTONY WASTE HDG CELL LTD,266415,1546.35
AWL,AWL AGRI BUSINESS LIMITED,3601389,10027.89
AXISBANK,AXIS BANK LIMITED,832857,9983.98
AXISBNKETF,AXISAMC - AXISBNKETF,213,1.27
AXISBPSETF,AXISAMC - AXISBPSETF,8136,1.07
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,11396,14.44
AXISGOLD,AXIS MF - AXIS GOLD ETF,2747331,2754.93
AXISHCETF,AXISAMC - AXISHCETF,6779,9.81
AXISILVER,AXISAMC - AXISILVER,713578,1162.26
AXISNIFTY,AXISAMC - AXISNIFTY,4014,11.15
AXISTECETF,AXISAMC - AXISTECETF,3494,14.14
AXISVALUE,AXISAMC - AXISVALUE,2363,0.72
AXITA,AXITA COTTON LIMITED,286001,30.16
AXSENSEX,AXISAMC - AXSENSEX,1860,1.61
AYMSYNTEX,AYM SYNTEX LIMITED,22301,42.79
AZAD,AZAD ENGINEERING LIMITED,497355,8367.65
BAIDFIN,BAID FINSERV LIMITED,31629,3.93
BAJAJ-AUTO,BAJAJ AUTO LIMITED,403553,36239.97
BAJAJCON,BAJAJ CONSUMER CARE LTD,2340898,6154.87
BAJAJELEC,BAJAJ ELECT.LTD,488153,2768.72
BAJAJFINSV,BAJAJ FINSERV LTD.,778728,15817.42
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,921081,4533.43
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,34079409,37801.39
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,25733000,6293.37
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,117397,14503.03
BAJAJINDEF,INDEF MANUFACTURING LTD,10859,40.53
BAJEL,BAJEL PROJECTS LIMITED,227895,464.40
BAJFINANCE,BAJAJ FINANCE LIMITED,3527877,34669.47
BALAJEE,SHREE TIRUPATI BALAJEE L,120455,61.32
BALAJITELE,BALAJI TELEFILMS LIMITED.,291547,363.99
BALAMINES,BALAJI AMINES LIMITED,354821,5336.75
BALAXI,BALAXI PHARMA LTD,64986,38.39
BALKRISIND,BALKRISHNA IND. LTD,132525,3370.20
BALMLAWRIE,BALMER LAWRIE & CO LTD,1604503,3556.55
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1063085,5361.04
BALUFORGE,BALU FORGE INDUSTRIES LTD,295951,1907.37
BANARBEADS,BANARAS BEADS LTD,500,0.68
BANARISUG,BANNARI AMMAN SUGARS LTD,430,15.66
BANCOINDIA,BANCO PRODUCTS (I) LTD,741783,5518.05
BANDHANBNK,BANDHAN BANK LIMITED,18076620,30170.30
BANKBARODA,BANK OF BARODA,5370623,14223.07
BANKBEES,NIP IND ETF BANK BEES,386526,2275.31
BANKBETF,BFAM - BANKBETF,25226,14.85
BANKETF,MIRAEAMC - BANKETF,3730,21.57
BANKETFADD,DSPAMC - DSPBANKETF,3364,1.99
BANKIETF,ICICIPRAMC - IPRU5008,172635,101.09
BANKINDIA,BANK OF INDIA,15413228,19598.04
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,12347,72.16
BANKPSU,MIRAEAMC - BANKPSU,18836,14.59
BANSALWIRE,BANSAL WIRE INDUSTRIES L,410575,1457.39
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,168188,8498.74
BASML,BANNARI AM SPIN MILL LTD.,51940,16.91
BATAINDIA,BATA INDIA LTD,541441,6230.62
BAYERCROP,BAYER CROPSCIENCE LTD,99450,4926.11
BBETF0432,EDELAMC - BBETF0432,23,0.30
BBL,BHARAT BIJLEE LTD,112471,3277.02
BBNPNBETF,BARODABNP - BBNPNBETF,1,0.00
BBNPPGOLD,BARODABNP - BBNPPGOLD,24157,29.08
BBOX,BLACK BOX LIMITED,944955,5213.37
BBTC,BOMBAY BURMAH TRADING COR,296735,5728.80
BCLIND,BCL INDUSTRIES LIMITED,1723762,718.22
BCONCEPTS,BRAND CONCEPTS LIMITED,22,0.09
BDL,BHARAT DYNAMICS LIMITED,4002889,66758.48
BEARDSELL,BEARDSELL LIMITED,5851,1.97
BECTORFOOD,MRS BECTORS FOOD SPE LTD,176833,2511.68
BEDMUTHA,BEDMUTHA INDUST LTD,7778,10.37
BEL,BHARAT ELECTRONICS LTD,25901588,102490.05
BELLACASA,BELLA CASA FASH AND RET L,10544,43.28
BELRISE,BELRISE INDUSTRIES LTD,11778666,17756.83
BEML,BEML LIMITED,1523251,32213.96
BEPL,BHANSALI ENG. POLYMERS LT,2893564,3312.24
BERGEPAINT,BERGER PAINTS (I) LTD,198232,1122.24
BESTAGRO,BEST AGROLIFE LIMITED,160812,676.44
BFINVEST,BF INVESTMENT LIMITED,94980,497.50
BFSI,MIRAEAMC - MAFSETF,960065,264.85
BFUTILITIE,BF UTILITIES LIMITED,7452,60.41
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,761063,2151.78
BHAGERIA,BHAGERIA INDUSTRIES LTD,178810,369.61
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,3500,5.42
BHANDARI,BHANDARI HOSIERY EXP LTD,908045,46.90
BHARATFORG,BHARAT FORGE LTD,544151,7380.71
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,17868,1931.02
BHARATSE,BHARAT SEATS LIMITED,40059,77.03
BHARATWIRE,BHARAT WIRE ROPES LTD.,896305,1973.90
BHARTIARTL,BHARTI AIRTEL LIMITED,1119794,23142.57
BHARTIHEXA,BHARTI HEXACOM LIMITED,153076,2782.02
BHEL,BHEL,8238058,21309.31
BIGBLOC,BIGBLOC CONSTRUCTION LTD,56447,60.03
BIKAJI,BIKAJI FOODS INTERN LTD,546138,4163.53
BIOCON,BIOCON LIMITED.,3130686,12213.94
BIRLACABLE,BIRLA CABLE LIMITED,20142,34.39
BIRLACORPN,BIRLA CORPORATION LTD,329883,4209.12
BIRLAMONEY,ADITYA BIRLA MONEY LTD,44251,75.99
BIRLANU,BIRLANU LIMITED,42237,878.49
BLACKBUCK,BLACKBUCK LIMITED,1264275,8385.06
BLAL,BEML LAND ASSETS LIMITED,92518,211.15
BLISSGVS,BLISS GVS PHARMA LTD,744744,1206.39
BLKASHYAP,B.L.KASHYAP & SON LTD,732965,490.11
BLS,BLS INTL SERVS LTD,7139528,26278.86
BLSE,BLS E-SERVICES LIMITED,204582,419.06
BLUEDART,BLUE DART EXPRESS LTD,87100,5555.09
BLUEJET,BLUE JET HEALTHCARE LTD,2281945,16416.32
BLUESTARCO,BLUE STAR LIMITED,226029,4218.85
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,227508,1479.45
BLUSPRING,BLUSPRING ENTERPRISES LTD,228826,190.58
BMWVENTLTD,BMW VENTURES LIMITED,42517,28.70
BODALCHEM,BODAL CHEMICALS LTD,698113,491.37
BOMDYEING,BOMBAY DYEING & MFG. CO L,6563566,10971.92
BORANA,BORANA WEAVES LIMITED,20087,55.14
BOROLTD,BOROSIL LIMITED,401357,1457.65
BORORENEW,BOROSIL RENEWABLES LTD,1981994,12261.27
BOROSCI,BOROSIL SCIENTIFIC LTD,199905,276.12
BOSCHLTD,BOSCH LIMITED,18604,7131.27
BPCL,BHARAT PETROLEUM CORP  LT,3003912,10512.20
BPL,BPL LTD,48283,38.68
BRIGADE,BRIGADE ENTER. LTD,564585,5820.58
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,187816,158.48
BRITANNIA,BRITANNIA INDUSTRIES LTD,93828,5509.65
BRNL,BHARAT ROAD NETWORK LTD,1900,0.48
BSE,BSE LIMITED,2350669,61264.51
BSE500IETF,ICICIPRAMC - ICICI500,536025,211.40
BSHSL,BOMBAY SUPER HYBRID SEEDS,2938,4.91
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,322851,350.91
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,151684,45.05
BSLSENETFG,BIRLASLAMC - BSLSENETFG,430,0.36
BSOFT,BIRLASOFT LIMITED,3797475,16845.75
BUTTERFLY,BTRFLY GANDHI APPL LTD,16233,125.08
BYKE,THE BYKE HOSPITALITY LTD,6199,4.02
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2157715,4301.04
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,893644,2569.84
CAMS,COMPUTER AGE MNGT SER LTD,897706,36525.77
CANBK,CANARA BANK,24302310,30437.09
CANFINHOME,CAN FIN HOMES LTD,341806,2850.07
CANHLIFE,CANARA HSBC LIFE INS CO L,13475,16.70
CANTABIL,CANTABIL RETAIL LTD,1370832,3556.48
CAPACITE,CAPACITE INFRAPROJECT LTD,1674291,5527.51
CAPITALSFB,CAPITAL SMALL FIN BANK L,131160,371.45
CAPLIPOINT,CAPLIN POINT LAB LTD.,130081,2692.31
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,355175,3470.13
CARERATING,CARE RATINGS LIMITED,137147,2415.22
CARRARO,CARRARO INDIA LIMITED,131727,683.44
CARTRADE,CARTRADE TECH LIMITED,1012586,25111.79
CARYSIL,CARYSIL LIMITED,156911,1516.00
CASHIETF,ICICIPRAMC - CASHIETF,407,4.23
CASTROLIND,CASTROL INDIA LIMITED,8044983,17154.35
CCCL,CONS. CONST. CONSORT LTD,3367,0.79
CCL,CCL PRODUCTS (I) LTD,209395,1964.48
CDSL,CENTRAL DEPO SER (I) LTD,5456765,87934.85
CEATLTD,CEAT LIMITED,162993,6407.12
CEIGALL,CEIGALL INDIA LIMITED,656406,1757.56
CELLO,CELLO WORLD LIMITED,738863,4713.22
CEMPRO,CEMINDIA PROJECTS LIMITED,719271,5173.86
CENTENKA,CENTURY ENKA LTD,49253,272.66
CENTRALBK,CENTRAL BANK OF INDIA,37760091,15641.82
CENTRUM,CENTRUM CAPITAL LIMITED,112436,36.78
CENTUM,CENTUM ELECTRONICS LTD,69012,1760.78
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,125325,1026.92
CERA,CERA SANITARYWARE LTD,57800,3686.86
CESC,CESC LTD,3970661,6831.50
CEWATER,CONCORD ENVIRO SYSTEMS L,69472,373.83
CGCL,CAPRI GLOBAL CAPITAL LTD,5048968,9403.59
CGPOWER,CG POWER AND IND SOL LTD,4555934,31938.07
CHALET,CHALET HOTELS LIMITED,263535,2477.16
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,5181074,27089.27
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,222090,568.87
CHEMFAB,CHEMFAB ALKALIS LIMITED,6228,42.32
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,246415,975.87
CHENNPETRO,CHENNAI PETROLEUM CORP LT,947079,8477.54
CHEVIOT,CHEVIOT COMPANY LIMITED,1322,17.23
CHOICEIN,CHOICE INTERNATIONAL LTD,1745755,13400.90
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,296179,4939.20
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,90344,1755.38
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,434358,1941.40
CIFL,CAPITAL INDIA FINANCE LTD,177139,65.45
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,63177,998.13
CIPLA,CIPLA LTD,715818,11166.69
CLEAN,CLEAN SCIENCE & TECH LTD,1282061,15415.49
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,248060,743.49
CMSINFO,CMS INFO SYSTEMS LIMITED,918203,3657.03
COALINDIA,COAL INDIA LTD,11896345,47006.84
COASTCORP,COASTAL CORPORATION LTD,8272,3.35
COCHINSHIP,COCHIN SHIPYARD LIMITED,3176120,61744.00
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,628269,11319.74
COHANCE,COHANCE LIFESCIENCES LTD,1362505,10638.55
COLPAL,COLGATE PALMOLIVE LTD.,761842,17770.01
COMMOIETF,ICICIPRAMC - ICICICOMMO,59091,54.54
COMPUSOFT,COMPUCOM SOFTWARE LTD,34581,7.46
COMSYN,COMMERCIAL SYN BAGS LTD,250,0.39
CONCOR,CONTAINER CORP OF IND LTD,4254634,24381.24
CONCORDBIO,CONCORD BIOTECH LIMITED,228660,3808.02
CONFIPET,CONFIDENCE PETRO IND LTD.,3643285,2164.98
CONS,KOTAKMAMC - KOTAKCONS,302,0.39
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1508,3.36
CONSUMBEES,NIP IND ETF CONSUMPTION,174735,237.61
CONSUMER,MIRAEAMC - CONSUMER,211744,25.77
CONSUMIETF,ICICIPRAMC - ICICICONSU,64875,81.11
CONTROLPR,CONTROL PRINT LIMITED,51569,406.40
CORALFINAC,CORAL INDIA FIN & HOUS LT,3153,1.34
CORDSCABLE,CORDS CABLE INDUS LTD.,7861,14.83
COROMANDEL,COROMANDEL INTERNTL. LTD,114412,2668.75
COSMOFIRST,COSMO FIRST LIMITED,438997,4281.35
CPPLUS,ADITYA INFOTECH LIMITED,49867,788.50
CPSEETF,CPSE ETF,2950072,2750.89
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,26092,1737.89
CRAMC,CANARA ROBECO AMC LIMITED,32609,97.70
CREATIVE,CREATIVE NEWTECH LIMITED,280722,1873.91
CREDITACC,CREDITACCESS GRAMEEN LTD,429760,5559.47
CREST,CREST VENTURES LIMITED,28248,119.07
CRISIL,CRISIL LTD,85245,4346.51
CRIZAC,CRIZAC LIMITED,820699,2539.73
CROMPTON,CROMPT GREA CON ELEC LTD,6943108,21454.39
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,674167,2637.01
CSLFINANCE,CSL FINANCE LIMITED,7185,22.80
CUB,CITY UNION BANK LTD,1337716,3401.61
CUMMINSIND,CUMMINS INDIA LTD,127861,5283.81
CUPID,CUPID LIMITED,18415295,28406.49
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,135,0.31
CYIENT,CYIENT LIMITED,771114,9900.94
CYIENTDLM,CYIENT DLM LIMITED,847910,4193.36
DABUR,DABUR INDIA LTD,1284175,6815.48
DALBHARAT,DALMIA BHARAT LIMITED,158164,3370.15
DALMIASUG,DALMIA BHARAT SUG IN LTD,17883,63.70
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1915512,4755.41
DATAMATICS,DATAMATICS GLOBAL SER LTD,408684,3556.89
DATAPATTNS,DATA PATTERNS INDIA LTD,466634,13396.16
DAVANGERE,DAVANGERE SUGAR COMPANY L,5985963,242.62
DBCORP,D.B.CORP LTD,150453,400.46
DBEIL,DEEPAK BUILDERS & ENG I L,202947,338.09
DBL,DILIP BUILDCON LIMITED,860539,4192.46
DBOL,DHAMPUR BIO ORGANICS LTD,35746,31.68
