sebi_report_as_on_reporting_date_17nov2025,unnamed_1,unnamed_2,unnamed_3
ADANIGREEN,ADANI GREEN ENERGY LTD,2519246,26986.09
ADANIPORTS,ADANI PORT & SEZ LTD,1655356,23381.48
ADANIPOWER,ADANI POWER LTD,31630410,47908.28
ADFFOODS,ADF FOODS LIMITED,787880,2019.42
ADOR,ADOR WELDING LTD,49677,557.88
ADSL,ALLIED DIGITAL SERV. LTD,338322,657.50
ADVANCE,ADVANCE AGROLIFE LIMITED,482373,698.29
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,27989,17.78
ADVENTHTL,ADVENT HOTELS INTERNATI L,2018,6.29
ADVENZYMES,ADVANCED ENZYME TECH LTD,708282,2492.72
AEGISLOG,AEGIS LOGISTICS LIMITED,1119037,8978.84
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,375874,1005.78
AEROENTER,AEROFLEX ENTERPRISES LTD,910276,917.43
AEROFLEX,AEROFLEX INDUSTRIES LTD,2458678,4705.30
AETHER,AETHER INDUSTRIES LIMITED,370240,2889.68
AFCONS,AFCONS INFRASTRUCTURE LTD,1429194,6388.68
AFFLE,AFFLE 3I LIMITED,284339,5339.84
AFFORDABLE,AFFORD ROBO & AUTO LTD,12299,31.97
AFIL,AKME FINTRADE (INDIA) LTD,12459477,963.52
AFSL,ABANS FINANCIAL SRVCS LTD,27482,65.20
AGARIND,AGARWAL INDS CORP LTD.,53138,514.64
AGARWALEYE,DR AGARWALS HEALTH CARE L,113957,555.90
AGI,AGI GREENPAC LIMITED,510397,4419.26
AGIIL,AGI INFRA LIMITED,2029091,4257.94
AGRITECH,AGRI-TECH (INDIA) LIMITED,2549,4.82
AGSTRA,AGS TRANSACT TECH LTD,497,0.37
AHLADA,AHLADA ENGINEERS LIMITED,5737,5.37
AHLEAST,ASIAN HOTELS (EAST) LTD,1401,2.12
AHLUCONT,AHLUWALIA CONT IND LTD,283783,2864.05
AIAENG,AIA ENGINEERING LIMITED,44516,1550.19
AIIL,AUTHUM INVEST & INFRA LTD,92488,2672.77
AIRAN,AIRAN LIMITED,80536,22.60
AJANTPHARM,AJANTA PHARMA LIMITED,62112,1678.00
AJAXENGG,AJAX ENGINEERING LIMITED,138286,909.62
AJMERA,AJMERA REALTY & INF I LTD,179735,1737.32
AJOONI,AJOONI BIOTECH LIMITED,7049,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,1052,0.08
AKUMS,AKUMS DRUGS AND PHARMA L,445831,2243.18
AKZOINDIA,AKZO NOBEL INDIA LIMITED,26648,943.46
ALANKIT,ALANKIT LIMITED,205213,29.62
ALBERTDAVD,ALBERT DAVID LIMITED,3752,30.61
ALEMBICLTD,ALEMBIC LIMITED,2151259,2492.87
ALICON,ALICON CASTALLOY LIMITED,13195,133.26
ALIVUS,ALIVUS LIFE SCIENCES LTD,214230,2190.90
ALKALI,ALKALI METALS LTD,690,0.66
ALKEM,ALKEM LABORATORIES LTD.,21942,1230.24
ALKYLAMINE,ALKYL AMINES CHEM. LTD,173673,3564.95
ALLCARGO,ALLCARGO LOGISTICS LTD,746021,306.65
ALLDIGI,ALLDIGI TECH LIMITED,27811,205.86
ALLTIME,ALL TIME PLASTICS LIMITED,168483,488.26
ALMONDZ,ALMONDZ GLOBAL SEC LTD,14119,2.99
ALOKINDS,ALOK INDUSTRIES LIMITED,15742404,2978.87
ALPA,ALPA LABORATORIES LTD,3698,3.81
ALPHA,KOTAKMAMC - KOTAKALPHA,3942483,1955.15
ALPHAETF,MIRAEAMC - ALPHAETF,1761705,447.08
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14332,38.07
ALPL30IETF,ICICIPRAMC - ICICIALPLV,790773,225.30
AMANTA,AMANTA HEALTHCARE LIMITED,15341,19.24
AMBER,AMBER ENTERPRISES (I) LTD,215712,16785.61
AMBIKCO,AMBIKA COTTON MILL LTD.,14216,209.94
AMBUJACEM,AMBUJA CEMENTS LTD,2625564,15213.62
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,2375,6.97
AMRUTANJAN,AMRUTAJAN HEALTH LTD,42420,317.94
ANANDRATHI,ANAND RATHI WEALTH LTD,118874,3466.92
ANANTRAJ,ANANT RAJ LIMITED,10579742,69154.60
ANDHRAPAP,ANDHRA PAPER LIMITED,610311,509.98
ANDHRSUGAR,ANDHRA SUGARS LTD,476293,503.30
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,596073,16620.75
ANMOL,ANMOL INDIA LIMITED,300,0.05
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,121748,774.52
ANTHEM,ANTHEM BIOSCIENCES LTD,397311,2957.12
ANUHPHR,ANUH PHARMA LIMITED,19565,17.50
ANUP,THE ANUP ENGINEERING LTD,73393,1917.60
ANURAS,ANUPAM RASAYAN INDIA LTD,4324849,42889.75
AONEGOLD,AONEAMC - AONEGOLD,770361,91.64
AONELIQUID,AONEAMC - AONELIQUID,9,0.09
AONENIFTY,AONEAMC - AONENIFTY,46433,4.78
AONETOTAL,AONEAMC - AONETOTAL,79071,9.29
APARINDS,APAR INDUSTRIES LTD.,70586,5909.20
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,29559,124.07
APEX,APEX FROZEN FOODS LIMITED,180209,461.76
APLAPOLLO,APL APOLLO TUBES LTD,263751,4607.70
APLLTD,ALEMBIC PHARMA LTD,216254,2179.70
APOLLO,APOLLO MICRO SYSTEMS LTD,3467544,9019.87
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,165836,12636.03
APOLLOPIPE,APOLLO PIPES LIMITED,514127,1962.94
APOLLOTYRE,APOLLO TYRES LTD,764385,3871.54
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,321836,378.82
APTUS,APTUS VALUE HSG FIN I LTD,2648268,8369.76
ARCHIDPLY,ARCHIDPLY IND. LTD,710,0.72
ARE&M,AMARA RAJA ENERGY MOB LTD,1542832,16302.06
ARIES,ARIES AGRO LTD.,104421,412.90
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,766065,810.72
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,136790,581.81
ARISINFRA,ARISINFRA SOLUTIONS LTD,514370,830.58
ARKADE,ARKADE DEVELOPERS LIMITED,2887292,5160.91
ARMANFIN,ARMAN FIN SERV LTD,89999,1470.30
ARROWGREEN,ARROW GREENTECH LIMITED,12858,81.00
ARSSBL,ANAND RATHI SH N STK BR L,522569,3485.41
ARTEMISMED,ARTEMIS MED SERVICE LTD,161600,423.36
ARVIND,ARVIND LIMITED,1079273,3666.59
ARVINDFASN,ARVIND FASHIONS LIMITED,541427,2848.00
ARVSMART,ARVIND SMARTSPACES LTD,167522,1110.02
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,88968,788.77
ASAHISONG,ASAHI SONGWON COLOR LTD,542,1.59
ASAL,AUTOMOTIVE STAMPINGS & AS,34933,204.56
ASALCBR,ASSO ALCOHOLS & BREW LTD,159800,1623.62
ASHAPURMIN,ASHAPURA MINECHEM LTD,1464194,7131.76
ASHIANA,ASHIANA HOUSING LTD,80656,255.72
ASHIMASYN,ASHIMA LTD,18563,3.87
ASHOKA,ASHOKA BUILDCON LTD,4403566,9288.71
ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07
ASHOKLEY,ASHOK LEYLAND LTD,4693406,6385.78
ASIANENE,ASIAN ENERGY SERVICES LTD,591134,2028.31
ASIANPAINT,ASIAN PAINTS LIMITED,365131,9460.15
ASIANTILES,ASIAN GRANITO IND. LTD.,1396553,934.78
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,423786,2114.91
ASMS,BARTRONICS INDIA LIMITED,3669,0.54
ASPINWALL,ASPINWALL & CO LTD,126,0.36
ASTEC,ASTEC LIFESCIENCES LTD,354808,3435.54
ASTERDM,ASTER DM HEALTHCARE LTD.,397785,2537.83
ASTRAL,ASTRAL LIMITED,702735,10855.12
ASTRAMICRO,ASTRA MICROWAVE LTD,2153658,19815.32
ASTRAZEN,ASTRAZENECA PHARMA IND LT,28763,2362.38
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1721593,11717.05
ATHERENERG,ATHER ENERGY LIMITED,764834,4772.80
ATL,ALLCARGO TERMINALS LTD,910294,387.63
ATLANTAELE,ATLANTA ELECTRICALS LTD,61692,615.25
ATUL,ATUL LTD,259388,16040.99
ATULAUTO,ATUL AUTO LIMITED,272333,1370.31
AUBANK,AU SMALL FINANCE BANK LTD,504555,3841.84
AURIONPRO,AURIONPRO SOLN LTD,463525,5714.68
AUROPHARMA,AUROBINDO PHARMA LTD,497953,5898.79
AURUM,AURUM PROPTECH LIMITED,225743,408.19
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,24846,448.23
AUTOBEES,NIPPONAMC - NETFAUTO,241687,658.62
AUTOIETF,ICICIPRAMC - ICICIAUTO,871478,238.27
AUTOIND,AUTOLINE INDUSTRIES LTD,65876,52.45
AVADHSUGAR,AVADH SUG & ENERGY LTD,155913,792.24
AVALON,AVALON TECHNOLOGIES LTD,323009,3339.67
AVANTEL,AVANTEL LIMITED,7071368,12639.72
AVANTIFEED,AVANTI FEEDS LIMITED,1219848,9114.61
AVG,AVG LOGISTICS LIMITED,1906,5.18
AVL,ADITYA VISION LIMITED,131342,693.48
AVONMORE,AVONMORE CAP&MGT SERV LTD,12210,2.31
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,74748,63.71
AWFIS,AWFIS SPACE SOLUTIONS LTD,790179,4810.36
AWHCL,ANTONY WASTE HDG CELL LTD,273952,1619.73
AWL,AWL AGRI BUSINESS LIMITED,2955934,8376.72
AXISBANK,AXIS BANK LIMITED,1068099,12681.08
AXISBNKETF,AXISAMC - AXISBNKETF,498,2.94
AXISBPSETF,AXISAMC - AXISBPSETF,3101,0.40
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,12068,15.30
AXISGOLD,AXIS MF - AXIS GOLD ETF,2871539,2881.30
AXISHCETF,AXISAMC - AXISHCETF,7088,10.26
AXISILVER,AXISAMC - AXISILVER,899435,1462.75
AXISNIFTY,AXISAMC - AXISNIFTY,23017,65.18
AXISTECETF,AXISAMC - AXISTECETF,5221,21.26
AXISVALUE,AXISAMC - AXISVALUE,2521,0.76
AXITA,AXITA COTTON LIMITED,55825,6.96
AXSENSEX,AXISAMC - AXSENSEX,1842,1.57
AYMSYNTEX,AYM SYNTEX LIMITED,22138,42.54
AZAD,AZAD ENGINEERING LIMITED,561097,9422.67
BAIDFIN,BAID FINSERV LIMITED,31629,3.93
BAJAJ-AUTO,BAJAJ AUTO LIMITED,399171,35650.78
BAJAJCON,BAJAJ CONSUMER CARE LTD,2096124,5470.40
BAJAJELEC,BAJAJ ELECT.LTD,460846,2660.44
BAJAJFINSV,BAJAJ FINSERV LTD.,770430,15586.41
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,905531,4491.50
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,23613091,27991.46
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,25243890,6231.28
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,81139,10420.45
BAJAJINDEF,INDEF MANUFACTURING LTD,11995,45.95
BAJEL,BAJEL PROJECTS LIMITED,221677,452.08
BAJFINANCE,BAJAJ FINANCE LIMITED,3549955,34823.13
BALAJEE,SHREE TIRUPATI BALAJEE L,124250,63.88
BALAJITELE,BALAJI TELEFILMS LIMITED.,96473,119.25
BALAMINES,BALAJI AMINES LIMITED,287889,4618.24
BALAXI,BALAXI PHARMA LTD,71404,42.66
BALKRISIND,BALKRISHNA IND. LTD,143077,3608.81
BALMLAWRIE,BALMER LAWRIE & CO LTD,1730483,3848.31
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1016692,5190.95
BALUFORGE,BALU FORGE INDUSTRIES LTD,321542,2062.66
BANARBEADS,BANARAS BEADS LTD,350,0.48
BANARISUG,BANNARI AMMAN SUGARS LTD,653,23.85
BANCOINDIA,BANCO PRODUCTS (I) LTD,526006,4026.16
BANDHANBNK,BANDHAN BANK LIMITED,17300280,29226.72
BANKBARODA,BANK OF BARODA,5360025,13941.90
BANKBEES,NIP IND ETF BANK BEES,367199,2125.00
BANKBETF,BFAM - BANKBETF,26693,15.58
BANKETF,MIRAEAMC - BANKETF,14195,83.40
BANKETFADD,DSPAMC - DSPBANKETF,3876,2.25
BANKIETF,ICICIPRAMC - IPRU5008,205606,118.70
BANKINDIA,BANK OF INDIA,15392966,19219.57
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,10848,61.89
BANKPSU,MIRAEAMC - BANKPSU,16774,12.79
BANSALWIRE,BANSAL WIRE INDUSTRIES L,212667,824.51
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,170575,8758.15
BASML,BANNARI AM SPIN MILL LTD.,65110,19.63
BATAINDIA,BATA INDIA LTD,491122,5803.51
BAYERCROP,BAYER CROPSCIENCE LTD,99039,4985.45
BBETF0432,EDELAMC - BBETF0432,151,1.95
BBL,BHARAT BIJLEE LTD,104751,3065.63
BBNPNBETF,BARODABNP - BBNPNBETF,11,0.01
BBNPPGOLD,BARODABNP - BBNPPGOLD,24225,29.14
BBOX,BLACK BOX LIMITED,954457,5271.21
BBTC,BOMBAY BURMAH TRADING COR,223455,4349.68
BCLIND,BCL INDUSTRIES LIMITED,1612626,700.58
BCONCEPTS,BRAND CONCEPTS LIMITED,24,0.10
BDL,BHARAT DYNAMICS LIMITED,3525024,59830.76
BEARDSELL,BEARDSELL LIMITED,10551,3.70
BECTORFOOD,MRS BECTORS FOOD SPE LTD,191017,2716.70
BEDMUTHA,BEDMUTHA INDUST LTD,6273,8.88
BEL,BHARAT ELECTRONICS LTD,21496714,84257.71
BELLACASA,BELLA CASA FASH AND RET L,12564,52.40
BELRISE,BELRISE INDUSTRIES LTD,11875512,17600.62
BEML,BEML LIMITED,1462025,31477.98
BEPL,BHANSALI ENG. POLYMERS LT,2958225,3413.84
BERGEPAINT,BERGER PAINTS (I) LTD,224245,1262.54
BESTAGRO,BEST AGROLIFE LIMITED,78795,337.59
BFINVEST,BF INVESTMENT LIMITED,98592,521.05
BFSI,MIRAEAMC - MAFSETF,1044845,285.29
BFUTILITIE,BF UTILITIES LIMITED,10910,87.83
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,624388,1810.25
BHAGERIA,BHAGERIA INDUSTRIES LTD,153368,328.61
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,6811,10.21
BHANDARI,BHANDARI HOSIERY EXP LTD,907045,46.86
BHARATFORG,BHARAT FORGE LTD,634879,8430.35
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,19322,2102.21
BHARATSE,BHARAT SEATS LIMITED,39512,76.11
BHARATWIRE,BHARAT WIRE ROPES LTD.,924498,2055.86
BHARTIARTL,BHARTI AIRTEL LIMITED,715571,14303.42
BHARTIHEXA,BHARTI HEXACOM LIMITED,136697,2505.48
BHEL,BHEL,8636314,21945.38
BIGBLOC,BIGBLOC CONSTRUCTION LTD,67862,65.59
BIKAJI,BIKAJI FOODS INTERN LTD,601284,4589.88
BIOCON,BIOCON LIMITED.,2527527,9708.46
BIRLACABLE,BIRLA CABLE LIMITED,21071,36.67
BIRLACORPN,BIRLA CORPORATION LTD,302636,3928.09
BIRLAMONEY,ADITYA BIRLA MONEY LTD,42629,74.15
BIRLANU,BIRLANU LIMITED,45103,946.57
BLACKBUCK,BLACKBUCK LIMITED,1418039,9436.74
BLAL,BEML LAND ASSETS LIMITED,98570,224.13
BLISSGVS,BLISS GVS PHARMA LTD,725516,1169.63
BLKASHYAP,B.L.KASHYAP & SON LTD,768253,518.53
BLS,BLS INTL SERVS LTD,7310941,26963.54
BLSE,BLS E-SERVICES LIMITED,200335,403.51
BLUEDART,BLUE DART EXPRESS LTD,83211,5397.43
BLUEJET,BLUE JET HEALTHCARE LTD,2633437,18968.81
BLUESTARCO,BLUE STAR LIMITED,261520,4989.76
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,238892,1596.18
BLUSPRING,BLUSPRING ENTERPRISES LTD,257328,214.03
BMWVENTLTD,BMW VENTURES LIMITED,87272,60.85
BODALCHEM,BODAL CHEMICALS LTD,735031,529.20
BOMDYEING,BOMBAY DYEING & MFG. CO L,6551950,11029.79
BORANA,BORANA WEAVES LIMITED,63879,159.13
BOROLTD,BOROSIL LIMITED,394156,1446.37
BORORENEW,BOROSIL RENEWABLES LTD,1869578,11831.21
BOROSCI,BOROSIL SCIENTIFIC LTD,86644,124.51
BOSCHLTD,BOSCH LIMITED,16992,6564.00
BPCL,BHARAT PETROLEUM CORP  LT,2814601,9805.31
BPL,BPL LTD,56669,46.10
BRIGADE,BRIGADE ENTER. LTD,452254,4858.89
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,178248,151.38
BRITANNIA,BRITANNIA INDUSTRIES LTD,88107,5180.83
BRNL,BHARAT ROAD NETWORK LTD,1300,0.33
BSE,BSE LIMITED,2809666,71446.70
BSE500IETF,ICICIPRAMC - ICICI500,578735,228.22
BSHSL,BOMBAY SUPER HYBRID SEEDS,2897,4.87
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,386378,414.92
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,248303,73.22
BSLSENETFG,BIRLASLAMC - BSLSENETFG,810,0.67
BSOFT,BIRLASOFT LIMITED,4725043,20590.90
BUTTERFLY,BTRFLY GANDHI APPL LTD,19212,148.60
BYKE,THE BYKE HOSPITALITY LTD,15049,10.23
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2072079,4175.72
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,968239,2783.82
CAMS,COMPUTER AGE MNGT SER LTD,878573,35832.53
CANBK,CANARA BANK,21817080,25495.20
CANFINHOME,CAN FIN HOMES LTD,334981,2709.57
CANTABIL,CANTABIL RETAIL LTD,910256,2381.22
CAPACITE,CAPACITE INFRAPROJECT LTD,1591756,5370.57
CAPITALSFB,CAPITAL SMALL FIN BANK L,124821,354.25
CAPLIPOINT,CAPLIN POINT LAB LTD.,128738,2688.60
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,345828,3417.22
CARERATING,CARE RATINGS LIMITED,165280,2862.31
CARRARO,CARRARO INDIA LIMITED,202074,1041.09
CARTRADE,CARTRADE TECH LIMITED,997745,24530.26
CARYSIL,CARYSIL LIMITED,149319,1397.75
CASHIETF,ICICIPRAMC - CASHIETF,317,3.29
CASTROLIND,CASTROL INDIA LIMITED,8181415,17512.27
CCCL,CONS. CONST. CONSORT LTD,9958,2.34
CCL,CCL PRODUCTS (I) LTD,209054,1959.46
CDSL,CENTRAL DEPO SER (I) LTD,5102896,82316.28
CEATLTD,CEAT LIMITED,157054,6207.50
CEIGALL,CEIGALL INDIA LIMITED,677296,1824.74
CELLO,CELLO WORLD LIMITED,693000,4463.71
CEMPRO,CEMINDIA PROJECTS LIMITED,750304,5414.24
CENTENKA,CENTURY ENKA LTD,52344,288.70
CENTRALBK,CENTRAL BANK OF INDIA,39155014,16270.49
CENTRUM,CENTRUM CAPITAL LIMITED,101412,34.04
CENTUM,CENTUM ELECTRONICS LTD,65605,1677.18
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,89241,729.60
CERA,CERA SANITARYWARE LTD,55909,3617.93
CESC,CESC LTD,4186473,7219.24
CEWATER,CONCORD ENVIRO SYSTEMS L,78880,426.16
CGCL,CAPRI GLOBAL CAPITAL LTD,5281480,9901.63
CGPOWER,CG POWER AND IND SOL LTD,4086711,28855.78
CHALET,CHALET HOTELS LIMITED,283350,2672.09
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,4958574,26538.61
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,264341,688.21
CHEMFAB,CHEMFAB ALKALIS LIMITED,6584,44.75
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,224489,950.70
CHENNPETRO,CHENNAI PETROLEUM CORP LT,905275,7687.21
CHEVIOT,CHEVIOT COMPANY LIMITED,1583,20.61
CHOICEIN,CHOICE INTERNATIONAL LTD,1513763,11569.86
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,238420,3931.47
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,103274,2019.08
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,489769,2221.51
CIFL,CAPITAL INDIA FINANCE LTD,26460,9.95
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,64472,998.73
CIPLA,CIPLA LTD,728235,11387.35
CLEAN,CLEAN SCIENCE & TECH LTD,1273396,15567.02
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,248116,749.33
CMSINFO,CMS INFO SYSTEMS LIMITED,953621,3814.29
COALINDIA,COAL INDIA LTD,11882205,47159.06
COASTCORP,COASTAL CORPORATION LTD,20589,8.21
COCHINSHIP,COCHIN SHIPYARD LIMITED,3145190,61705.97
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,926158,16459.23
COHANCE,COHANCE LIFESCIENCES LTD,1351950,10837.80
COLPAL,COLGATE PALMOLIVE LTD.,721982,17014.95
COMMOIETF,ICICIPRAMC - ICICICOMMO,59017,54.03
COMPUSOFT,COMPUCOM SOFTWARE LTD,34581,7.46
COMSYN,COMMERCIAL SYN BAGS LTD,250,0.39
CONCOR,CONTAINER CORP OF IND LTD,3807642,22263.69
CONCORDBIO,CONCORD BIOTECH LIMITED,223464,3766.41
CONFIPET,CONFIDENCE PETRO IND LTD.,3675850,2198.76
CONS,KOTAKMAMC - KOTAKCONS,121,0.16
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1638,3.63
CONSUMBEES,NIP IND ETF CONSUMPTION,255485,345.24
CONSUMER,MIRAEAMC - CONSUMER,52657,6.44
CONSUMIETF,ICICIPRAMC - ICICICONSU,63671,78.79
CONTROLPR,CONTROL PRINT LIMITED,58270,457.01
CORALFINAC,CORAL INDIA FIN & HOUS LT,2000,0.88
CORDSCABLE,CORDS CABLE INDUS LTD.,9449,17.55
COROMANDEL,COROMANDEL INTERNTL. LTD,242702,5541.53
COSMOFIRST,COSMO FIRST LIMITED,455678,4508.27
CPCAP,CP CAPITAL LIMITED,25,0.10
CPPLUS,ADITYA INFOTECH LIMITED,32363,503.05
CPSEETF,CPSE ETF,2912397,2721.38
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,31471,2033.02
CREATIVE,CREATIVE NEWTECH LIMITED,318936,2164.46
CREDITACC,CREDITACCESS GRAMEEN LTD,439618,5706.72
CREST,CREST VENTURES LIMITED,27886,117.65
CRISIL,CRISIL LTD,78219,4070.88
CRIZAC,CRIZAC LIMITED,1041078,3220.42
CROMPTON,CROMPT GREA CON ELEC LTD,6449499,20405.61
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,644491,2501.14
CSLFINANCE,CSL FINANCE LIMITED,7682,24.39
CUB,CITY UNION BANK LTD,968364,2318.56
CUMMINSIND,CUMMINS INDIA LTD,120967,4901.68
CUPID,CUPID LIMITED,18310494,27852.80
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,1663,3.94
CYIENT,CYIENT LIMITED,831605,10679.57
CYIENTDLM,CYIENT DLM LIMITED,806909,4047.36
DABUR,DABUR INDIA LTD,1321748,7016.66
DALBHARAT,DALMIA BHARAT LIMITED,163249,3500.13
DALMIASUG,DALMIA BHARAT SUG IN LTD,12544,47.05
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1797520,4595.23
DATAMATICS,DATAMATICS GLOBAL SER LTD,412035,3613.11
DATAPATTNS,DATA PATTERNS INDIA LTD,425866,12030.97
DAVANGERE,DAVANGERE SUGAR COMPANY L,3532988,134.95
DBCORP,D.B.CORP LTD,155921,415.25
DBEIL,DEEPAK BUILDERS & ENG I L,223241,378.46
DBL,DILIP BUILDCON LIMITED,915913,4488.66
DBOL,DHAMPUR BIO ORGANICS LTD,37342,33.15
DBREALTY,VALOR ESTATE LIMITED,5098456,8899.75
