sebi_report_as_on_reporting_date_07nov2025,unnamed_1,unnamed_2,unnamed_3
ADFFOODS,ADF FOODS LIMITED,743316,1926.26
ADOR,ADOR WELDING LTD,53405,603.49
ADSL,ALLIED DIGITAL SERV. LTD,350960,686.07
ADVANCE,ADVANCE AGROLIFE LIMITED,110470,148.16
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,32568,20.84
ADVENZYMES,ADVANCED ENZYME TECH LTD,724384,2527.89
AEGISLOG,AEGIS LOGISTICS LIMITED,1044198,8362.28
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,399766,1071.90
AEROENTER,AEROFLEX ENTERPRISES LTD,881485,892.69
AEROFLEX,AEROFLEX INDUSTRIES LTD,2424004,4644.63
AETHER,AETHER INDUSTRIES LIMITED,451306,3463.41
AFCONS,AFCONS INFRASTRUCTURE LTD,1324165,5993.12
AFFLE,AFFLE 3I LIMITED,263539,5007.10
AFFORDABLE,AFFORD ROBO & AUTO LTD,10772,29.72
AFIL,AKME FINTRADE (INDIA) LTD,12490107,967.15
AFSL,ABANS FINANCIAL SRVCS LTD,29166,69.78
AGARIND,AGARWAL INDS CORP LTD.,47213,467.68
AGARWALEYE,DR AGARWALS HEALTH CARE L,127307,624.79
AGI,AGI GREENPAC LIMITED,512107,4444.55
AGIIL,AGI INFRA LIMITED,2015932,4224.48
AGRITECH,AGRI-TECH (INDIA) LIMITED,2549,4.82
AGSTRA,AGS TRANSACT TECH LTD,797,0.58
AHLADA,AHLADA ENGINEERS LIMITED,5737,5.37
AHLEAST,ASIAN HOTELS (EAST) LTD,1201,1.84
AHLUCONT,AHLUWALIA CONT IND LTD,288622,2904.68
AIAENG,AIA ENGINEERING LIMITED,78912,2651.40
AIIL,AUTHUM INVEST & INFRA LTD,89695,2598.14
AIRAN,AIRAN LIMITED,78939,22.28
AJANTPHARM,AJANTA PHARMA LIMITED,68803,1845.86
AJAXENGG,AJAX ENGINEERING LIMITED,151113,991.23
AJMERA,AJMERA REALTY & INF I LTD,174004,1683.95
AJOONI,AJOONI BIOTECH LIMITED,7000,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,1052,0.08
AKUMS,AKUMS DRUGS AND PHARMA L,420627,2162.96
AKZOINDIA,AKZO NOBEL INDIA LIMITED,26954,953.34
ALANKIT,ALANKIT LIMITED,225451,32.36
ALBERTDAVD,ALBERT DAVID LIMITED,3750,30.59
ALEMBICLTD,ALEMBIC LIMITED,2271728,2641.68
ALICON,ALICON CASTALLOY LIMITED,13704,140.53
ALIVUS,ALIVUS LIFE SCIENCES LTD,219223,2241.31
ALKALI,ALKALI METALS LTD,640,0.61
ALKEM,ALKEM LABORATORIES LTD.,19245,1060.08
ALKYLAMINE,ALKYL AMINES CHEM. LTD,169999,3505.28
ALLCARGO,ALLCARGO LOGISTICS LTD,10144446,3894.21
ALLDIGI,ALLDIGI TECH LIMITED,27229,200.73
ALLTIME,ALL TIME PLASTICS LIMITED,130025,380.81
ALMONDZ,ALMONDZ GLOBAL SEC LTD,13876,2.95
ALOKINDS,ALOK INDUSTRIES LIMITED,15010959,2917.17
ALPA,ALPA LABORATORIES LTD,2698,2.97
ALPHA,KOTAKMAMC - KOTAKALPHA,4148443,2054.46
ALPHAETF,MIRAEAMC - ALPHAETF,1705111,432.19
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14674,38.99
ALPL30IETF,ICICIPRAMC - ICICIALPLV,789439,224.96
AMANTA,AMANTA HEALTHCARE LIMITED,16075,20.28
AMBER,AMBER ENTERPRISES (I) LTD,207771,16333.59
AMBIKCO,AMBIKA COTTON MILL LTD.,14847,222.63
AMBUJACEM,AMBUJA CEMENTS LTD,2711639,15716.83
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,2258,6.73
AMRUTANJAN,AMRUTAJAN HEALTH LTD,42132,316.39
ANANDRATHI,ANAND RATHI WEALTH LTD,135229,3965.22
ANANTRAJ,ANANT RAJ LIMITED,10530395,68959.29
ANDHRAPAP,ANDHRA PAPER LIMITED,601253,503.74
ANDHRSUGAR,ANDHRA SUGARS LTD,503748,526.54
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,757102,20702.94
ANMOL,ANMOL INDIA LIMITED,24500,3.89
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,121496,773.96
ANTHEM,ANTHEM BIOSCIENCES LTD,326546,2495.95
ANUHPHR,ANUH PHARMA LIMITED,25517,24.36
ANUP,THE ANUP ENGINEERING LTD,84432,2191.61
ANURAS,ANUPAM RASAYAN INDIA LTD,4230100,41877.29
AONEGOLD,AONEAMC - AONEGOLD,286933,33.59
AONELIQUID,AONEAMC - AONELIQUID,9,0.09
AONENIFTY,AONEAMC - AONENIFTY,45755,4.70
AONETOTAL,AONEAMC - AONETOTAL,71798,8.41
APARINDS,APAR INDUSTRIES LTD.,93450,7879.78
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,38087,157.35
APEX,APEX FROZEN FOODS LIMITED,188661,460.03
APLAPOLLO,APL APOLLO TUBES LTD,267956,4679.43
APLLTD,ALEMBIC PHARMA LTD,235051,2356.77
APOLLO,APOLLO MICRO SYSTEMS LTD,3623748,9459.02
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,113605,8740.49
APOLLOPIPE,APOLLO PIPES LIMITED,557163,2144.91
APOLLOTYRE,APOLLO TYRES LTD,818532,4098.39
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,161657,208.89
APTUS,APTUS VALUE HSG FIN I LTD,2598469,8277.28
ARCHIDPLY,ARCHIDPLY IND. LTD,600,0.61
ARE&M,AMARA RAJA ENERGY MOB LTD,1496123,15896.15
ARIES,ARIES AGRO LTD.,105714,417.90
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,720184,767.34
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,160900,685.12
ARISINFRA,ARISINFRA SOLUTIONS LTD,628608,1011.57
ARKADE,ARKADE DEVELOPERS LIMITED,2885276,5169.86
ARMANFIN,ARMAN FIN SERV LTD,83952,1351.82
ARROWGREEN,ARROW GREENTECH LIMITED,14252,89.83
ARSSBL,ANAND RATHI SH N STK BR L,172251,934.07
ARTEMISMED,ARTEMIS MED SERVICE LTD,187342,481.08
ARVIND,ARVIND LIMITED,1090594,3686.40
ARVINDFASN,ARVIND FASHIONS LIMITED,496632,2623.89
ARVSMART,ARVIND SMARTSPACES LTD,164114,1090.89
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,128586,1145.03
ASAHISONG,ASAHI SONGWON COLOR LTD,621,1.82
ASAL,AUTOMOTIVE STAMPINGS & AS,34329,201.55
ASALCBR,ASSO ALCOHOLS & BREW LTD,116728,1217.44
ASHAPURMIN,ASHAPURA MINECHEM LTD,1631982,8122.09
ASHIANA,ASHIANA HOUSING LTD,74353,236.02
ASHIMASYN,ASHIMA LTD,9459,2.04
ASHOKA,ASHOKA BUILDCON LTD,4351705,9229.02
ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07
ASHOKLEY,ASHOK LEYLAND LTD,7389380,10017.17
ASIANENE,ASIAN ENERGY SERVICES LTD,576875,1985.78
ASIANPAINT,ASIAN PAINTS LIMITED,494239,12457.78
ASIANTILES,ASIAN GRANITO IND. LTD.,383437,240.60
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,452609,2267.50
ASMS,BARTRONICS INDIA LIMITED,3682,0.54
ASPINWALL,ASPINWALL & CO LTD,200,0.56
ASTEC,ASTEC LIFESCIENCES LTD,354950,3456.60
ASTERDM,ASTER DM HEALTHCARE LTD.,403740,2578.84
ASTRAL,ASTRAL LIMITED,567727,8798.26
ASTRAMICRO,ASTRA MICROWAVE LTD,2157682,19924.93
ASTRAZEN,ASTRAZENECA PHARMA IND LT,28367,2334.43
ATALREAL,ATAL REALTECH LIMITED,1360000,295.21
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1735780,11858.26
ATHERENERG,ATHER ENERGY LIMITED,963992,6139.56
ATL,ALLCARGO TERMINALS LTD,947913,403.86
ATLANTAELE,ATLANTA ELECTRICALS LTD,43338,438.96
ATUL,ATUL LTD,267310,15687.27
ATULAUTO,ATUL AUTO LIMITED,263622,1329.45
AUBANK,AU SMALL FINANCE BANK LTD,513276,3871.40
AURIONPRO,AURIONPRO SOLN LTD,425614,5324.24
AUROPHARMA,AUROBINDO PHARMA LTD,714126,8339.16
AURUM,AURUM PROPTECH LIMITED,225933,408.53
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,25260,460.47
AUTOBEES,NIPPONAMC - NETFAUTO,369177,1009.84
AUTOIETF,ICICIPRAMC - ICICIAUTO,1415713,387.92
AUTOIND,AUTOLINE INDUSTRIES LTD,66125,52.77
AVADHSUGAR,AVADH SUG & ENERGY LTD,228147,1177.28
AVALON,AVALON TECHNOLOGIES LTD,286372,2963.33
AVANTEL,AVANTEL LIMITED,7087593,12702.53
AVANTIFEED,AVANTI FEEDS LIMITED,1236726,9176.88
AVG,AVG LOGISTICS LIMITED,2069,5.59
AVL,ADITYA VISION LIMITED,128225,679.81
AVONMORE,AVONMORE CAP&MGT SERV LTD,12476,2.36
AVROIND,AVRO INDIA LIMITED,1238,1.77
AVTNPL,AVT NATURAL PRODUCTS LTD,71137,61.54
AWFIS,AWFIS SPACE SOLUTIONS LTD,816378,5001.03
AWHCL,ANTONY WASTE HDG CELL LTD,258486,1549.75
AWL,AWL AGRI BUSINESS LIMITED,3448926,9705.21
AXISBANK,AXIS BANK LIMITED,1043999,12249.78
AXISBNKETF,AXISAMC - AXISBNKETF,720,4.27
AXISBPSETF,AXISAMC - AXISBPSETF,1309,0.17
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,13973,17.72
AXISGOLD,AXIS MF - AXIS GOLD ETF,2705309,2704.64
AXISHCETF,AXISAMC - AXISHCETF,6378,9.18
AXISILVER,AXISAMC - AXISILVER,857044,1398.47
AXISNIFTY,AXISAMC - AXISNIFTY,24000,67.53
AXISTECETF,AXISAMC - AXISTECETF,6546,26.71
AXISVALUE,AXISAMC - AXISVALUE,1203,0.35
AXITA,AXITA COTTON LIMITED,51803,6.63
AXSENSEX,AXISAMC - AXSENSEX,2368,2.03
AYMSYNTEX,AYM SYNTEX LIMITED,21757,41.89
AZAD,AZAD ENGINEERING LIMITED,594922,10009.19
BAIDFIN,BAID FINSERV LIMITED,36802,4.56
BAJAJ-AUTO,BAJAJ AUTO LIMITED,418677,37140.89
BAJAJCON,BAJAJ CONSUMER CARE LTD,1976350,5114.32
BAJAJELEC,BAJAJ ELECT.LTD,460601,2673.17
BAJAJFINSV,BAJAJ FINSERV LTD.,715958,14469.92
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,913680,4546.31
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,23131670,27565.41
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,24489980,6077.90
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,63259,8204.36
BAJAJINDEF,INDEF MANUFACTURING LTD,11803,45.33
BAJEL,BAJEL PROJECTS LIMITED,216340,442.17
BAJFINANCE,BAJAJ FINANCE LIMITED,2587515,25156.18
BALAJEE,SHREE TIRUPATI BALAJEE L,135647,70.65
BALAJITELE,BALAJI TELEFILMS LIMITED.,94635,116.98
BALAMINES,BALAJI AMINES LIMITED,270954,4440.11
BALAXI,BALAXI PHARMA LTD,82786,50.42
BALKRISIND,BALKRISHNA IND. LTD,153244,3847.50
BALMLAWRIE,BALMER LAWRIE & CO LTD,1767643,3952.83
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1100329,5590.13
BALUFORGE,BALU FORGE INDUSTRIES LTD,295992,1908.86
BANARISUG,BANNARI AMMAN SUGARS LTD,488,17.69
BANCOINDIA,BANCO PRODUCTS (I) LTD,510563,3871.45
BANDHANBNK,BANDHAN BANK LIMITED,17230076,29265.20
BANKBARODA,BANK OF BARODA,4661587,11868.15
BANKBEES,NIP IND ETF BANK BEES,575903,3363.07
BANKBETF,BFAM - BANKBETF,12443,7.14
BANKETF,MIRAEAMC - BANKETF,14175,83.28
BANKETFADD,DSPAMC - DSPBANKETF,4116,2.40
BANKIETF,ICICIPRAMC - IPRU5008,222107,128.25
BANKINDIA,BANK OF INDIA,15228097,18729.81
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,10800,61.50
BANKPSU,MIRAEAMC - BANKPSU,15675,11.80
BANSALWIRE,BANSAL WIRE INDUSTRIES L,224472,866.51
BANSWRAS,BANSWARA SYNTEX LIMITED,4108,6.48
BASF,BASF INDIA LTD,169954,8739.51
BASML,BANNARI AM SPIN MILL LTD.,74432,22.14
BATAINDIA,BATA INDIA LTD,456051,5486.60
BAYERCROP,BAYER CROPSCIENCE LTD,88160,4533.30
BBETF0432,EDELAMC - BBETF0432,121,1.56
BBL,BHARAT BIJLEE LTD,104595,3069.56
BBNPNBETF,BARODABNP - BBNPNBETF,11,0.01
BBNPPGOLD,BARODABNP - BBNPPGOLD,25102,30.08
BBOX,BLACK BOX LIMITED,707318,3921.90
BBTC,BOMBAY BURMAH TRADING COR,207616,4073.94
BCLIND,BCL INDUSTRIES LIMITED,1714820,754.87
BCONCEPTS,BRAND CONCEPTS LIMITED,24,0.10
BDL,BHARAT DYNAMICS LIMITED,4248789,70977.94
BEARDSELL,BEARDSELL LIMITED,7501,2.65
BECTORFOOD,MRS BECTORS FOOD SPE LTD,190435,2729.58
BEDMUTHA,BEDMUTHA INDUST LTD,6411,9.21
BEL,BHARAT ELECTRONICS LTD,23691173,92821.07
BELLACASA,BELLA CASA FASH AND RET L,6271,25.02
BELRISE,BELRISE INDUSTRIES LTD,13172460,19385.69
BEML,BEML LIMITED,1425932,30904.71
BEPL,BHANSALI ENG. POLYMERS LT,2957406,3432.95
BERGEPAINT,BERGER PAINTS (I) LTD,323385,1797.73
BESTAGRO,BEST AGROLIFE LIMITED,72361,319.23
BFINVEST,BF INVESTMENT LIMITED,100411,531.46
BFSI,MIRAEAMC - MAFSETF,1102661,300.62
BFUTILITIE,BF UTILITIES LIMITED,90767,649.03
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,600168,1749.33
BHAGERIA,BHAGERIA INDUSTRIES LTD,176247,384.76
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,5423,7.13
BHANDARI,BHANDARI HOSIERY EXP LTD,907044,46.86
BHARATFORG,BHARAT FORGE LTD,741607,9660.96
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,17247,1902.74
BHARATSE,BHARAT SEATS LIMITED,44254,85.68
BHARATWIRE,BHARAT WIRE ROPES LTD.,918545,2047.72
BHARTIARTL,BHARTI AIRTEL LIMITED,1270396,25355.22
BHARTIHEXA,BHARTI HEXACOM LIMITED,140027,2568.43
BHEL,BHEL,9475657,23624.77
BIGBLOC,BIGBLOC CONSTRUCTION LTD,71014,67.76
BIKAJI,BIKAJI FOODS INTERN LTD,599279,4592.16
BIOCON,BIOCON LIMITED.,2683432,10038.92
BIRLACABLE,BIRLA CABLE LIMITED,22039,38.80
BIRLACORPN,BIRLA CORPORATION LTD,311126,4042.96
BIRLAMONEY,ADITYA BIRLA MONEY LTD,39768,70.11
BIRLANU,BIRLANU LIMITED,45612,971.14
BLACKBUCK,BLACKBUCK LIMITED,1187765,7863.50
BLAL,BEML LAND ASSETS LIMITED,94816,216.71
BLISSGVS,BLISS GVS PHARMA LTD,990304,1522.30
BLKASHYAP,B.L.KASHYAP & SON LTD,754888,518.06
BLS,BLS INTL SERVS LTD,7799446,28597.76
BLSE,BLS E-SERVICES LIMITED,275584,549.56
BLUEDART,BLUE DART EXPRESS LTD,79954,5218.35
BLUEJET,BLUE JET HEALTHCARE LTD,2671343,19305.73
BLUESTARCO,BLUE STAR LIMITED,270829,5165.16
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,315160,2197.58
BLUSPRING,BLUSPRING ENTERPRISES LTD,263101,218.84
BMWVENTLTD,BMW VENTURES LIMITED,45383,31.16
BODALCHEM,BODAL CHEMICALS LTD,732734,531.79
BOMDYEING,BOMBAY DYEING & MFG. CO L,6520000,11021.10
BORANA,BORANA WEAVES LIMITED,56423,129.17
BOROLTD,BOROSIL LIMITED,379612,1398.68
BORORENEW,BOROSIL RENEWABLES LTD,1848444,11533.66
BOROSCI,BOROSIL SCIENTIFIC LTD,85558,124.07
BOSCHLTD,BOSCH LIMITED,17594,6816.91
BPCL,BHARAT PETROLEUM CORP  LT,3712291,12968.23
BPL,BPL LTD,70651,58.54
BRIGADE,BRIGADE ENTER. LTD,431167,4670.00
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,184789,157.11
BRITANNIA,BRITANNIA INDUSTRIES LTD,57164,3377.65
BRNL,BHARAT ROAD NETWORK LTD,12300,2.91
BSE,BSE LIMITED,2734328,67713.24
BSE500IETF,ICICIPRAMC - ICICI500,575178,226.74
BSHSL,BOMBAY SUPER HYBRID SEEDS,2897,4.87
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,301738,320.31
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,311347,91.27
BSLSENETFG,BIRLASLAMC - BSLSENETFG,1526,1.27
BSOFT,BIRLASOFT LIMITED,5084588,22001.38
BUTTERFLY,BTRFLY GANDHI APPL LTD,21251,166.21
BYKE,THE BYKE HOSPITALITY LTD,11300,7.85
CAMLINFINE,CAMLIN FINE SCIENCES LTD,1855857,3810.52
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,968840,2792.06
CAMS,COMPUTER AGE MNGT SER LTD,982237,39689.76
CANBK,CANARA BANK,22574148,25995.63
CANFINHOME,CAN FIN HOMES LTD,346030,2744.87
CANTABIL,CANTABIL RETAIL LTD,1317335,3489.84
CAPACITE,CAPACITE INFRAPROJECT LTD,1663567,5601.28
CAPITALSFB,CAPITAL SMALL FIN BANK L,114441,326.70
CAPLIPOINT,CAPLIN POINT LAB LTD.,124912,2628.64
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,336830,3348.01
CARERATING,CARE RATINGS LIMITED,172951,2982.69
CARRARO,CARRARO INDIA LIMITED,203149,1021.79
CARTRADE,CARTRADE TECH LIMITED,1044836,25823.91
CARYSIL,CARYSIL LIMITED,232063,2096.47
CASHIETF,ICICIPRAMC - CASHIETF,14,0.14
CASTROLIND,CASTROL INDIA LIMITED,8125691,17441.83
CCCL,CONS. CONST. CONSORT LTD,17538,4.31
CCL,CCL PRODUCTS (I) LTD,205351,1869.03
CDSL,CENTRAL DEPO SER (I) LTD,5535658,88919.76
CEATLTD,CEAT LIMITED,127090,4996.36
CEIGALL,CEIGALL INDIA LIMITED,685711,1855.92
CELLO,CELLO WORLD LIMITED,688665,4445.77
CEMPRO,CEMINDIA PROJECTS LIMITED,763795,5524.53
CENTENKA,CENTURY ENKA LTD,54444,304.30
CENTRALBK,CENTRAL BANK OF INDIA,38506682,16055.74
CENTRUM,CENTRUM CAPITAL LIMITED,130523,44.26
CENTUM,CENTUM ELECTRONICS LTD,66233,1695.06
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,120523,969.49
CERA,CERA SANITARYWARE LTD,52477,3463.58
CESC,CESC LTD,3932704,6780.96
CEWATER,CONCORD ENVIRO SYSTEMS L,79077,437.61
CGCL,CAPRI GLOBAL CAPITAL LTD,5256920,9852.00
CGPOWER,CG POWER AND IND SOL LTD,4212498,29768.20
CHALET,CHALET HOTELS LIMITED,210423,2034.69
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,5042225,27273.68
CHEMBOND,CHEMBOND MATERIALTECH LTD,573,3.16
CHEMCON,CHEMCON SPECIAL CHEM LTD,263458,690.25
CHEMFAB,CHEMFAB ALKALIS LIMITED,6475,44.93
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,219746,964.94
CHENNPETRO,CHENNAI PETROLEUM CORP LT,1137714,9396.43
CHEVIOT,CHEVIOT COMPANY LIMITED,1890,24.13
CHOICEIN,CHOICE INTERNATIONAL LTD,1508120,11504.25
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,239169,3918.60
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,84881,1650.57
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,494245,2246.88
CIFL,CAPITAL INDIA FINANCE LTD,31461,11.88
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,66665,1032.51
CINELINE,CINELINE INDIA LIMITED,30,0.03
CIPLA,CIPLA LTD,878256,13685.91
CLEAN,CLEAN SCIENCE & TECH LTD,1218831,15171.06
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,257988,782.88
CMSINFO,CMS INFO SYSTEMS LIMITED,986088,3949.24
COALINDIA,COAL INDIA LTD,14364420,56338.13
COASTCORP,COASTAL CORPORATION LTD,20090,8.00
COCHINSHIP,COCHIN SHIPYARD LIMITED,2930148,58181.38
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,983376,17381.14
COHANCE,COHANCE LIFESCIENCES LTD,1048730,9065.56
COLPAL,COLGATE PALMOLIVE LTD.,753325,17767.70
COMMOIETF,ICICIPRAMC - ICICICOMMO,57423,52.31
COMPUSOFT,COMPUCOM SOFTWARE LTD,34671,7.48
COMSYN,COMMERCIAL SYN BAGS LTD,5759,9.24
CONCOR,CONTAINER CORP OF IND LTD,3669784,21640.14
CONCORDBIO,CONCORD BIOTECH LIMITED,247617,4145.78
CONFIPET,CONFIDENCE PETRO IND LTD.,3726496,2234.91
CONS,KOTAKMAMC - KOTAKCONS,121,0.16
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1648,3.65
CONSUMBEES,NIP IND ETF CONSUMPTION,250050,337.12
CONSUMER,MIRAEAMC - CONSUMER,62864,7.72
CONSUMIETF,ICICIPRAMC - ICICICONSU,63332,78.27
CONTROLPR,CONTROL PRINT LIMITED,61628,486.80
CORALFINAC,CORAL INDIA FIN & HOUS LT,2000,0.88
CORDSCABLE,CORDS CABLE INDUS LTD.,6035,11.46
COROMANDEL,COROMANDEL INTERNTL. LTD,311897,7058.23
COSMOFIRST,COSMO FIRST LIMITED,444060,4427.28
CPCAP,CP CAPITAL LIMITED,451,0.60
CPPLUS,ADITYA INFOTECH LIMITED,72412,1027.14
CPSEETF,CPSE ETF,2947250,2753.91
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,22398,1371.75
CREATIVE,CREATIVE NEWTECH LIMITED,343642,2351.84
CREDITACC,CREDITACCESS GRAMEEN LTD,429299,5588.56
CREST,CREST VENTURES LIMITED,28171,118.89
CRISIL,CRISIL LTD,71372,3759.33
CRIZAC,CRIZAC LIMITED,1130807,3523.58
CROMPTON,CROMPT GREA CON ELEC LTD,6379763,20292.25
CSBBANK,CSB BANK LIMITED,707085,2717.59
CSLFINANCE,CSL FINANCE LIMITED,8466,26.62
CUB,CITY UNION BANK LTD,1286352,3051.01
CUMMINSIND,CUMMINS INDIA LTD,117150,4701.53
CUPID,CUPID LIMITED,18228732,27527.34
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,4250,9.89
CYIENT,CYIENT LIMITED,827261,10659.43
CYIENTDLM,CYIENT DLM LIMITED,724757,3696.41
DABUR,DABUR INDIA LTD,1371528,7240.31
DALBHARAT,DALMIA BHARAT LIMITED,149496,3227.94
DALMIASUG,DALMIA BHARAT SUG IN LTD,24244,93.16
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1532164,3975.21
DATAMATICS,DATAMATICS GLOBAL SER LTD,393763,3445.46
DATAPATTNS,DATA PATTERNS INDIA LTD,574840,15933.82
DAVANGERE,DAVANGERE SUGAR COMPANY L,1416887,54.73
DBCORP,D.B.CORP LTD,168424,447.40
DBEIL,DEEPAK BUILDERS & ENG I L,226898,385.94
DBL,DILIP BUILDCON LIMITED,801707,3965.96
DBOL,DHAMPUR BIO ORGANICS LTD,39625,35.49
DBREALTY,VALOR ESTATE LIMITED,4795151,8521.37
DCAL,DISHMAN CARBO AMCIS LTD,598486,1673.14
DCBBANK,DCB BANK LIMITED,4179783,5816.53
